"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"50","St. John's",13.68,108.6,94.9,67.4,0.05
"51","Stephen F. Austin",13.66,111.7,98.1,66.2,0.021
"52","Minnesota",13.07,110.6,97.5,67.6,-0.099
"53","Syracuse",12.77,104.8,92.1,66.1,-0.024
"54","Texas A&M",12.31,107.4,95.1,64.2,-0.01
"55","Alabama",12.28,109.5,97.2,62.8,-0.031
"56","TCU",12.24,106.8,94.5,64.3,-0.08
"57","Murray St.",12.03,114.4,102.4,67.2,0.076
"58","Buffalo",11.84,109.2,97.3,68.7,0.001
"59","Richmond",11.71,106.4,94.7,62.4,-0.077
"60","Illinois",11.71,106.3,94.5,64.7,-0.026
"61","Rhode Island",11.69,101.9,90.2,66.6,-0.005
"62","Illinois St.",11.63,105.6,94,64.9,-0.05
"63","South Carolina",11.36,103.5,92.2,64.7,-0.048
"64","Arizona St.",11.18,107.7,96.6,66.2,-0.034
"65","Valparaiso",11.14,105.3,94.2,62.8,0.053
"66","Temple",11.09,103.3,92.2,65.7,0.065
"67","Saint Mary's",10.35,108.8,98.5,62.8,0.027
"68","Georgia St.",10.32,109.4,99.1,63.2,-0.003
"69","Old Dominion",10.17,104.5,94.3,60.9,0.047
"70","George Washington",10.16,106.3,96.1,63,0.009
"71","Green Bay",10.13,102.6,92.5,65,0.032
"72","Colorado St.",10,109.4,99.4,66.4,0.087
"73","Connecticut",9.97,105.7,95.7,62.4,-0.065
"74","Michigan",9.54,107.8,98.3,60.4,-0.008
"75","Harvard",9.27,102.8,93.6,61.7,0.092
"76","Louisiana Tech",9.2,106.9,97.7,67.8,0.034
"77","Yale",8.84,105.2,96.3,62.3,0.029
"78","Pittsburgh",8.66,111.4,102.7,61.4,0.012
"79","Creighton",8.35,108.8,100.5,62.8,-0.082
"80","Kansas St.",8.17,104.4,96.3,62.7,0.009
"81","Central Michigan",8.16,112.8,104.7,65.3,0.016
"82","Penn St.",8.11,103.1,95,65.9,0.005
"83","Seton Hall",7.98,107.1,99.1,66.2,0.012
"84","Clemson",7.76,102.3,94.5,62.6,0.01
"85","Tulsa",7.74,100.5,92.8,64.4,0.097
"86","Georgia Tech",7.61,101.5,93.9,64.1,-0.07
"87","Memphis",7.51,103.4,95.9,66.2,-0.033
"88","Toledo",7.44,111.1,103.7,66.9,-0.03
"89","Cleveland St.",7.44,106.2,98.8,62.1,-0.098
"90","Tennessee",7.24,107.4,100.2,61.2,0.03
"91","Colorado",7.11,105.5,98.4,65.8,-0.041
"92","UC Irvine",7.1,104.2,97.1,64.2,-0.022
"93","Marquette",6.87,103.2,96.3,64.6,-0.043
"94","South Dakota St.",6.84,106.7,99.9,66.7,-0.006
"95","Sam Houston St.",6.82,101.3,94.5,65.8,-0.055
"96","Wofford",6.7,103,96.3,61.6,0.123
"97","UTEP",6.67,104.1,97.4,65.4,-0.004
"98","New Mexico St.",6.6,105.2,98.6,63,-0.042
"99","Florida St.",6.33,103.5,97.1,66,0.037
"100","Iona",6.19,111.5,105.3,70.2,0.048
"101","UNLV",6.16,105.7,99.6,65.4,-0.028
"102","UC Davis",6.15,110.3,104.2,63.5,0.067
"103","North Carolina Central",6.07,103.3,97.3,60.2,0.027
"104","La Salle",6.03,99.2,93.1,64.5,-0.017
"105","UC Santa Barbara",6.02,107.2,101.2,63,-0.034
"106","Oregon St.",5.94,97.9,92,61.7,0.014
"107","San Diego",5.92,101.7,95.8,63.5,-0.076
"108","Akron",5.74,103,97.3,64.5,-0.041
"109","Wyoming",5.67,102.7,97.1,59.5,0.084
"110","Boston College",5.6,105.8,100.2,64,-0.035
"111","Hofstra",5.42,109.9,104.4,69.1,-0.111
"112","California",5.3,102.1,96.8,66,0.061
"113","St. Bonaventure",5.28,103.3,98,65,0.01
"114","Evansville",5.22,104.5,99.3,66.8,0.039
"115","Bowling Green",5.18,103.9,98.7,64,0.007
"116","William & Mary",5.14,111.9,106.7,64.3,-0.024
"117","Northeastern",5.11,106.1,101,63.8,0.025
"118","Washington",5.08,106.7,101.6,65.8,-0.002
"119","Kent St.",5.02,105.3,100.3,62,0.029
"120","Wake Forest",4.75,104.3,99.6,68.5,-0.025
"121","Nebraska",4.64,97.5,92.8,63.9,-0.018
"122","Northwestern",4.59,105.7,101.1,60.2,0.009
"123","Vermont",4.41,101.3,96.9,64.8,-0.118
"124","Utah St.",4.26,105.3,101,63.8,-0.022
"125","Massachusetts",4.14,104.3,100.1,67.9,0.069
"126","Pepperdine",4.08,98.5,94.4,64,0.014
"127","Hawaii",3.73,102.9,99.2,69.2,-0.009
"128","Louisiana Lafayette",3.59,104,100.4,70.4,-0.054
"129","Eastern Kentucky",3.5,104.3,100.8,64.3,-0.03
"130","Stony Brook",3.4,100.7,97.3,64.1,0.019
"131","Albany",3.31,105.1,101.8,61.5,0.054
"132","Eastern Washington",3.27,110.9,107.6,68.5,0.067
"133","Loyola Chicago",3.26,103.9,100.6,61.2,0.08
"134","Portland",3.23,106.9,103.7,64.5,-0.035
"135","Long Beach St.",3.06,101.8,98.8,65.9,0.031
"136","UAB",3.06,102.9,99.8,65.4,0.025
"137","New Mexico",2.81,99.4,96.6,62.5,-0.068
"138","Eastern Michigan",2.6,99.9,97.3,66.6,0
"139","Auburn",2.41,103.6,101.2,67.5,0.058
"140","Coastal Carolina",2.37,104.7,102.3,64.8,0.006
"141","Western Kentucky",2.3,102.9,100.6,67.1,0.04
"142","Belmont",2.29,108.1,105.8,67.2,0.066
"143","North Florida",2.25,106.3,104.1,67.7,-0.021
"144","San Francisco",2.13,103.5,101.4,65.8,-0.082
"145","High Point",2.03,106.2,104.2,62.8,0.104
"146","Charlotte",1.94,107.8,105.8,67.1,-0.104
"147","Georgia Southern",1.88,98.4,96.6,63.9,0.022
"148","Tennessee Martin",1.87,107.2,105.3,62.8,0.034
"149","Canisius",1.84,101.5,99.7,64.2,-0.049
"150","DePaul",1.75,106.4,104.7,67.2,-0.001
"151","USC",1.48,99.3,97.8,68.7,-0.006
"152","North Dakota St.",1.38,101.7,100.3,61.5,0.105
"153","Cal Poly",1.25,100.9,99.6,59.4,-0.056
"154","Morehead St.",1,101.9,100.9,65.7,-0.093
"155","Texas Tech",0.91,100.1,99.2,62.3,-0.017
"156","Western Michigan",0.84,105.9,105.1,65.2,0.058
"157","Middle Tennessee",0.61,100.3,99.6,61.5,0.003
"158","St. Francis NY",0.61,101.5,100.8,65.2,-0.019
"159","Princeton",0.58,105.3,104.7,65.2,-0.032
"160","Mississippi St.",0.54,98.6,98,64.2,-0.034
"161","Manhattan",0.32,99.8,99.5,68.3,-0.001
"162","Saint Joseph's",0.3,98.2,97.9,63.9,-0.006
"163","Rider",0.18,99.1,98.9,64.6,0.087
"164","Columbia",0.16,105.4,105.2,60.8,-0.09
"165","Montana",0.15,103.9,103.8,62.8,0.003
"166","Chattanooga",0.11,103.4,103.3,65,0.101
"167","Oakland",0.07,109.1,109.1,66.9,0.019
"168","Dartmouth",-0.65,100,100.7,63.6,-0.026
"169","Indiana St.",-0.73,100.4,101.2,66.7,0.015
"170","Louisiana Monroe",-0.74,97,97.8,62.5,0.07
"171","Radford",-0.78,103.4,104.2,65.5,0.059
"172","NJIT",-0.8,103.3,104.1,66.7,0.05
"173","IPFW",-0.82,105.6,106.4,65.2,-0.051
"174","UNC Wilmington",-0.9,99.4,100.3,67.9,0.058
"175","Virginia Tech",-0.9,104.2,105.1,64.2,-0.043
"176","Winthrop",-0.96,102.7,103.7,66.4,-0.051
"177","Quinnipiac",-1.07,100.8,101.9,66.6,-0.091
"178","Northern Arizona",-1.11,100.2,101.3,65.2,0.063
"179","Colgate",-1.19,105.8,107,61,-0.055
"180","USC Upstate",-1.23,101.4,102.7,64,-0.025
"181","Northern Illinois",-1.24,100.7,101.9,63.4,0.005
"182","Detroit",-1.34,101.2,102.5,67.8,-0.008
"183","Monmouth",-1.35,98.6,100,64.1,0.013
"184","Robert Morris",-1.42,101,102.4,66.3,0.055
"185","Mercer",-1.49,102.4,103.9,61.6,-0.049
"186","Washington St.",-1.65,107,108.7,67.4,0.085
"187","Saint Peter's",-1.71,97.9,99.6,61.1,-0.067
"188","American",-1.72,100.4,102.1,57.8,0.015
"189","New Hampshire",-1.83,98.8,100.6,64.5,-0.026
"190","Florida Gulf Coast",-1.91,99.5,101.4,64.9,0.044
"191","Norfolk St.",-1.99,103.4,105.4,65.3,0.028
"192","Missouri",-2.09,99.8,101.9,62.9,-0.02
"193","Lafayette",-2.1,110.9,113,65.1,0.096
"194","Santa Clara",-2.18,103.7,105.8,61.7,0.019
"195","Charleston Southern",-2.21,104.9,107.1,65.7,0.053
"196","Sacramento St.",-2.33,107,109.4,62.9,0.075
"197","UT Arlington",-2.41,101.3,103.7,69.9,0.023
"198","Rutgers",-2.44,96.5,98.9,65.1,0.036
"199","James Madison",-2.69,103.3,106,64.3,0.102
"200","Lehigh",-2.73,97.8,100.5,66.4,0.007
"201","Bucknell",-2.77,103.6,106.4,64.6,0.076
"202","Cornell",-2.8,94.6,97.4,64.5,-0.032
"203","Fresno St.",-2.92,100.6,103.5,64.9,0.067
"204","Air Force",-2.99,106.1,109.1,62.2,-0.065
"205","George Mason",-3.13,100.7,103.9,64.5,-0.033
"206","Oral Roberts",-3.18,104.1,107.3,65.9,0.096
"207","Maryland Eastern Shore",-3.32,102.2,105.6,65.1,0.04
"208","Fordham",-3.49,99.9,103.4,66.1,-0.06
"209","UTSA",-3.56,104.3,107.9,66.2,-0.051
"210","Rice",-3.6,99.9,103.5,62.6,-0.062
"211","Milwaukee",-3.69,100.9,104.6,65.2,0.043
"212","Gardner Webb",-3.83,105.5,109.3,67.6,0.084
"213","Houston",-3.85,99.3,103.1,64.3,-0.057
"214","Texas Southern",-3.86,101.9,105.8,64.2,0.129
"215","Miami OH",-4.06,100.4,104.4,65.3,0.009
"216","UC Riverside",-4.2,96.5,100.7,65.4,0.013
"217","East Tennessee St.",-4.27,101.1,105.3,67.9,0.035
"218","Duquesne",-4.28,106.6,110.9,67.4,-0.016
"219","South Dakota",-4.38,101.2,105.6,65.6,0.032
"220","Tulane",-4.39,97.7,102.1,63.5,0.031
"221","St. Francis PA",-4.58,97.7,102.3,63.2,0.017
"222","Denver",-4.59,103.7,108.3,58,-0.068
"223","Southern Illinois",-4.82,96.6,101.5,62.5,-0.054
"224","East Carolina",-4.9,101.6,106.5,62.1,-0.003
"225","Eastern Illinois",-4.94,98.2,103.1,63.7,0.119
"226","Mount St. Mary's",-4.99,96.3,101.3,63,0.04
"227","Incarnate Word",-5.04,105.6,110.6,68.1,0.042
"228","Texas A&M Corpus Chris",-5.07,98.8,103.9,63.2,0.041
"229","Northwestern St.",-5.13,110.5,115.6,73.6,0.054
"230","Texas St.",-5.2,91.7,96.9,62.4,-0.033
"231","Idaho",-5.27,105.6,110.9,68,-0.07
"232","Ohio",-5.5,100.9,106.4,67.1,-0.04
"233","Southeast Missouri St.",-5.53,100.7,106.2,66.1,-0.062
"234","Western Carolina",-5.57,99.8,105.3,66.3,0.009
"235","Arkansas Little Rock",-5.64,102.1,107.8,65,-0.048
"236","Bryant",-5.86,102.1,107.9,63.7,0.064
"237","UNC Asheville",-6.13,100.3,106.4,68.4,-0.024
"238","Sacred Heart",-6.16,101.2,107.4,68.9,-0.014
"239","Boston University",-6.26,104.3,110.5,64.3,0.006
"240","Pacific",-6.33,101,107.3,62.1,0.052
"241","Cal St. Bakersfield",-6.44,97.6,104,60.9,-0.12
"242","Holy Cross",-6.46,99.2,105.7,64,0.03
"243","Wright St.",-6.51,96.7,103.2,63.9,-0.029
"244","Seattle",-6.65,96.3,102.9,62.6,0.015
"245","North Texas",-6.66,96.4,103.1,66.1,0.046
"246","Northern Kentucky",-6.72,102,108.7,64.5,-0.059
"247","Tennessee Tech",-6.88,102,108.8,66.8,-0.05
"248","SIU Edwardsville",-6.91,95.7,102.6,66.5,-0.043
"249","Elon",-7.25,96.3,103.5,68.2,0.053
"250","Drexel",-7.26,97,104.3,61.4,0.002
"251","Hampton",-7.37,94.6,102,69.5,0.03
"252","Northern Colorado",-7.4,108.4,115.8,64,-0.013
"253","Army",-7.49,98.1,105.6,69.6,0.033
"254","Bradley",-7.55,91.5,99.1,62,-0.044
"255","Missouri St.",-7.55,96.7,104.3,61.7,-0.011
"256","Nebraska Omaha",-7.58,100.7,108.2,73.4,-0.042
"257","Ball St.",-7.72,98.3,106,63.8,-0.13
"258","Portland St.",-7.74,100.9,108.6,66.7,0.071
"259","Howard",-7.88,91.8,99.7,64,0.016
"260","Delaware",-7.95,99.6,107.5,65.8,0.023
"261","Marshall",-8.03,94.2,102.2,70.2,-0.049
"262","Delaware St.",-8.23,99.6,107.8,68.2,0.063
"263","Siena",-8.28,103.6,111.8,66.6,-0.01
"264","Grand Canyon",-8.31,104.3,112.6,64.7,0.02
"265","Alabama St.",-8.32,95.8,104.2,68.4,0.03
"266","Brown",-8.35,97.2,105.5,67.6,0.049
"267","Weber St.",-8.35,97.8,106.2,63.9,0.04
"268","Towson",-8.43,98.7,107.1,61.2,-0.026
"269","Cal St. Northridge",-8.43,98.5,107,65.3,-0.041
"270","FIU",-8.55,94,102.5,65.2,0.09
"271","Nevada",-8.55,95.7,104.2,64.3,-0.084
"272","Loyola Marymount",-8.57,100.8,109.3,62.9,0.024
"273","Youngstown St.",-8.9,103.7,112.6,67.6,0.013
"274","Lamar",-9.03,97.9,106.9,66.3,0.03
"275","Drake",-9.04,103.1,112.1,59.5,-0.027
"276","Navy",-9.06,96.8,105.8,61.6,0.005
"277","South Florida",-9.06,97,106.1,64.1,-0.024
"278","Southern",-9.16,91.9,101,65.4,0.018
"279","College of Charleston",-9.33,93.9,103.3,61.4,-0.076
"280","IUPUI",-9.47,91.8,101.3,63.8,0.068
"281","Illinois Chicago",-9.6,99,108.6,64.9,-0.01
"282","UCF",-9.6,100.6,110.2,64.2,0.075
"283","Hartford",-9.62,95.3,104.9,63.3,0.076
"284","Appalachian St.",-9.63,96.1,105.8,66,0.073
"285","UNC Greensboro",-9.7,97.6,107.3,66.5,-0.125
"286","UMKC",-9.74,96,105.8,64.1,-0.014
"287","Troy",-9.78,97.7,107.5,65.3,-0.054
"288","LIU Brooklyn",-9.83,94.9,104.7,68.1,0.038
"289","Saint Louis",-9.86,93.7,103.6,63.7,0.064
"290","Florida Atlantic",-10.24,96.6,106.9,64.4,-0.055
"291","Penn",-10.42,95.7,106.2,63.7,0.023
"292","Cal St. Fullerton",-10.61,96.9,107.5,65.9,-0.009
"293","Samford",-10.66,99.7,110.3,66.6,0.009
"294","VMI",-10.77,96.3,107.1,76.3,-0.05
"295","Arkansas St.",-10.86,94,104.9,66.3,0.023
"296","Fairfield",-10.89,93.3,104.2,61.7,-0.086
"297","South Alabama",-11.27,98.9,110.2,68.7,0.085
"298","Lipscomb",-11.28,98.7,109.9,68.3,0.05
"299","Niagara",-11.38,97.6,109,65.1,-0.004
"300","McNeese St.",-11.6,98.6,110.2,64.4,0.035
"301","Campbell",-11.84,95.6,107.4,62.2,-0.09
"302","Prairie View A&M",-12,95.3,107.3,69.1,0.013
"303","UMass Lowell",-12.4,92,104.4,64.5,0.077
"304","Wagner",-12.49,96.7,109.2,67.7,-0.013
"305","Marist",-12.71,92.5,105.2,66.2,0.032
"306","Southeastern Louisiana",-12.89,93.8,106.7,67.1,-0.103
"307","Loyola MD",-13.11,91.1,104.2,63,0.08
"308","Southern Utah",-13.12,96.6,109.7,67.8,0.033
"309","Furman",-13.15,96.4,109.5,62.7,-0.024
"310","New Orleans",-13.23,95,108.3,68,-0.035
"311","Jacksonville St.",-13.29,92.9,106.2,63.7,0.053
"312","Jackson St.",-13.52,89,102.5,64,-0.095
"313","Idaho St.",-13.75,95.4,109.1,63.9,-0.092
"314","North Dakota",-13.78,94.8,108.5,68.1,-0.031
"315","Longwood",-13.8,95.2,109,67,0.024
"316","Southern Miss",-13.8,95.1,109,62.4,0.038
"317","Austin Peay",-14.19,92.5,106.7,67.6,-0.005
"318","Houston Baptist",-14.26,99.2,113.5,66.7,0.029
"319","Fairleigh Dickinson",-15.1,95.2,110.3,67.7,0.052
"320","Montana St.",-15.15,93.5,108.6,65.8,-0.056
"321","Utah Valley",-16.1,90.8,106.9,61.9,0.007
"322","Binghamton",-16.39,91.8,108.2,63.5,-0.047
"323","Western Illinois",-16.68,89.2,105.9,67.2,0.036
"324","Arkansas Pine Bluff",-16.91,90.3,107.2,64,0.036
"325","Coppin St.",-17.04,97.1,114.1,73.4,-0.008
"326","Presbyterian",-18.11,94.5,112.6,62.3,-0.005
"327","Chicago St.",-18.19,87.2,105.4,63.2,-0.014
"328","Nicholls St.",-18.37,88,106.4,67.1,0.024
"329","The Citadel",-18.54,101.1,119.6,59.6,0.077
"330","Bethune Cookman",-18.61,89.1,107.7,60.7,-0.033
"331","South Carolina St.",-18.67,88.4,107,64.4,0.049
"332","Liberty",-18.85,88.6,107.5,66.5,-0.059
"333","Morgan St.",-18.86,92.1,110.9,65.6,0.029
"334","Tennessee St.",-18.88,87.3,106.2,64,-0.045
"335","Texas Pan American",-18.98,91.5,110.5,64.3,0.032
"336","Alabama A&M",-19.12,93,112.1,64.2,-0.022
"337","North Carolina A&T",-19.4,91.3,110.7,61.9,-0.038
"338","Savannah St.",-19.6,85.3,104.9,65,0.012
"339","Stetson",-19.64,94.5,114.2,66.3,0.006
"340","Jacksonville",-19.72,94.2,113.9,64.4,-0.023
"341","Abilene Christian",-20.61,91.1,111.7,64.5,-0.003
"342","Kennesaw St.",-20.61,91.5,112.1,65.8,0.039
"343","UMBC",-20.66,87.1,107.8,64.5,-0.037
"344","Central Connecticut",-20.72,90.7,111.4,63.5,-0.012
"345","Maine",-21.84,91.6,113.5,66.3,-0.02
"346","Alcorn St.",-24.36,90.9,115.2,67.5,-0.059
"347","San Jose St.",-24.58,84.2,108.8,64.3,-0.03
"348","Mississippi Valley St.",-25.7,89.5,115.2,70.3,-0.001
"349","Central Arkansas",-27.66,88.8,116.4,69.9,0.004
"350","Florida A&M",-31.65,83.2,114.9,65.5,-0.02
"351","Grambling St.",-37.69,77,114.7,66.1,-0.078
