"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"43","Western Kentucky",14.36,108.4,94,70.9,-0.02
"44","Oklahoma",14.16,105.9,91.7,65.8,0.077
"45","Saint Joseph's",14.01,111.2,97.2,67,-0.068
"46","Villanova",13.84,105.6,91.8,71,0.037
"47","Syracuse",13.78,107.9,94.1,74.4,-0.026
"48","UNLV",13.46,106,92.5,67.4,0.081
"49","Arizona St.",13.21,107,93.8,63.4,0.011
"50","Illinois",13.2,103.3,90.1,64.4,-0.119
"51","Mississippi",13.17,109.5,96.3,72.8,0.01
"52","Massachusetts",12.82,106.6,93.7,77.5,0.005
"53","Georgia Tech",12.78,110.3,97.5,72.7,-0.077
"54","Missouri",12.77,108.8,96,72.9,-0.105
"55","Kent St.",12.73,103.7,90.9,67.9,0.075
"56","Vanderbilt",12.32,108.4,96.1,71.9,0.11
"57","Temple",12.1,108.8,96.7,67,-0.019
"58","Illinois St.",12.03,102.1,90.1,65.5,0.043
"59","Florida St.",11.97,104.6,92.6,68.6,-0.034
"60","UAB",11.77,106.4,94.6,69.9,0.017
"61","Utah",11.74,107,95.3,65.4,-0.111
"62","Dayton",11.72,108,96.3,64,0.056
"63","Maryland",11.72,103.6,91.9,73.2,-0.042
"64","Southern Illinois",11.72,101.9,90.1,64.1,-0.032
"65","South Alabama",11.5,108.4,96.9,68.3,0
"66","IUPUI",11.43,112.5,101,64.7,-0.02
"67","California",11.25,112,100.8,70.8,-0.013
"68","VCU",11.22,100.5,89.3,67,-0.04
"69","Washington",11.1,105.3,94.2,71.9,-0.07
"70","Houston",11.05,110,99,72.5,-0.044
"71","Minnesota",10.99,104.3,93.4,67.9,-0.024
"72","Rhode Island",10.96,111,100,73.3,-0.059
"73","Oklahoma St.",10.65,105.2,94.5,67.7,-0.031
"74","Creighton",10.6,104.6,94,68.5,0.049
"75","Wake Forest",10.58,103.7,93.2,71.9,-0.015
"76","Akron",10.15,106.3,96.2,66.6,-0.008
"77","Oral Roberts",10.1,100.5,90.4,66.8,0.032
"78","Duquesne",9.77,105.1,95.4,76.9,-0.086
"79","Kentucky",9.74,104.6,94.9,65.6,0.011
"80","George Mason",9.49,106.8,97.3,64.8,-0.009
"81","Tulsa",9.48,102.8,93.3,67.7,0.019
"82","Miami OH",9.42,104.5,95.1,61.3,-0.038
"83","Charlotte",9.4,100.7,91.3,70.2,-0.006
"84","Texas Tech",9.36,103.4,94,71,0.014
"85","Providence",9.29,106.4,97.1,69.4,-0.025
"86","Alabama",8.92,106.8,97.9,70.1,-0.054
"87","Bradley",8.81,108.6,99.8,70.7,-0.021
"88","Missouri St.",8.26,103.9,95.6,68,-0.064
"89","Cal St. Fullerton",8.25,108.1,99.8,74.5,-0.009
"90","Virginia",7.9,106.6,98.7,72.1,-0.023
"91","Georgia",7.89,100.2,92.3,68,-0.032
"92","Siena",7.86,104.8,96.9,71.3,0.036
"93","San Diego St.",7.84,100.7,92.9,67.3,-0.006
"94","Western Michigan",7.76,103.6,95.8,67.2,-0.022
"95","Ohio",7.37,105.1,97.7,66.4,0.019
"96","Stephen F. Austin",7.37,103.5,96.2,61.9,0.029
"97","Southern Miss",6.84,104,97.2,67.2,-0.03
"98","UCF",6.83,104.3,97.5,68.3,-0.105
"99","New Mexico St.",6.8,104.7,98,73.4,-0.06
"100","UNC Greensboro",6.75,104.4,97.7,67.7,0.015
"101","Cleveland St.",6.49,99.1,92.6,68.2,0.034
"102","Nevada",6.45,104.2,97.8,70.8,0.014
"103","Cincinnati",6.45,101.2,94.8,66.2,-0.007
"104","Winthrop",6.3,95.5,89.2,65,-0.001
"105","Boston College",6.25,104.8,98.6,68.8,-0.015
"106","South Carolina",5.93,104.4,98.5,68.6,-0.086
"107","Seton Hall",5.87,106.1,100.2,72.7,0.04
"108","Utah St.",5.68,111.1,105.4,66,0.038
"109","UTEP",5.62,102.8,97.2,74.2,-0.012
"110","North Carolina St.",5.42,103.8,98.4,66.6,0.043
"111","South Florida",5.33,103.6,98.3,67.1,-0.098
"112","Portland St.",5.25,104.7,99.5,69.3,0.062
"113","DePaul",5.18,107.8,102.6,69.4,-0.031
"114","Illinois Chicago",5.13,100.8,95.7,68.5,-0.015
"115","LSU",5.09,100.9,95.8,69,-0.081
"116","Wright St.",4.97,100.5,95.6,62.7,0.064
"117","UC Santa Barbara",4.84,99.1,94.2,68.3,0.061
"118","Old Dominion",4.84,102.8,98,65.8,-0.035
"119","Valparaiso",4.62,103.3,98.7,69.1,0.048
"120","Rider",4.54,104.6,100.1,71.7,0.011
"121","San Diego",4.51,97.5,93,66.6,0.046
"122","Northern Iowa",4.47,102.3,97.8,62.4,0.042
"123","Iowa St.",4.42,97.9,93.5,67.1,-0.017
"124","Cornell",4.4,106.4,102,70.8,0.087
"125","Colorado",4.1,101.7,97.6,63.5,-0.066
"126","Boise St.",3.78,105,101.2,73.7,0.086
"127","UMBC",3.78,108.5,104.8,67,0.055
"128","Georgia Southern",3.67,101.9,98.2,72.4,0.018
"129","Belmont",3.41,105.5,102.1,72.2,0.075
"130","Penn St.",3.38,103.6,100.2,66.1,0.03
"131","Cal St. Northridge",3.36,98.7,95.3,75.8,0.023
"132","Brown",3.11,105.3,102.2,64.1,0.042
"133","Indiana St.",3.07,101.9,98.8,67.1,0.042
"134","North Texas",3.05,102.1,99,71.4,-0.023
"135","North Dakota St.",2.93,103.3,100.4,70.2,-0.064
"136","Niagara",2.9,102.5,99.6,73.4,0.025
"137","Sam Houston St.",2.69,93.4,90.7,70.7,0.023
"138","Michigan",2.66,99.9,97.2,67.1,-0.036
"139","Marshall",2.54,102.2,99.6,65.9,-0.007
"140","St. John's",2.46,94.5,92,67.7,-0.012
"141","Oakland",2.38,107.7,105.3,70.3,-0.015
"142","Appalachian St.",2.32,102.2,99.8,68.6,0.004
"143","Robert Morris",2.3,99.5,97.2,72.5,0.076
"144","Pacific",2.24,103.7,101.5,66.7,0.047
"145","Iowa",2.05,95,93,61.8,-0.024
"146","Auburn",1.98,105.9,103.9,68.3,0.007
"147","Green Bay",1.95,103.5,101.5,68.4,0.02
"148","Marist",1.9,101.9,100,67.3,0.017
"149","La Salle",1.9,103.7,101.8,72.3,-0.004
"150","American",1.7,103.4,101.7,63.5,0.045
"151","Richmond",1.44,98.4,97,64.6,0.103
"152","Northeastern",1.43,98.8,97.4,64.8,-0.043
"153","Santa Clara",1.38,97.6,96.2,62.9,-0.064
"154","Northern Arizona",1.35,101.9,100.5,69.5,0.05
"155","Wichita St.",1.32,99.5,98.2,64.4,-0.069
"156","Air Force",1.09,97.4,96.3,59.5,-0.006
"157","Saint Louis",0.93,96.3,95.4,61.9,0.067
"158","Chattanooga",0.73,98.4,97.7,74.8,0.049
"159","Fordham",0.71,99.1,98.4,65.7,-0.03
"160","Lamar",0.61,104.6,104,73.4,-0.002
"161","UC Irvine",0.39,100.8,100.4,65.9,-0.028
"162","UNC Wilmington",0.31,104.4,104.1,69.4,0.062
"163","Loyola MD",0.13,103.5,103.3,68.5,0.052
"164","Tulane",-0.02,98.3,98.3,67.1,0.073
"165","Middle Tennessee",-0.18,101.2,101.4,66,0.063
"166","Milwaukee",-0.28,96.7,97,70.2,0.035
"167","Austin Peay",-0.28,101,101.3,68.8,0.084
"168","College of Charleston",-0.33,102.7,103.1,69.2,-0.024
"169","Holy Cross",-0.96,97.2,98.2,63,-0.014
"170","George Washington",-1.03,96.8,97.9,66.7,-0.057
"171","Morgan St.",-1.07,95.9,97,67.2,0.016
"172","UNC Asheville",-1.24,103.3,104.5,68.3,0.102
"173","Mount St. Mary's",-1.29,95.7,97,69.6,0.016
"174","East Tennessee St.",-1.4,99.9,101.3,75.1,0.067
"175","Vermont",-1.66,97.6,99.3,71.6,-0.055
"176","Albany",-1.79,99.3,101,66.6,-0.063
"177","TCU",-1.82,97.1,98.9,69.7,-0.018
"178","Central Michigan",-2.02,99.4,101.4,71.7,0.082
"179","New Orleans",-2.07,100.9,102.9,70.6,0.049
"180","UT Arlington",-2.19,97.7,99.9,71.9,0.046
"181","Buffalo",-2.34,96.7,99,74.2,-0.105
"182","Rutgers",-2.42,92.2,94.7,68.5,0.02
"183","Eastern Michigan",-2.45,100.6,103.1,66.2,-0.001
"184","High Point",-2.62,99.8,102.5,65.3,-0.076
"185","Lafayette",-2.63,102.9,105.6,71.3,-0.035
"186","Elon",-2.64,94.3,96.9,65.5,0.001
"187","Weber St.",-2.71,96.7,99.4,66.9,0.013
"188","Gardner Webb",-2.87,99.8,102.7,73.8,-0.037
"189","William & Mary",-2.9,96.5,99.4,64.2,0.052
"190","Fresno St.",-2.93,95.2,98.1,69.9,-0.097
"191","Northwestern",-3.11,101.1,104.2,64,-0.058
"192","Colgate",-3.14,93.9,97.1,67.8,0.038
"193","Arkansas Little Rock",-3.2,91.5,94.7,68.3,0.092
"194","Wyoming",-3.27,97,100.2,71.5,-0.019
"195","Louisiana Lafayette",-3.35,93.9,97.2,66.7,0.034
"196","Lipscomb",-3.48,97.3,100.7,70,-0.077
"197","Montana",-3.51,103.3,106.9,65,-0.079
"198","IPFW",-3.68,96.5,100.2,68.9,-0.008
"199","Central Connecticut",-3.81,100.2,104,66.6,-0.07
"200","Navy",-3.83,97.3,101.1,76.6,-0.068
"201","Loyola Chicago",-3.83,95.8,99.6,63.9,0.037
"202","Murray St.",-3.92,100.4,104.3,67.8,-0.023
"203","Wofford",-4.11,101.9,106,64.9,0.035
"204","Bowling Green",-4.28,96.5,100.7,67,0.05
"205","Delaware",-4.41,94.4,98.8,67.7,0.055
"206","Southeastern Louisiana",-4.42,92.7,97.1,67.6,0.002
"207","Alabama St.",-4.47,98.6,103,67.8,-0.033
"208","Liberty",-4.47,99.8,104.3,66,-0.062
"209","Sacred Heart",-4.57,97.8,102.4,71,0.044
"210","Fairfield",-4.77,101.5,106.2,63.6,0.071
"211","Jacksonville",-4.86,98.7,103.5,69.8,0.088
"212","Hampton",-5.01,90.2,95.2,70.1,0.012
"213","LIU Brooklyn",-5.01,96.5,101.5,72.8,-0.023
"214","Hofstra",-5.03,94.2,99.2,70.2,-0.001
"215","Utah Valley St.",-5.08,101.1,106.2,65.3,-0.045
"216","James Madison",-5.16,100.2,105.4,71.9,-0.029
"217","Evansville",-5.48,95.4,100.9,65.4,-0.044
"218","St. Bonaventure",-5.49,101,106.5,67.6,-0.057
"219","Iona",-5.54,91.8,97.3,69.6,-0.026
"220","Southern Utah",-5.7,98.1,103.8,68.5,0.027
"221","Toledo",-5.74,90.7,96.4,67.8,0.083
"222","Binghamton",-5.75,95.9,101.6,66.1,-0.018
"223","Youngstown St.",-5.76,93.9,99.6,70.5,0.014
"224","Florida Atlantic",-5.77,98.5,104.3,72.1,0.029
"225","Boston University",-5.95,93.8,99.7,66.1,0.01
"226","East Carolina",-5.96,99.8,105.7,67.9,-0.036
"227","Pepperdine",-6.23,95.8,102,75.8,-0.008
"228","Wagner",-6.24,94.1,100.3,70.4,0.226
"229","Tennessee St.",-6.57,99.9,106.4,71.8,-0.02
"230","Hawaii",-6.88,98.5,105.3,70,-0.054
"231","Yale",-6.95,96.9,103.8,68.1,0.018
"232","Montana St.",-6.95,100.5,107.5,70.3,0.016
"233","Ball St.",-7.02,92.2,99.2,64.1,-0.049
"234","Denver",-7.02,95.2,102.3,58.3,-0.042
"235","Manhattan",-7.12,98.4,105.5,69.1,-0.062
"236","McNeese St.",-7.12,92.4,99.5,69,0.005
"237","Quinnipiac",-7.17,100.8,108,69.9,0.025
"238","Northern Colorado",-7.2,96.3,103.5,70.3,-0.01
"239","Bucknell",-7.24,92.1,99.3,65.7,0.048
"240","Towson",-7.28,95.9,103.2,68.4,0.039
"241","Troy",-7.31,100.7,108,72.9,-0.031
"242","Nicholls St.",-7.33,90.7,98,68.8,-0.046
"243","Western Carolina",-7.49,94.5,102,66.5,-0.04
"244","Hartford",-7.54,98.6,106.1,69.9,0.116
"245","Texas Pan American",-7.58,101.8,109.3,67.5,-0.004
"246","Oregon St.",-7.74,91.1,98.8,68.6,-0.052
"247","Tennessee Martin",-7.96,102,110,71.1,0.027
"248","Eastern Washington",-7.98,92.8,100.8,67.1,-0.032
"249","Tennessee Tech",-8,96,104,73.3,-0.087
"250","Detroit",-8.11,96.8,104.9,63.5,-0.062
"251","Lehigh",-8.15,92.1,100.2,67.5,0.026
"252","Georgia St.",-8.28,94.9,103.1,64.8,-0.017
"253","Northwestern St.",-8.35,95,103.3,75.5,0.089
"254","VMI",-8.39,102,110.4,80.3,-0.041
"255","Drexel",-8.41,87.3,95.8,67.5,0.014
"256","San Francisco",-8.44,95.2,103.6,68.9,-0.043
"257","Western Illinois",-8.47,94.6,103,69.4,0.008
"258","UMKC",-8.48,95.8,104.3,69.1,0.011
"259","San Jose St.",-8.67,94.3,102.9,69.5,0.065
"260","FIU",-8.76,88.9,97.6,70.4,-0.041
"261","Texas St.",-8.89,97.3,106.2,80.6,0.015
"262","Columbia",-8.99,93.7,102.7,65,0.028
"263","Chicago St.",-9.16,98.5,107.7,73.3,0.028
"264","Army",-9.26,86.2,95.4,66.1,0.073
"265","Colorado St.",-9.51,97.7,107.2,66.9,-0.043
"266","Northern Illinois",-9.56,92.8,102.4,72.6,-0.015
"267","Portland",-9.69,95.2,104.9,66.3,-0.046
"268","Cal Poly",-9.69,91.7,101.4,68.1,0.058
"269","Louisiana Monroe",-9.86,98.4,108.2,67.6,-0.031
"270","Stetson",-10.09,89.8,99.9,68.4,0.07
"271","Arkansas St.",-10.12,100.6,110.7,67.5,-0.022
"272","Texas A&M Corpus Chris",-10.23,92.2,102.4,68,0.021
"273","South Dakota St.",-10.29,95.3,105.6,67.5,-0.067
"274","Centenary",-10.31,96.2,106.5,70.8,0.014
"275","Delaware St.",-10.92,97.6,108.5,58.9,0.038
"276","New Hampshire",-11.07,92.9,104,68.6,-0.049
"277","Saint Peter's",-11.11,90.9,102.1,70.8,-0.05
"278","Eastern Kentucky",-11.21,94.5,105.7,63.3,0.025
"279","Central Arkansas",-11.44,90.3,101.8,68.8,0.027
"280","Harvard",-11.59,95.4,107,70.5,-0.095
"281","Mercer",-11.64,94.1,105.7,74.8,-0.046
"282","UTSA",-11.65,91.6,103.2,66.2,0.062
"283","SMU",-11.84,91.6,103.5,67.7,0.053
"284","USC Upstate",-11.87,89.8,101.6,67.7,-0.062
"285","Coastal Carolina",-12.03,95.5,107.6,66.8,0.096
"286","Savannah St.",-12.06,84.5,96.6,68.5,0.049
"287","Morehead St.",-12.33,91.8,104.1,66,0.092
"288","Campbell",-12.39,92.4,104.8,72.2,-0.051
"289","Penn",-12.41,92.3,104.7,71.7,0.078
"290","Norfolk St.",-12.82,92.8,105.7,72,0.057
"291","Idaho",-13.08,92.7,105.8,67.4,-0.005
"292","Furman",-13.11,91.5,104.6,67,0.006
"293","UC Riverside",-13.33,89.8,103.1,65.6,0.023
"294","Presbyterian",-13.43,94,107.4,61.2,-0.055
"295","Idaho St.",-13.81,91.8,105.6,63.6,0.092
"296","St. Francis NY",-13.88,89.1,103,70.8,-0.017
"297","Radford",-13.95,91.8,105.7,71.5,0.026
"298","Samford",-14.02,93.3,107.3,58.1,0.082
"299","Coppin St.",-14.09,88.7,102.8,66.5,0.064
"300","Rice",-14.28,82.7,97,69.1,-0.002
"301","Stony Brook",-14.29,88.1,102.4,66.3,-0.075
"302","Florida A&M",-14.35,90.3,104.7,68.9,0.073
"303","Fairleigh Dickinson",-14.38,96.2,110.6,70.9,-0.001
"304","Canisius",-14.61,90.8,105.4,68.2,-0.065
"305","Long Beach St.",-14.71,92.9,107.6,65.9,-0.082
"306","Mississippi Valley St.",-14.87,87.8,102.7,66.8,0.116
"307","Florida Gulf Coast",-14.98,90.6,105.6,70.9,0.034
"308","Monmouth",-15.02,88.7,103.8,64.5,-0.022
"309","North Carolina A&T",-15.06,92.2,107.3,70.1,0.09
"310","Kennesaw St.",-15.2,90.7,105.9,72.2,-0.001
"311","Southeast Missouri St.",-15.25,92.1,107.4,77.2,0.04
"312","Princeton",-15.36,89.6,104.9,62.1,-0.041
"313","Dartmouth",-15.6,89.2,104.8,67.7,0
"314","Southern",-15.73,86.5,102.2,66.9,-0.026
"315","Jackson St.",-15.73,89.5,105.3,72.7,0.04
"316","Charleston Southern",-16.23,95.1,111.3,71.7,0.004
"317","South Carolina St.",-16.29,91.9,108.2,73.5,0.056
"318","Alabama A&M",-16.41,85.9,102.3,71.6,0.012
"319","St. Francis PA",-16.77,93.2,110,64.4,-0.037
"320","Cal St. Bakersfield",-16.93,93,109.9,68.4,-0.004
"321","Maine",-17.39,88.7,106.1,69.5,-0.034
"322","UC Davis",-17.41,94.3,111.7,65.9,0.011
"323","Winston Salem St.",-17.8,86.3,104.2,69,0.01
"324","Eastern Illinois",-17.97,92.3,110.2,64.5,-0.023
"325","Bethune Cookman",-18.07,88.8,106.9,60.7,-0.012
"326","Jacksonville St.",-18.1,93.6,111.7,70.7,-0.081
"327","Longwood",-18.14,93.8,112,71,-0.009
"328","Louisiana Tech",-18.66,89.6,108.3,66.9,-0.003
"329","Arkansas Pine Bluff",-19.18,84,103.2,66.4,0.024
"330","The Citadel",-20.6,91,111.6,65.6,-0.024
"331","Prairie View A&M",-21.32,86.1,107.4,73.3,-0.014
"332","Loyola Marymount",-21.79,87.4,109.2,71.6,0.066
"333","Sacramento St.",-22.05,86.3,108.3,71.8,0.001
"334","Texas Southern",-22.57,84.4,107,71.2,-0.001
"335","North Carolina Central",-22.64,81.5,104.1,71.6,0.033
"336","Howard",-22.85,81.8,104.6,67.2,-0.026
"337","North Florida",-22.95,82.5,105.5,68.6,-0.063
"338","Grambling St.",-23.69,87.1,110.8,71.9,0.018
"339","Alcorn St.",-24.29,90.4,114.7,70.7,0.018
"340","Maryland Eastern Shore",-27.67,82.4,110.1,70.3,-0.005
"341","NJIT",-31.91,73.7,105.6,73.1,-0.025
