"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"37","Cal Poly",11,18,0.379,-9.87,-3.79,1983,2119,0.935818782444549,66.9,0.513
"38","Cal State Bakersfield",21,7,0.75,2.69,-3.95,2014,1746,1.15349369988545,69.8,0.531
"39","Cal State Fullerton",15,13,0.536,-8.12,-6.74,2044,1988,1.02816901408451,71.2,0.533
"40","Cal State Northridge",11,17,0.393,-7.19,-3.46,2195,2273,0.965684117905851,74.6,0.552
"41","UC-Davis",19,11,0.633,-4.5,-5.57,2165,2098,1.03193517635844,70.7,0.542
"42","UC-Irvine",18,13,0.581,0.02,-2.43,2179,2023,1.07711319822046,67.5,0.536
"43","UC-Riverside",8,20,0.286,-11.23,-3.77,1828,1940,0.942268041237113,69.8,0.497
"44","UC-Santa Barbara",5,22,0.185,-13.94,-1.52,1644,1943,0.846114256304684,66.4,0.453
"45","University of California",19,10,0.655,12.42,6.31,1994,1817,1.09741331865713,66.2,0.519
"46","Campbell",17,16,0.515,-10.29,-7.79,2359,2315,1.01900647948164,67.8,0.569
"47","Canisius",18,15,0.545,-2.4,-3.22,2591,2564,1.01053042121685,71.6,0.562
"48","Central Arkansas",8,22,0.267,-12.21,-3.04,2243,2518,0.890786338363781,72.2,0.537
"49","Central Connecticut State",6,23,0.207,-17.01,-7.18,1827,2112,0.865056818181818,66.5,0.492
"50","Central Florida",20,10,0.667,9.06,2.66,2008,1816,1.1057268722467,66.5,0.53
"51","Central Michigan",16,15,0.516,-5.11,-2.22,2720,2691,1.01077666295058,77.9,0.56
"52","Charleston Southern",12,19,0.387,-11.79,-5.72,2304,2343,0.983354673495519,69.7,0.53
"53","Charlotte",13,15,0.464,-4.7,-0.37,2155,2259,0.953961930057548,74.7,0.549
"54","Chattanooga",19,11,0.633,2.08,-1.64,2247,2053,1.09449585971749,68.3,0.567
"55","Chicago State",6,24,0.2,-17.23,-0.23,1954,2357,0.829019940602461,70.4,0.475
"56","Cincinnati",26,4,0.867,18.96,4.63,2248,1818,1.23652365236524,65.9,0.55
"57","Citadel",12,20,0.375,-12.45,-2.48,2897,3045,0.951395730706076,83.2,0.543
"58","Clemson",15,14,0.517,14.22,11.08,2170,2079,1.04377104377104,67.6,0.549
"59","Cleveland State",9,22,0.29,-6.27,-1.07,2083,2222,0.937443744374437,68.8,0.497
"60","Coastal Carolina",15,15,0.5,-3.17,-0.49,2178,2187,0.995884773662551,69.8,0.519
"61","Colgate",10,22,0.313,-8.14,-3.27,2145,2273,0.943686757589089,66.4,0.547
"62","College of Charleston",23,8,0.742,4.7,-0.13,2139,1980,1.08030303030303,65.7,0.539
"63","Colorado State",21,9,0.7,6.32,1.71,2172,2010,1.08059701492537,67.8,0.532
"64","Colorado",17,13,0.567,9.48,5.89,2289,2175,1.05241379310345,69.4,0.548
"65","Columbia",11,15,0.423,-5.26,-2.78,1869,1889,0.989412387506617,69.5,0.535
"66","Connecticut",14,15,0.483,7.71,6.64,1951,1910,1.02146596858639,65.4,0.526
"67","Coppin State",8,23,0.258,-20.83,-7.07,2046,2442,0.837837837837838,70.3,0.482
"68","Cornell",7,21,0.25,-8.56,-0.93,1982,2160,0.917592592592593,71.3,0.547
"69","Creighton",23,7,0.767,18.78,8.37,2504,2170,1.15391705069124,73,0.601
"70","Dartmouth",7,19,0.269,-9.96,-3.38,1764,1935,0.911627906976744,68.4,0.539
"71","Davidson",15,13,0.536,6.91,3.99,2077,1995,1.04110275689223,70,0.549
"72","Dayton",24,5,0.828,14.35,4.06,2222,1902,1.16824395373291,69.6,0.578
"73","Delaware State",10,21,0.323,-17.97,-8.45,2124,2330,0.911587982832618,68.5,0.518
"74","Delaware",13,19,0.406,-9.89,-1.36,2075,2290,0.906113537117904,66.1,0.504
"75","Denver",16,13,0.552,-2.3,-3.88,2202,2156,1.02133580705009,68.9,0.582
"76","DePaul",9,21,0.3,2.68,7.91,2077,2234,0.929722470904208,69.1,0.526
"77","Detroit Mercy",8,23,0.258,-10.24,-1.14,2387,2630,0.907604562737643,74.3,0.541
"78","Drake",7,24,0.226,-4.43,2.19,2208,2390,0.923849372384937,70,0.521
"79","Drexel",9,23,0.281,-7.01,-2.14,2397,2508,0.955741626794258,71.4,0.526
"80","Duke",23,7,0.767,22.31,10.35,2412,2053,1.17486604968339,69.6,0.584
"81","Duquesne",10,20,0.333,-2.29,1.58,2125,2241,0.948237394020527,71.3,0.522
"82","East Carolina",14,16,0.467,-0.76,0.74,1880,1925,0.976623376623377,66.5,0.49
"83","East Tennessee State",24,7,0.774,7.96,-2.56,2484,2146,1.15750232991612,71.7,0.589
"84","Eastern Illinois",14,15,0.483,-5.17,-4.87,2169,2083,1.04128660585694,70.5,0.519
"85","Eastern Kentucky",12,19,0.387,-8.27,-2.07,2197,2330,0.942918454935622,69.7,0.533
"86","Eastern Michigan",15,16,0.484,0.7,0.55,2432,2261,1.07563025210084,71.5,0.539
"87","Eastern Washington",21,9,0.7,-1.52,-3.92,2392,2275,1.05142857142857,67.9,0.588
"88","Elon",18,13,0.581,0.85,-1.01,2337,2221,1.05222872579919,69.2,0.552
"89","Evansville",16,17,0.485,1.78,2.75,2288,2261,1.01194161875276,67,0.536
"90","Fairfield",16,13,0.552,-3.97,-3.59,2102,2113,0.994794131566493,71.5,0.537
"91","Fairleigh Dickinson",11,19,0.367,-8.86,-4.89,2183,2250,0.970222222222222,70.2,0.544
"92","Florida A&M",7,22,0.241,-20.25,-11.02,2075,2283,0.908891809023215,72.5,0.506
"93","Florida Atlantic",10,18,0.357,-6.76,-2.22,1975,2039,0.968612064737617,69.8,0.506
"94","Florida Gulf Coast",25,7,0.781,2.22,-3.51,2544,2209,1.15165233137166,69,0.583
"95","Florida International",6,24,0.2,-8.5,-3.08,2110,2226,0.947888589398023,66.8,0.539
"96","Florida State",23,7,0.767,21.09,9.16,2508,2150,1.16651162790698,72.8,0.573
"97","Florida",24,6,0.8,23.43,10.53,2372,1985,1.19496221662469,70.8,0.56
"98","Fordham",13,17,0.433,-0.92,1.84,1965,2019,0.973254086181278,67,0.523
"99","Fresno State",18,11,0.621,4.29,1.92,2158,2047,1.05422569614069,70.1,0.547
"100","Furman",21,10,0.677,2.55,-3.14,2318,2054,1.12852969814995,67.4,0.587
"101","Gardner-Webb",19,14,0.576,-2.59,-5.22,2546,2319,1.09788702026736,71.4,0.555
"102","George Mason",19,11,0.633,4.32,1.42,2259,2150,1.0506976744186,69.2,0.547
"103","George Washington",17,13,0.567,3.09,2.95,2096,2092,1.0019120458891,67.2,0.536
"104","Georgetown",14,16,0.467,12.51,9.61,2241,2154,1.04038997214485,70.2,0.566
"105","Georgia Southern",18,12,0.6,-1.8,-2.7,2306,2184,1.05586080586081,70.8,0.556
"106","Georgia State",18,11,0.621,0.76,-1.8,2157,2015,1.07047146401985,69.9,0.559
"107","Georgia Tech",17,13,0.567,8.72,8.72,2024,1986,1.01913393756294,69.3,0.514
"108","Georgia",18,12,0.6,12.45,10.24,2180,2102,1.03710751665081,69.9,0.544
"109","Gonzaga",29,1,0.967,25.98,2.18,2558,1844,1.38720173535792,71.3,0.61
"110","Grambling",14,16,0.467,-17.64,-10.9,2145,2216,0.967960288808664,69.9,0.512
"111","Grand Canyon",21,9,0.7,-0.39,-4.39,2224,2051,1.08434909800098,71.2,0.53
"112","Green Bay",18,12,0.6,-1.63,-2.38,2413,2308,1.04549393414211,76.5,0.532
"113","Hampton",14,15,0.483,-12.46,-9.57,2016,2068,0.974854932301741,70.6,0.504
"114","Hartford",9,23,0.281,-15.32,-5.04,2136,2465,0.866531440162272,70,0.51
"115","Harvard",18,8,0.692,3.25,-1.88,1869,1694,1.10330578512397,67.5,0.562
"116","Hawaii",14,14,0.5,-5.27,-4.64,1905,1891,1.00740349021682,68.2,0.529
"117","High Point",15,16,0.484,-8.64,-5.86,2133,2136,0.998595505617977,66.8,0.535
"118","Hofstra",15,17,0.469,-1.91,-1.46,2473,2454,1.00774246128769,69,0.55
"119","Holy Cross",15,17,0.469,-4.98,-3.23,1932,1988,0.971830985915493,61.6,0.535
"120","Houston Baptist",16,12,0.571,-6.12,-3.49,2222,2165,1.02632794457275,73.4,0.541
"121","Houston",20,9,0.69,13.17,3.82,2145,1874,1.14461045891142,65.6,0.55
"122","Howard",8,23,0.258,-16.31,-6.58,1963,2227,0.881454872025146,68.3,0.481
"123","Idaho State",5,24,0.172,-14.22,-2.86,2012,2300,0.874782608695652,70.4,0.535
"124","Idaho",16,12,0.571,-5.68,-5.49,2055,2011,1.02187966185977,68.1,0.541
"125","Illinois-Chicago",14,17,0.452,-6.2,-3.37,2373,2381,0.996640067198656,74,0.544
"126","Illinois State",26,5,0.839,10.84,2.44,2157,1891,1.14066631411951,66.2,0.543
"127","Illinois",18,12,0.6,11.35,10.08,2183,2099,1.04001905669366,69.2,0.545
"128","Incarnate Word",12,16,0.429,-11.33,-5.24,2148,2239,0.959356855739169,73.5,0.563
"129","Indiana State",11,20,0.355,-0.64,3.56,2170,2255,0.962305986696231,70.1,0.515
"130","Indiana",16,14,0.533,15.41,8.21,2397,2181,1.0990371389271,69.4,0.58
"131","Iona",19,12,0.613,0.68,-2.96,2488,2375,1.04757894736842,72.8,0.567
"132","Iowa State",20,10,0.667,19.84,11.27,2413,2156,1.11920222634508,70.7,0.562
"133","Iowa",17,13,0.567,10.71,7.87,2396,2311,1.03678061445262,72.9,0.547
"134","IPFW",19,11,0.633,1.45,-2.96,2639,2360,1.11822033898305,75.2,0.603
"135","IUPUI",13,17,0.433,-3.76,-1.22,2362,2370,0.99662447257384,71.9,0.555
"136","Jackson State",13,17,0.433,-14.72,-10.57,1938,2014,0.962264150943396,65.9,0.482
"137","Jacksonville State",19,14,0.576,-3.17,-3.72,2305,2245,1.02672605790646,65.7,0.557
"138","Jacksonville",17,15,0.531,-9.81,-8.06,2481,2399,1.03418090871196,70.3,0.585
"139","James Madison",10,22,0.313,-5.2,-1.42,2132,2232,0.955197132616487,65.9,0.542
"140","Kansas State",18,12,0.6,14.22,9.55,2186,2046,1.06842619745846,68.3,0.558
"141","Kansas",27,3,0.9,23.3,12.33,2475,2146,1.15330848089469,71.2,0.577
"142","Kennesaw State",14,18,0.438,-8.01,-5.55,2401,2456,0.977605863192182,71.5,0.542
"143","Kent State",18,13,0.581,0.62,-2.22,2370,2229,1.06325706594886,71,0.517
"144","Kentucky",25,5,0.833,24.79,9.89,2619,2172,1.20580110497238,75.6,0.568
"145","La Salle",14,14,0.5,2.28,3.49,2127,2161,0.984266543267006,69.3,0.575
"146","Lafayette",9,21,0.3,-14.48,-3.31,1995,2282,0.874233128834356,70.3,0.528
"147","Lamar",17,13,0.567,-6.87,-7.79,2337,2141,1.091546006539,70.9,0.552
"148","Lehigh",19,11,0.633,2.19,-3.43,2276,2092,1.08795411089866,70.3,0.595
"149","Liberty",19,13,0.594,-5.22,-5.77,2124,2018,1.05252725470763,64.3,0.558
"150","Lipscomb",20,13,0.606,-1.17,-4.07,2804,2562,1.09445745511319,76,0.593
"151","Long Beach State",13,18,0.419,-6.39,0.06,2335,2467,0.946493717065261,72,0.532
"152","Long Island University",20,12,0.625,-7.26,-7.96,2278,2218,1.02705139765555,68.5,0.522
"153","Longwood",6,24,0.2,-20.7,-5.63,2018,2408,0.838039867109635,71,0.533
"154","Louisiana-Lafayette",19,11,0.633,-0.09,-3.05,2467,2280,1.08201754385965,73.5,0.559
"155","Louisiana-Monroe",8,22,0.267,-7.62,-2.23,2009,2096,0.958492366412214,66.8,0.511
"156","Louisiana State",10,19,0.345,1.79,9.17,2191,2405,0.911018711018711,73.3,0.536
"157","Louisiana Tech",21,9,0.7,5.75,-3.97,2318,1988,1.16599597585513,70.9,0.564
"158","Louisville",23,7,0.767,24.12,11.75,2333,1962,1.18909276248726,69,0.544
"159","Loyola (IL)",18,14,0.563,5.48,1.35,2348,2137,1.0987365465606,66.9,0.584
"160","Loyola Marymount",15,14,0.517,0.06,1.92,2032,2036,0.99803536345776,68.8,0.523
"161","Loyola (MD)",15,16,0.484,-6.54,-3.44,2039,2119,0.962246342614441,66.7,0.512
"162","Maine",7,25,0.219,-15.77,-3.44,2069,2400,0.862083333333333,69.2,0.489
"163","Manhattan",10,22,0.313,-9.23,-2.16,2259,2485,0.909054325955734,71.8,0.521
"164","Marist",8,24,0.25,-12.04,-2.45,2223,2530,0.878656126482213,69.1,0.539
"165","Marquette",18,11,0.621,16.4,8.43,2391,2160,1.10694444444444,70.8,0.608
"166","Marshall",16,14,0.533,-0.04,-0.69,2573,2538,1.01379038613081,77.8,0.57
"167","Maryland-Baltimore County",18,12,0.6,-3.34,-5.41,2443,2315,1.05529157667387,71,0.578
"168","Maryland-Eastern Shore",12,19,0.387,-12.88,-6.63,2232,2375,0.939789473684211,70,0.523
"169","Maryland",23,7,0.767,13.8,8.29,2246,2038,1.10206084396467,68.5,0.56
"170","Massachusetts-Lowell",11,20,0.355,-9.66,-5.92,2429,2517,0.965037743345252,73,0.58
"171","Massachusetts",14,16,0.467,2.26,1.96,2185,2176,1.00413602941176,73.6,0.529
"172","McNeese State",7,21,0.25,-14.05,-3.77,1960,2202,0.890099909173479,72.4,0.51
"173","Memphis",19,11,0.633,8.7,2.84,2251,2075,1.08481927710843,70.1,0.531
"174","Mercer",15,16,0.484,-0.5,-0.53,2203,2111,1.04358124111795,63.4,0.557
"175","Miami (FL)",20,9,0.69,16.57,9.29,2048,1837,1.11486118671747,65.2,0.549
"176","Miami (OH)",11,20,0.355,-7.89,-1.76,2188,2319,0.94351013367831,71.8,0.527
"177","Michigan State",18,12,0.6,13.52,10.46,2171,2079,1.04425204425204,68.7,0.568
"178","Michigan",19,11,0.633,17.09,9.02,2221,1979,1.12228398180899,63.6,0.593
"179","Middle Tennessee",26,4,0.867,8.63,-0.78,2207,1896,1.16402953586498,65.9,0.562
"180","Milwaukee",9,23,0.281,-7.64,-1.86,2177,2326,0.935941530524506,65.8,0.538
"181","Minnesota",23,7,0.767,16.02,8.58,2295,2072,1.10762548262548,71,0.532
"182","Mississippi State",14,15,0.483,6.95,6.26,2098,2078,1.00962463907603,70.9,0.54
"183","Mississippi Valley State",6,24,0.2,-20.56,-5.96,2087,2525,0.826534653465346,72.1,0.494
"184","Mississippi",18,12,0.6,9.27,7.97,2332,2293,1.01700828608809,73.7,0.539
"185","Missouri-Kansas City",15,15,0.5,-4.62,-0.36,2309,2361,0.977975434138077,74.6,0.553
"186","Missouri State",17,15,0.531,3.1,0.9,2340,2199,1.06412005457026,66.5,0.547
"187","Missouri",7,22,0.241,3.22,6.67,1975,2075,0.951807228915663,70.5,0.488
"188","Monmouth",27,5,0.844,5.65,-2.75,2593,2324,1.1157487091222,74.1,0.55
"189","Montana State",16,14,0.533,-5.07,-5.25,2389,2347,1.01789518534299,71.8,0.556
"190","Montana",15,15,0.5,-2.35,-3.28,2219,2191,1.01277955271565,68.8,0.547
"191","Morehead State",14,16,0.467,-3.24,-1.49,2370,2311,1.02553007356123,71.8,0.547
"192","Morgan State",14,15,0.483,-14.28,-10.42,1960,2053,0.954700438382854,70.8,0.477
"193","Mount St. Mary's",17,15,0.531,-4.49,-3.61,2177,2205,0.987301587301587,68.4,0.537
"194","Murray State",16,17,0.485,-2.73,-4.09,2639,2543,1.03775068816359,71.1,0.551
"195","Navy",16,15,0.516,-3.89,-3.86,2011,1985,1.01309823677582,64.8,0.514
"196","Nebraska-Omaha",16,13,0.552,-2.93,-0.61,2434,2452,0.992659053833605,76.6,0.571
"197","Nebraska",12,17,0.414,8.26,11.23,2044,2095,0.975656324582339,69.5,0.503
"198","Nevada-Las Vegas",11,19,0.367,-3.46,2.54,2091,2271,0.920739762219287,70.5,0.498
"199","Nevada",24,6,0.8,9.93,1.23,2389,2128,1.12265037593985,71,0.561
"200","New Hampshire",20,11,0.645,-2.23,-4.33,2236,2044,1.09393346379648,67.1,0.551
"201","New Mexico State",24,5,0.828,3.98,-4.21,2283,1965,1.1618320610687,69.9,0.564
"202","New Mexico",16,13,0.552,3.09,2.06,2159,2129,1.01409112259277,70.6,0.559
"203","New Orleans",17,11,0.607,-4.22,-4.7,2048,1956,1.04703476482618,70.2,0.554
"204","Niagara",10,23,0.303,-8.03,-4.06,2448,2579,0.949205118262893,71.8,0.519
"205","Nicholls State",14,16,0.467,-14.15,-4.84,2252,2390,0.942259414225941,72.4,0.547
"206","NJIT",11,20,0.355,-9.6,-3.7,2253,2320,0.971120689655172,71.6,0.526
"207","Norfolk State",15,15,0.5,-11.83,-7.72,2090,2149,0.972545369939507,71.1,0.515
"208","North Carolina-Asheville",23,9,0.719,1.88,-5.25,2469,2172,1.13674033149171,69.4,0.57
"209","North Carolina A&T",3,28,0.097,-22.54,-8.96,1991,2360,0.84364406779661,65.2,0.515
"210","North Carolina Central",22,8,0.733,-3.69,-11.46,2240,1924,1.16424116424116,68.6,0.549
"211","North Carolina-Greensboro",23,8,0.742,0.53,-2.55,2324,2115,1.09881796690307,68.3,0.57
"212","North Carolina State",15,16,0.484,7.29,8.9,2422,2472,0.979773462783172,72.1,0.56
"213","North Carolina-Wilmington",26,5,0.839,8.2,-0.76,2622,2303,1.13851498046027,71.9,0.572
"214","North Carolina",25,6,0.806,25.13,11.1,2636,2172,1.21362799263352,72.4,0.556
"215","North Dakota State",19,10,0.655,-0.24,-2.32,2187,2070,1.05652173913043,68.9,0.563
"216","North Dakota",18,9,0.667,-2.63,-6.05,2157,1959,1.1010719754977,72.6,0.569
"217","North Florida",15,18,0.455,-7.18,-1.39,2576,2597,0.991913746630728,73.5,0.557
"218","North Texas",8,21,0.276,-10.94,-2.9,1971,2152,0.91589219330855,71.3,0.501
"219","Northeastern",15,15,0.5,0.4,-0.67,2180,2148,1.01489757914339,67.3,0.568
"220","Northern Arizona",8,22,0.267,-14.39,-5.81,2074,2295,0.903703703703704,71.2,0.503
"221","Northern Colorado",10,18,0.357,-9.07,-3.68,2005,2100,0.954761904761905,70.8,0.533
"222","Northern Illinois",15,16,0.484,-2.85,-1.67,2241,2189,1.02375513933303,69.4,0.517
"223","Northern Iowa",14,16,0.467,1.55,5.48,1854,1931,0.960124287933713,64.7,0.513
"224","Northern Kentucky",21,10,0.677,-0.39,-3.01,2364,2224,1.06294964028777,70.9,0.559
"225","Northwestern State",12,16,0.429,-12.2,-5.41,2107,2218,0.949954914337241,73.4,0.533
"226","Northwestern",21,9,0.7,14.53,7.63,2149,1942,1.10659114315139,66.9,0.53
"227","Notre Dame",23,7,0.767,18.64,8.8,2371,2076,1.14210019267823,68.3,0.58
"228","Oakland",24,7,0.774,4.72,-3.25,2462,2182,1.12832263978002,74.8,0.558
"229","Ohio State",17,13,0.567,11.45,7.79,2180,2070,1.05314009661836,68.6,0.551
"230","Ohio",19,10,0.655,4.58,-2.39,2254,2032,1.10925196850394,72.4,0.562
"231","Oklahoma State",20,10,0.667,19.74,11.53,2569,2315,1.1097192224622,72.9,0.587
"232","Oklahoma",10,19,0.345,11.97,12.77,2126,2149,0.989297347603536,71.4,0.518
"233","Old Dominion",19,10,0.655,3.48,-0.7,1880,1759,1.06878908470722,63.8,0.493
"234","Oral Roberts",8,22,0.267,-5.04,1.71,2252,2398,0.939115929941618,71.4,0.542
"235","Oregon State",5,25,0.167,-4.78,5.53,1900,2174,0.873965041398344,67.1,0.52
"236","Oregon",26,4,0.867,21.13,7.68,2376,1947,1.22033898305085,69.1,0.584
"237","Pacific",11,21,0.344,-4,1.84,2156,2289,0.941896024464832,68,0.492
"238","Penn State",14,16,0.467,9.37,9.5,2161,2165,0.998152424942263,71.8,0.516
"239","Pennsylvania",12,14,0.462,-0.33,-1.45,1789,1760,1.01647727272727,67.6,0.535
"240","Pepperdine",9,22,0.29,-9.5,2.37,2140,2490,0.859437751004016,69.8,0.517
"241","Pittsburgh",15,15,0.5,10.59,11.42,2238,2263,0.988952717631463,67.8,0.56
"242","Portland State",14,14,0.5,-6.18,-6.46,2420,2291,1.05630728939328,74.6,0.567
"243","Portland",11,21,0.344,-5.19,2.44,2157,2302,0.937011294526499,67.7,0.528
"244","Prairie View",12,19,0.387,-14.25,-7.7,2133,2278,0.936347673397717,69.4,0.527
"245","Presbyterian",5,25,0.167,-23.27,-5.59,1836,2245,0.817817371937639,66.1,0.499
"246","Princeton",20,6,0.769,5.8,-1.76,1863,1612,1.15570719602978,65.8,0.565
"247","Providence",19,11,0.633,12.11,8.21,2104,1987,1.05888273779567,67.2,0.547
"248","Purdue",24,6,0.8,21.86,8.02,2425,2010,1.20646766169154,70.5,0.595
"249","Quinnipiac",10,21,0.323,-9.55,-2.9,2377,2583,0.920247773906311,74.8,0.512
"250","Radford",14,18,0.438,-10.88,-4.12,2090,2247,0.930129060970182,65.7,0.509
"251","Rhode Island",20,9,0.69,12.05,3.94,2120,1885,1.12466843501326,67.7,0.531
"252","Rice",21,9,0.7,1.9,-3.7,2455,2249,1.09159626500667,74.3,0.581
"253","Richmond",18,11,0.621,6.09,3.33,2151,2071,1.03862868179623,70.8,0.564
"254","Rider",18,14,0.563,-4.6,-5.1,2428,2412,1.00663349917081,73.9,0.524
"255","Robert Morris",14,18,0.438,-7.95,-4.7,2059,2163,0.951918631530282,69.9,0.488
"256","Rutgers",13,17,0.433,3.86,6.3,1974,2016,0.979166666666667,67.8,0.475
"257","Sacramento State",12,16,0.429,-10.19,-4.77,1976,2068,0.955512572533849,67.6,0.529
"258","Sacred Heart",13,19,0.406,-10.52,-7.08,2326,2436,0.954844006568144,72,0.53
"259","Saint Francis (PA)",15,15,0.5,-7.34,-7.31,2288,2229,1.02646926873037,71.4,0.558
"260","Saint Joseph's",10,19,0.345,0.76,4.41,2029,2135,0.950351288056206,69.8,0.503
"261","Saint Louis",11,19,0.367,-5.81,2.39,1846,2092,0.882409177820268,65.9,0.5
"262","Saint Mary's (CA)",26,3,0.897,16.94,1.08,2086,1626,1.28290282902829,60.5,0.602
"263","Saint Peter's",19,12,0.613,1.48,-3.65,2064,1905,1.08346456692913,63.8,0.542
"264","Sam Houston State",19,11,0.633,-6.79,-5.71,2267,2157,1.05099675475197,73.7,0.531
"265","Samford",18,14,0.563,-1.28,-3.65,2559,2449,1.04491629236423,70.3,0.583
"266","San Diego State",17,12,0.586,7.25,1.65,1989,1809,1.09950248756219,67,0.519
"267","San Diego",13,18,0.419,-5.34,1.36,2025,2210,0.916289592760181,65,0.527
"268","San Francisco",20,11,0.645,4.94,0.81,2217,2061,1.07569141193595,69,0.545
"269","San Jose State",14,14,0.5,-1.66,1.8,2069,2081,0.994233541566555,72.2,0.536
"270","Santa Clara",16,15,0.516,2.46,1.7,2060,2012,1.02385685884692,63.7,0.552
"271","Savannah State",13,16,0.448,-15.48,-7.89,2485,2665,0.932457786116323,83.4,0.53
"272","Seattle",13,15,0.464,-8.16,-4.16,1984,2015,0.984615384615385,70.3,0.551
"273","Seton Hall",19,10,0.655,11.91,8.81,2141,2051,1.04388103364213,69.4,0.527
"274","Siena",15,16,0.484,-2.4,-2.17,2296,2303,0.996960486322188,70.8,0.535
"275","South Alabama",13,17,0.433,-6.31,-2.73,2146,2172,0.988029465930018,71.1,0.519
"276","South Carolina State",10,19,0.345,-17.89,-5.3,1997,2315,0.862634989200864,70.2,0.507
"277","South Carolina Upstate",17,15,0.531,-6.8,-5.09,2518,2451,1.02733578131375,71,0.552
"278","South Carolina",22,8,0.733,16.61,8.64,2183,1924,1.13461538461538,69.8,0.515
"279","South Dakota State",15,16,0.484,-2.76,-1.07,2401,2410,0.996265560165975,69.1,0.588
"280","South Dakota",21,10,0.677,0.36,-1.68,2415,2283,1.05781865965834,73.2,0.541
"281","South Florida",7,21,0.25,-6.97,2.56,1819,2086,0.872003835091083,69,0.506
"282","Southeast Missouri State",15,18,0.455,-5.62,-4.01,2460,2464,0.998376623376623,70.1,0.556
"283","Southeastern Louisiana",16,15,0.516,-6.56,-7.77,2203,2105,1.04655581947743,69.5,0.543
"284","Southern California",22,8,0.733,10.86,5.42,2371,2208,1.07382246376812,70.9,0.558
"285","SIU Edwardsville",6,24,0.2,-11.84,-2.88,2044,2282,0.895705521472393,70.9,0.497
