"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"23","Bethune-Cookman",21,13,0.618,-11.11,-8.04,2241,2240,1.00044642857143,63.5,0.52
"24","Binghamton",8,23,0.258,-13.81,-5.35,1861,2123,0.876589731512011,61.6,0.5
"25","Boise State",22,13,0.629,5.48,0.01,2594,2382,1.08900083963056,68.2,0.54
"26","Boston College",21,13,0.618,9.78,7.31,2440,2356,1.03565365025467,64.1,0.573
"27","Boston University",21,14,0.6,-2.48,-3.85,2270,2222,1.02160216021602,62.7,0.517
"28","Bowling Green State",14,19,0.424,-5.94,-2.03,2116,2215,0.955304740406321,66.1,0.497
"29","Bradley",12,20,0.375,-1.52,1.67,2076,2164,0.959334565619224,65.9,0.512
"30","Brigham Young",32,5,0.865,18.65,5.76,3012,2512,1.19904458598726,71.1,0.562
"31","Brown",11,17,0.393,-7.27,-4.12,2002,2054,0.974683544303797,69.5,0.546
"32","Bryant",9,21,0.3,-12.98,-3.12,2001,2258,0.886182462356067,66.8,0.516
"33","Bucknell",25,9,0.735,2.39,-3.87,2387,2174,1.09797608095676,66.1,0.554
"34","Buffalo",20,14,0.588,2.93,-2.22,2399,2197,1.09194355939918,67,0.55
"35","Butler",28,10,0.737,11.53,5.02,2707,2437,1.11079195732458,64.5,0.541
"36","Cal Poly",15,15,0.5,-1.84,-2.39,1779,1766,1.00736126840317,61.4,0.487
"37","Cal State Bakersfield",9,19,0.321,-11.44,-2.16,1907,2167,0.880018458698662,69.6,0.49
"38","Cal State Fullerton",11,20,0.355,-7.68,-2.81,2208,2326,0.94926913155632,68.4,0.549
"39","Cal State Northridge",14,18,0.438,-5.35,-1.55,2232,2280,0.978947368421053,70,0.528
"40","UC-Davis",10,20,0.333,-5.69,-1.9,2136,2194,0.973564266180492,68,0.567
"41","UC-Irvine",13,19,0.406,-3.78,-2.36,2411,2419,0.996692848284415,72,0.532
"42","UC-Riverside",12,19,0.387,-8.26,-1.4,2044,2164,0.944547134935305,66.6,0.503
"43","UC-Santa Barbara",18,14,0.563,1.22,0.12,2170,2105,1.03087885985748,65.1,0.563
"44","University of California",18,15,0.545,9.45,9.17,2391,2382,1.00377833753149,68.5,0.549
"45","Campbell",12,19,0.387,-6.67,-4.27,2032,2091,0.971783835485414,65.6,0.52
"46","Canisius",15,15,0.5,-2.92,-3.55,2043,2024,1.00938735177866,67.3,0.519
"47","Centenary (LA)",1,29,0.033,-25.21,-2.85,1775,2422,0.732865400495458,70.8,0.481
"48","Central Arkansas",5,24,0.172,-19.16,-5.39,1984,2216,0.895306859205776,72.4,0.501
"49","Central Connecticut State",19,12,0.613,-1.94,-5.97,2170,2045,1.06112469437653,67.6,0.527
"50","Central Florida",21,12,0.636,6.25,1.97,2271,2080,1.09182692307692,65.3,0.55
"51","Central Michigan",10,21,0.323,-8.01,-2.41,1841,2006,0.917746759720838,64.8,0.462
"52","Charleston Southern",16,16,0.5,-4.86,-4.57,2362,2197,1.07510241238052,69,0.541
"53","Charlotte",10,20,0.333,-2.54,1.89,1997,2130,0.937558685446009,65.5,0.52
"54","Chattanooga",16,16,0.5,-9.44,-2.67,2274,2380,0.95546218487395,70.8,0.522
"55","Chicago State",6,26,0.188,-27.71,-4.88,2128,2772,0.767676767676768,74.7,0.476
"56","Cincinnati",26,9,0.743,15.41,6.1,2412,2086,1.15627996164909,63.6,0.526
"57","Citadel",10,22,0.313,-9.84,-2.84,2049,2237,0.915958873491283,64.4,0.508
"58","Clemson",22,12,0.647,13.76,6.58,2330,2086,1.1169702780441,65.1,0.539
"59","Cleveland State",27,9,0.75,7.59,1.74,2556,2291,1.11567001309472,66.5,0.539
"60","Coastal Carolina",28,6,0.824,2.35,-5.15,2597,2178,1.19237832874197,68,0.562
"61","Colgate",7,23,0.233,-15.8,-5.03,1947,2270,0.857709251101322,68,0.507
"62","College of Charleston",26,11,0.703,6.17,-1.05,2821,2554,1.10454189506656,67.6,0.574
"63","Colorado State",19,13,0.594,7.49,5.26,2279,2166,1.05216989843029,67.4,0.557
"64","Colorado",24,14,0.632,11.45,5.61,3025,2787,1.0853964836742,69.1,0.57
"65","Columbia",15,13,0.536,-5.22,-4.81,1982,1988,0.996981891348089,68.1,0.516
"66","Connecticut",32,9,0.78,17.95,10.44,2967,2659,1.11583301993231,65.1,0.526
"67","Coppin State",16,14,0.533,-8.7,-7.66,2175,2169,1.00276625172891,69.8,0.529
"68","Cornell",10,18,0.357,-3.6,-1.6,1906,1962,0.971457696228338,66,0.525
"69","Creighton",23,16,0.59,4.87,1.41,2684,2549,1.05296194586112,63.5,0.563
"70","Dartmouth",5,23,0.179,-14.86,-3.39,1667,1988,0.838531187122736,66.2,0.478
"71","Davidson",18,15,0.545,-0.39,-2.17,2392,2266,1.05560458958517,68.2,0.542
"72","Dayton",22,14,0.611,4.87,3.2,2413,2353,1.02549936251594,66,0.501
"73","Delaware State",9,21,0.3,-12.18,-6.39,1874,1967,0.952719877986782,61.3,0.524
"74","Delaware",14,17,0.452,-3.79,-0.11,1951,2065,0.944794188861986,62.9,0.514
"75","Denver",13,17,0.433,-4.04,-3.48,1800,1817,0.990643918547056,58.6,0.575
"76","DePaul",7,24,0.226,-1.31,7.53,2104,2378,0.884777123633305,68.9,0.505
"77","Detroit Mercy",17,16,0.515,1.88,0.91,2459,2397,1.0258656654151,70.5,0.548
"78","Drake",13,18,0.419,-2.56,0.76,1997,2100,0.950952380952381,65.4,0.526
"79","Drexel",21,10,0.677,4.02,-0.01,1975,1850,1.06756756756757,63.4,0.489
"80","Duke",32,5,0.865,24.51,8.32,2993,2394,1.25020885547201,70.2,0.576
"81","Duquesne",19,13,0.594,10.33,1.49,2494,2177,1.14561322921452,71.3,0.546
"82","East Carolina",18,16,0.529,1.67,2.99,2319,2288,1.01354895104895,65.8,0.543
"83","East Tennessee State",24,12,0.667,2.08,-2.12,2515,2320,1.08405172413793,66,0.54
"84","Eastern Illinois",9,20,0.31,-11.41,-4.89,1749,1875,0.9328,63.7,0.5
"85","Eastern Kentucky",15,16,0.484,-7.34,-6.48,2046,1957,1.04547777210015,62.3,0.559
"86","Eastern Michigan",9,22,0.29,-9.11,-3.11,1906,2030,0.938916256157636,67.2,0.481
"87","Eastern Washington",10,20,0.333,-8.5,-2.22,2023,2119,0.954695611137329,66.5,0.512
"88","Elon",14,17,0.452,-6.54,-3.32,2301,2301,1,70.3,0.546
"89","Evansville",16,16,0.5,-0.3,1.8,2122,2147,0.988355845365626,66.1,0.541
"90","Fairfield",25,8,0.758,2.94,-3.91,2150,1924,1.11746361746362,65.8,0.505
"91","Fairleigh Dickinson",5,24,0.172,-13.34,-5,1866,2108,0.885199240986717,67.2,0.486
"92","Florida A&M",12,20,0.375,-16.82,-8.71,2055,2196,0.935792349726776,68.7,0.483
"93","Florida Atlantic",21,11,0.656,-2.41,-2.61,2191,2137,1.02526906878802,64.7,0.523
"94","Florida Gulf Coast",10,20,0.333,-10.27,-3.11,1970,2185,0.901601830663616,69.2,0.493
"95","Florida International",11,19,0.367,-9.33,-4.23,2150,2262,0.950486295313882,69.4,0.532
"96","Florida State",23,11,0.676,13.48,6.45,2348,2109,1.11332385016596,69.3,0.522
"97","Florida",29,8,0.784,16.27,7.57,2667,2345,1.13731343283582,63.9,0.547
"98","Fordham",7,21,0.25,-8.77,1.01,1795,2069,0.867568873852102,67.9,0.479
"99","Fresno State",14,17,0.452,-0.25,0.58,2096,2089,1.00335088559119,67.5,0.508
"100","Furman",22,11,0.667,-0.36,-3.65,2271,2124,1.06920903954802,63.5,0.556
"101","Gardner-Webb",11,21,0.344,-9.22,-2.72,1985,2129,0.932362611554721,65.9,0.496
"102","George Mason",27,7,0.794,11.66,1.37,2474,2124,1.16478342749529,64.3,0.562
"103","George Washington",17,14,0.548,-0.1,0.36,2011,2025,0.993086419753086,64.7,0.497
"104","Georgetown",21,11,0.656,14.61,10.39,2258,2123,1.06358926048045,64.8,0.572
"105","Georgia Southern",5,27,0.156,-15.88,-3.13,2090,2423,0.862567065621131,69.5,0.528
"106","Georgia State",12,19,0.387,-4.15,-1.92,1919,1988,0.965291750503018,63.6,0.495
"107","Georgia Tech",13,18,0.419,6.42,5.68,2102,2079,1.01106301106301,69.2,0.492
"108","Georgia",21,12,0.636,10.43,6.13,2267,2125,1.06682352941176,64.6,0.53
"109","Gonzaga",25,10,0.714,13.86,4.01,2684,2307,1.16341569137408,68.4,0.576
"110","Grambling",12,21,0.364,-18.45,-10.45,1998,2262,0.883289124668435,69.1,0.46
"111","Green Bay",14,18,0.438,-0.21,2.18,2154,2189,0.984010963910461,65.6,0.514
"112","Hampton",24,9,0.727,-5.2,-8.77,2197,2070,1.06135265700483,67.3,0.499
"113","Hartford",11,20,0.355,-10.04,-5.55,1857,1996,0.930360721442886,63.5,0.476
"114","Harvard",23,7,0.767,4.88,-1.19,2144,1933,1.10915675116399,63.9,0.596
"115","Hawaii",19,13,0.594,0.51,-0.87,2216,2151,1.03021850302185,68.6,0.545
"116","High Point",12,19,0.387,-12.82,-4.47,2050,2250,0.911111111111111,68.5,0.501
"117","Hofstra",21,12,0.636,-0.03,0.13,2335,2300,1.01521739130435,64.8,0.544
"118","Holy Cross",8,21,0.276,-6.38,-4.55,1949,2002,0.973526473526473,66,0.515
"119","Houston Baptist",5,26,0.161,-18.41,-8.72,2140,2429,0.881020996294771,73.2,0.495
"120","Houston",12,18,0.4,-2.71,0.55,2061,2092,0.985181644359465,66.4,0.546
"121","Howard",6,24,0.2,-18.8,-7.3,1753,2098,0.835557673975215,66,0.463
"122","Idaho State",9,20,0.31,-10.76,-1.87,1878,2096,0.895992366412214,64.9,0.503
"123","Idaho",18,14,0.563,0.2,-0.64,2172,2134,1.01780693533271,65.4,0.559
"124","Illinois-Chicago",7,24,0.226,-6.32,1.98,1943,2152,0.902881040892193,65.6,0.497
"125","Illinois State",12,19,0.387,-3.37,-0.66,1893,1977,0.957511380880121,62.4,0.51
"126","Illinois",20,14,0.588,16.72,11.11,2413,2222,1.08595859585959,66.2,0.557
"127","Indiana State",20,14,0.588,3.41,2.9,2253,2192,1.02782846715328,64.8,0.533
"128","Indiana",12,20,0.375,9.03,7.65,2226,2182,1.02016498625115,65.3,0.553
"129","Iona",25,12,0.676,7.01,-2.26,2922,2579,1.13299728576968,69.5,0.566
"130","Iowa State",16,16,0.5,8.86,4.55,2395,2257,1.06114311032344,70.7,0.534
"131","Iowa",11,20,0.355,7.95,8.79,2084,2110,0.987677725118483,67.1,0.514
"132","IPFW",18,12,0.6,-2.17,-5.17,2230,2103,1.0603899191631,67.6,0.57
"133","IUPUI",19,14,0.576,0.39,-0.84,2364,2282,1.03593339176161,63.2,0.568
"134","Jackson State",17,15,0.531,-10.43,-10.86,2096,2009,1.04330512692882,66.3,0.507
"135","Jacksonville State",5,25,0.167,-11.16,-5.41,1828,1974,0.926038500506586,62.8,0.509
"136","Jacksonville",20,12,0.625,-1.42,-3.68,2176,2094,1.03915950334288,68.2,0.499
"137","James Madison",21,12,0.636,2.94,-0.03,2355,2257,1.04342046964998,66.9,0.549
"138","Kansas State",23,11,0.676,14.59,8.41,2477,2249,1.10137839039573,68.8,0.531
"139","Kansas",35,3,0.921,24.1,7.62,3084,2458,1.2546786004882,69.7,0.593
"140","Kennesaw State",8,23,0.258,-14.06,-3.29,2017,2320,0.869396551724138,66,0.498
"141","Kent State",25,12,0.676,3.65,0.04,2626,2473,1.06186817630408,67.1,0.518
"142","Kentucky",29,9,0.763,20.3,8.91,2845,2412,1.17951907131012,66.2,0.556
"143","La Salle",15,18,0.455,-0.08,1.7,2536,2595,0.977263969171484,71.8,0.53
"144","Lafayette",13,19,0.406,-7.26,-4.19,2237,2310,0.968398268398268,66.8,0.544
"145","Lamar",13,17,0.433,-6.69,-5.96,2463,2279,1.08073716542343,77.4,0.528
"146","Lehigh",16,15,0.516,-4.07,-5.69,2282,2232,1.02240143369176,71.1,0.525
"147","Liberty",19,13,0.594,-5.62,-4.86,2165,2100,1.03095238095238,66.9,0.508
"148","Lipscomb",17,13,0.567,-0.96,-2.65,2287,2213,1.03343877089923,71.8,0.548
"149","Long Beach State",22,12,0.647,3.78,1.69,2489,2398,1.03794829024187,70.3,0.537
"150","Long Island University",27,6,0.818,2.23,-5.77,2730,2466,1.10705596107056,75.3,0.55
"151","Longwood",12,19,0.387,-16.02,-3.62,2364,2552,0.926332288401254,73.4,0.548
"152","Louisiana-Lafayette",14,15,0.483,-5.45,-4.19,2055,2067,0.994194484760523,69.5,0.519
"153","Louisiana-Monroe",7,24,0.226,-14.27,-3.96,1859,2126,0.874412041392286,63.8,0.497
"154","Louisiana State",11,21,0.344,-2.09,2.26,1991,2130,0.934741784037559,65.9,0.488
"155","Louisiana Tech",12,20,0.375,-5.99,-0.99,2051,2174,0.943422263109476,68.6,0.506
"156","Louisville",25,10,0.714,18.6,8.2,2623,2259,1.16113324479858,67.8,0.548
"157","Loyola (IL)",16,15,0.516,1.73,-1.1,2153,2065,1.04261501210654,65.6,0.529
"158","Loyola Marymount",11,21,0.344,-2.79,0.27,2265,2312,0.979671280276817,68.8,0.512
"159","Loyola (MD)",15,15,0.5,-3.28,-3.68,2023,2011,1.00596718050721,66.1,0.511
"160","Maine",15,15,0.5,-4.87,-5.84,2089,2010,1.03930348258706,64.7,0.556
"161","Manhattan",6,25,0.194,-11.66,-2.01,1862,2161,0.861638130495141,63.8,0.478
"162","Marist",6,27,0.182,-13.7,-1.46,1979,2383,0.830465799412505,66.5,0.487
"163","Marquette",22,15,0.595,14.89,8.51,2782,2546,1.09269442262372,68,0.549
"164","Marshall",22,12,0.647,6.32,1.94,2499,2291,1.09079004801397,68,0.541
"165","Maryland-Baltimore County",5,25,0.167,-18.47,-4.27,1928,2354,0.819031435853866,67.1,0.487
"166","Maryland-Eastern Shore",9,22,0.29,-19.35,-7.42,2096,2408,0.870431893687708,70.4,0.484
"167","Maryland",19,14,0.576,15,5.76,2536,2231,1.13670999551771,71.8,0.541
"168","Massachusetts",15,15,0.5,-0.76,1.93,1988,2039,0.974987739087788,68.4,0.485
"169","McNeese State",21,12,0.636,-4.7,-4.39,2446,2354,1.03908241291419,68.2,0.541
"170","Memphis",25,10,0.714,6.91,3.14,2524,2392,1.05518394648829,69.1,0.538
"171","Mercer",15,18,0.455,-4.08,-2.17,2220,2258,0.983170947741364,67.7,0.521
"172","Miami (FL)",21,15,0.583,10.47,6.42,2579,2433,1.06000822030415,65.8,0.557
"173","Miami (OH)",16,17,0.485,-1.58,3.04,2190,2319,0.944372574385511,63.9,0.542
"174","Michigan State",19,15,0.559,13.7,11.67,2338,2263,1.03314184710561,66,0.526
"175","Michigan",21,14,0.6,14.21,10.68,2328,2187,1.06447187928669,62.1,0.547
"176","Middle Tennessee",16,16,0.5,-2.74,-4.45,2218,2121,1.04573314474305,67.3,0.526
"177","Milwaukee",19,14,0.576,1.48,2.51,2266,2300,0.985217391304348,66.3,0.534
"178","Minnesota",17,14,0.548,11.75,9.79,2137,2076,1.02938342967245,65.2,0.533
"179","Mississippi State",17,14,0.548,3.38,3.77,2165,2177,0.994487827285255,67.6,0.544
"180","Mississippi Valley State",13,19,0.406,-13.95,-7.48,2186,2393,0.913497701629753,73.5,0.498
"181","Mississippi",20,14,0.588,8.71,3.92,2513,2350,1.06936170212766,67.5,0.549
"182","Missouri-Kansas City",16,14,0.533,-8.91,-4.46,2100,2217,0.94722598105548,66.5,0.538
"183","Missouri State",26,9,0.743,8.07,1.35,2444,2209,1.1063829787234,62.3,0.557
"184","Missouri",23,11,0.676,14.77,6.5,2748,2435,1.12854209445585,72.5,0.552
"185","Monmouth",9,21,0.3,-9.67,-4.4,1818,1976,0.92004048582996,63.9,0.497
"186","Montana State",13,18,0.419,-7.01,-3.22,2079,2130,0.976056338028169,65.6,0.511
"187","Montana",21,11,0.656,2.17,-2.47,2151,1950,1.10307692307692,64.2,0.54
"188","Morehead State",25,10,0.714,2.81,-3.13,2412,2162,1.11563367252544,64.3,0.541
"189","Morgan State",17,14,0.548,-8.04,-7.72,2061,2071,0.995171414775471,68.2,0.502
"190","Mount St. Mary's",11,21,0.344,-9.22,-3.47,1940,2124,0.913370998116761,65.3,0.502
"191","Murray State",23,9,0.719,0.45,-4.85,2194,1979,1.10864072764022,64.4,0.558
"192","Navy",11,20,0.355,-10.66,-5.56,2113,2254,0.937444543034605,73.1,0.505
"193","Nebraska",19,13,0.594,10.54,4.67,2124,1936,1.09710743801653,64.7,0.543
"194","Nevada-Las Vegas",24,9,0.727,14.67,6,2363,2077,1.13769860375542,67.3,0.543
"195","Nevada",13,19,0.406,0.34,1.88,2245,2279,0.985081175954366,68.6,0.523
"196","New Hampshire",12,18,0.4,-10.07,-6.32,1749,1826,0.957831325301205,62.2,0.462
"197","New Mexico State",16,17,0.485,2.11,2.66,2364,2316,1.02072538860104,69.1,0.538
"198","New Mexico",22,13,0.629,11.72,4.9,2562,2308,1.11005199306759,66.7,0.555
"199","Niagara",9,23,0.281,-11.89,-3.02,1966,2250,0.873777777777778,68.6,0.464
"200","Nicholls State",14,14,0.5,-5.72,-4.52,1836,1730,1.06127167630058,63.5,0.542
"201","NJIT",15,15,0.5,-13.18,-9.64,2065,2052,1.00633528265107,68.9,0.514
"202","Norfolk State",12,20,0.375,-12.2,-7.45,2238,2390,0.936401673640167,70.1,0.523
"203","North Carolina-Asheville",20,14,0.588,-0.69,-2.89,2506,2333,1.07415345049293,70.1,0.537
"204","North Carolina A&T",15,17,0.469,-12.06,-6.26,2282,2372,0.962057335581788,69.8,0.524
"205","North Carolina Central",15,15,0.5,-13.03,-8.03,2062,2103,0.980504041844983,67.7,0.544
"206","North Carolina-Greensboro",7,24,0.226,-9.95,-0.37,2204,2501,0.8812475009996,71.4,0.516
"207","North Carolina State",15,16,0.484,7.02,6.8,2191,2184,1.00320512820513,67.8,0.515
"208","North Carolina-Wilmington",13,18,0.419,-3.41,-0.44,1975,2067,0.955491049830672,61.7,0.528
"209","North Carolina",29,8,0.784,18.87,10.15,2868,2545,1.12691552062868,72.6,0.524
"210","North Dakota State",14,15,0.483,-1.54,-3.5,2188,2062,1.06110572259942,68.5,0.555
"211","North Dakota",19,15,0.559,-11.83,-8.7,2319,2327,0.996562097120756,67.8,0.525
"212","North Florida",15,19,0.441,-6.25,0.31,2208,2431,0.908268202385849,67.5,0.528
"213","North Texas",22,11,0.667,-1.49,-5.07,2516,2358,1.06700593723494,68.8,0.582
"214","Northeastern",11,20,0.355,-2.67,1.17,2064,2183,0.945487860742098,63,0.548
"215","Northern Arizona",19,13,0.594,0.62,-3.72,2299,2078,1.10635226179018,65.8,0.567
"216","Northern Colorado",21,11,0.656,1.39,-2.24,2287,2105,1.08646080760095,66.8,0.555
"217","Northern Illinois",9,21,0.3,-8.05,-2.26,2055,2199,0.934515688949523,69.3,0.513
"218","Northern Iowa",20,14,0.588,4.53,2.04,2167,2046,1.05913978494624,59.9,0.545
"219","Northwestern State",18,14,0.563,-8.88,-7.02,2462,2482,0.991941982272361,74.2,0.532
"220","Northwestern",20,14,0.588,11.66,7.54,2441,2301,1.06084311169057,63.5,0.563
"221","Notre Dame",27,7,0.794,18.17,8.43,2558,2227,1.14863044454423,64.3,0.575
"222","Oakland",25,10,0.714,8.28,0.1,2992,2690,1.11226765799256,72.4,0.591
"223","Ohio State",34,3,0.919,25.84,8.38,2854,2208,1.29257246376812,64.1,0.589
"224","Ohio",19,16,0.543,0.59,-1.01,2604,2548,1.02197802197802,68,0.537
"225","Oklahoma State",20,14,0.588,8.53,6.94,2318,2264,1.02385159010601,66.1,0.526
"226","Oklahoma",14,18,0.438,3.71,6.42,2111,2199,0.959981809913597,65,0.547
"227","Old Dominion",27,7,0.794,9.03,1.76,2231,1984,1.12449596774194,60.7,0.518
"228","Oral Roberts",19,16,0.543,0.86,-1.17,2615,2544,1.02790880503145,67.2,0.561
"229","Oregon State",11,20,0.355,1.51,5.03,2147,2256,0.951684397163121,70,0.515
"230","Oregon",21,18,0.538,6.92,6.92,2737,2704,1.01220414201183,68.3,0.522
"231","Pacific",16,15,0.516,0.75,-0.88,2038,1945,1.04781491002571,61.5,0.545
"232","Penn State",19,15,0.559,11.98,11.45,2144,2126,1.00846660395108,59.8,0.534
"233","Pennsylvania",13,15,0.464,-2.99,-1.64,1868,1906,0.9800629590766,63.8,0.559
"234","Pepperdine",12,21,0.364,-3.91,1.43,2289,2442,0.937346437346437,67.5,0.518
"235","Pittsburgh",28,6,0.824,20.82,7.85,2514,2073,1.21273516642547,63.3,0.559
"236","Portland State",14,16,0.467,-7.74,-4.47,2169,2230,0.972645739910314,68.9,0.541
"237","Portland",20,12,0.625,4.7,2.2,2272,2192,1.03649635036496,64.8,0.562
"238","Prairie View",10,22,0.313,-19.63,-8.77,2011,2242,0.896966993755575,69.3,0.456
"239","Presbyterian",13,18,0.419,-7.72,-2.85,1915,2066,0.926911907066796,61.3,0.547
"240","Princeton",25,7,0.781,3.71,-1.61,2215,2017,1.09816559246406,63.4,0.558
"241","Providence",15,17,0.469,6.91,6.44,2426,2411,1.00622148486105,72.1,0.512
"242","Purdue",26,8,0.765,19.36,8.69,2466,2103,1.17261055634807,66,0.542
"243","Quinnipiac",22,10,0.688,-2.08,-6.39,2295,2157,1.06397774687065,68.7,0.497
"244","Radford",5,24,0.172,-16.76,-2.52,1734,2065,0.839709443099274,68.1,0.465
"245","Rhode Island",20,14,0.588,3.34,1.9,2316,2267,1.02161446846052,66.9,0.516
"246","Rice",14,18,0.438,1.67,2.67,2148,2149,0.99953466728711,64.5,0.525
"247","Richmond",29,8,0.784,11.23,2.79,2577,2265,1.13774834437086,63.2,0.557
"248","Rider",23,11,0.676,1.62,-2.67,2486,2340,1.06239316239316,68.6,0.556
"249","Robert Morris",18,14,0.563,-0.8,-2.61,2153,2095,1.02768496420048,65.6,0.514
"250","Rutgers",15,17,0.469,7.88,7.22,2122,2101,1.00999524036173,64.4,0.519
"251","Sacramento State",7,21,0.25,-14.01,-4.05,1729,1948,0.887577002053388,64.6,0.494
"252","Sacred Heart",11,18,0.379,-9.4,-6.12,1922,2017,0.952900347050074,67.1,0.521
"253","Saint Francis (PA)",9,21,0.3,-11.5,-3.84,1957,2187,0.894833104709648,67.3,0.526
"254","Saint Joseph's",11,22,0.333,-1.75,3.46,2129,2301,0.925249891351586,63.9,0.51
"255","Saint Louis",12,19,0.387,2.83,3.06,1953,1933,1.01034661148474,64.7,0.516
"256","Saint Mary's (CA)",25,9,0.735,13.04,1.95,2684,2253,1.19130048823791,67.1,0.593
"257","Saint Peter's",20,14,0.588,-0.28,-1.08,2069,2042,1.01322233104799,65.5,0.49
"258","Sam Houston State",18,13,0.581,-2.38,-3.9,2161,2049,1.05466081015129,68.6,0.524
"259","Samford",12,19,0.387,-11.39,-4.22,1880,2072,0.907335907335907,62.2,0.549
"260","San Diego State",34,3,0.919,17.96,6.36,2660,2192,1.21350364963504,63.7,0.543
"261","San Diego",6,24,0.2,-8.6,3.18,1826,2114,0.863765373699149,65.6,0.511
"262","San Francisco",19,15,0.559,1.78,3.06,2384,2401,0.992919616826322,68.6,0.533
"263","San Jose State",17,16,0.515,-1.54,-0.08,2391,2405,0.994178794178794,68.1,0.507
"264","Santa Clara",24,14,0.632,3.06,1.25,2810,2690,1.04460966542751,68.2,0.544
"265","Savannah State",12,18,0.4,-9.06,-2.44,1818,1808,1.00553097345133,64.8,0.497
"266","Seattle",11,20,0.355,-9.26,-2.36,2138,2352,0.909013605442177,74.6,0.482
"267","Seton Hall",13,18,0.419,11.03,9.33,2092,2039,1.02599313388916,68.5,0.495
"268","Siena",13,18,0.419,-3.83,-1.71,2103,2169,0.969571230982019,68.2,0.493
"269","South Alabama",12,16,0.429,-9.8,-4.34,1969,2041,0.964723174914258,69.1,0.509
"270","South Carolina State",10,22,0.313,-16.71,-8.57,2119,2276,0.931019332161687,67.8,0.511
"271","South Carolina Upstate",5,25,0.167,-12.44,-0.94,1746,2091,0.835007173601148,64.6,0.459
"272","South Carolina",14,16,0.467,4.17,5.6,2027,2070,0.979227053140097,68.1,0.478
"273","South Dakota State",19,12,0.613,3.1,-4.04,2533,2285,1.10853391684902,69.2,0.57
"274","South Dakota",18,15,0.545,-9.72,-10.48,2632,2507,1.04986039090546,73.4,0.544
"275","South Florida",10,23,0.303,4.28,8.89,2044,2196,0.930783242258652,62.8,0.506
"276","Southeast Missouri State",10,22,0.313,-12.27,-5.4,2117,2281,0.928101709776414,67.5,0.515
"277","Southeastern Louisiana",15,14,0.517,-8.93,-5.4,2031,2003,1.01397903145282,67.4,0.533
"278","Southern California",19,15,0.559,11.52,7.97,2252,2131,1.05678085405913,64.3,0.526
"279","SIU Edwardsville",8,21,0.276,-22.39,-3.67,1879,2248,0.83585409252669,70.2,0.514
"280","Southern Illinois",13,19,0.406,-2.46,1.48,1953,2079,0.939393939393939,63.7,0.51
"281","Southern Methodist",20,15,0.571,1.04,-0.39,2262,2147,1.05356311131812,61.2,0.597
"282","Southern Mississippi",22,10,0.688,8.41,1.9,2371,2093,1.13282369804109,66,0.544
"283","Southern Utah",11,19,0.367,-7.8,-3.44,2077,2192,0.947536496350365,68.2,0.543
"284","Southern",4,26,0.133,-25.62,-9.47,1701,2162,0.78677150786309,67.4,0.458
"285","St. Bonaventure",16,15,0.516,1.31,1.73,2156,2169,0.994006454587367,64.9,0.547
"286","St. Francis (NY)",15,15,0.5,-5.45,-5.85,2002,1990,1.00603015075377,67.7,0.499
