"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"292","Troy",13,17,0.433,-8.39,-5.25,2223,2278,0.97585601404741,NA,0.532
"293","Tulane",17,13,0.567,0.49,0.63,2076,2041,1.0171484566389,NA,0.528
"294","Tulsa",20,11,0.645,4.44,-0.11,2120,1932,1.09730848861284,NA,0.527
"295","UCLA",30,6,0.833,20.9,9.84,2503,2081,1.20278712157617,NA,0.563
"296","Utah State",23,12,0.657,3.8,1.19,2466,2348,1.05025553662692,NA,0.562
"297","Utah",11,19,0.367,2.06,5.06,2075,2165,0.958429561200924,NA,0.594
"298","Valparaiso",16,15,0.516,-1.24,-1.3,2056,2035,1.01031941031941,NA,0.568
"299","Vanderbilt",22,12,0.647,12.76,7.79,2594,2387,1.08671973188102,NA,0.567
"300","Vermont",25,8,0.758,0.06,-5.15,2310,2138,1.08044901777362,NA,0.534
"301","Villanova",22,11,0.667,16.13,9.16,2392,2132,1.1219512195122,NA,0.546
"302","Virginia Commonwealth",28,7,0.8,9.5,0.2,2626,2298,1.14273281114012,NA,0.559
"303","VMI",14,19,0.424,-8.72,-5.44,3331,3240,1.02808641975309,NA,0.54
"304","Virginia Tech",22,12,0.647,14.35,8.26,2428,2181,1.11325080238423,NA,0.54
"305","Virginia",21,11,0.656,12.89,7.96,2463,2267,1.08645787384208,NA,0.552
"306","Wagner",11,19,0.367,-12.42,-7.56,2132,2232,0.955197132616487,NA,0.529
"307","Wake Forest",15,16,0.484,6.08,9.31,2288,2369,0.965808357956944,NA,0.542
"308","Washington State",26,8,0.765,13.33,6,2273,2024,1.12302371541502,NA,0.552
"309","Washington",19,13,0.594,10.03,6.5,2449,2336,1.04837328767123,NA,0.549
"310","Weber State",20,12,0.625,-4.03,-3.33,2266,2214,1.02348690153568,NA,0.577
"311","West Virginia",27,9,0.75,14.43,5.43,2610,2245,1.16258351893096,NA,0.573
"312","Western Carolina",11,20,0.355,-9.42,-1.66,2180,2281,0.955721174923279,NA,0.512
"313","Western Illinois",7,23,0.233,-15.02,-4.88,1872,2114,0.885525070955535,NA,0.503
"314","Western Kentucky",22,11,0.667,1,-3.71,2580,2386,1.081307627829,NA,0.583
"315","Western Michigan",16,16,0.5,2.11,2.04,2287,2254,1.01464063886424,NA,0.556
"316","Wichita State",17,14,0.548,10.05,6.36,2128,1988,1.07042253521127,NA,0.559
"317","William & Mary",15,15,0.5,-3.8,-2.53,1906,1926,0.989615784008307,NA,0.536
"318","Winthrop",29,5,0.853,9.17,-1.2,2545,2088,1.21886973180077,NA,0.564
"319","Wisconsin",30,6,0.833,19.28,6.95,2527,2083,1.21315410465675,NA,0.552
"320","Wofford",10,20,0.333,-9.49,-2.49,2129,2256,0.943705673758865,NA,0.541
"321","Wright State",23,10,0.697,1.94,-0.31,2125,2051,1.03607996099464,NA,0.527
"322","Wyoming",17,15,0.531,2.27,3.52,2366,2394,0.988304093567251,NA,0.556
"323","Xavier",25,9,0.735,14.18,3.39,2595,2228,1.16472172351885,NA,0.593
"324","Yale",14,13,0.519,-3.91,-3.67,1840,1791,1.02735901730877,NA,0.548
"325","Youngstown State",14,17,0.452,-3.09,1.19,2047,2099,0.975226298237256,NA,0.516
