"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"36","Butler",23,11,0.676,16.64,8.62,2346,2073,1.13169319826339,64.2,0.522
"37","Cal Poly",13,16,0.448,-0.57,0.43,1752,1721,1.01801278326554,59.3,0.479
"38","Cal State Bakersfield",14,19,0.424,-6.4,-5.8,2100,2028,1.03550295857988,61.2,0.52
"39","Cal State Fullerton",9,22,0.29,-8.58,-1.06,1991,2155,0.923897911832947,65.6,0.5
"40","Cal State Northridge",9,24,0.273,-6.61,0.39,2148,2325,0.923870967741935,65.9,0.514
"41","UC-Davis",25,7,0.781,2.19,-2.58,2263,2068,1.09429400386847,62.9,0.606
"42","UC-Irvine",21,13,0.618,3.63,0.45,2295,2113,1.0861334595362,63.7,0.544
"43","UC-Riverside",14,17,0.452,-4.65,-1.16,2025,2050,0.98780487804878,65.2,0.513
"44","UC-Santa Barbara",19,14,0.576,3.47,0.98,2258,2112,1.06912878787879,62.7,0.536
"45","University of California",18,15,0.545,5.36,6.15,2195,2221,0.988293561458802,66.3,0.513
"46","Campbell",10,22,0.313,-11.13,-5.3,2045,2124,0.962806026365348,63.3,0.528
"47","Canisius",18,15,0.545,-0.04,-2.79,2168,2077,1.043813192104,64.2,0.505
"48","Central Arkansas",2,27,0.069,-22.84,-5.94,1894,2384,0.794463087248322,71.3,0.524
"49","Central Connecticut State",5,26,0.161,-16.56,-5.62,1834,2173,0.843994477680626,64,0.482
"50","Central Florida",12,18,0.4,-5.73,0.78,1981,2153,0.920111472364143,64,0.523
"51","Central Michigan",23,9,0.719,5.56,-1.1,2504,2187,1.14494741655235,66.6,0.587
"52","Charleston Southern",19,12,0.613,-4.48,-5.23,2277,2130,1.06901408450704,66.5,0.53
"53","Charlotte",14,18,0.438,1.76,0.35,2362,2317,1.01942166594735,67.2,0.542
"54","Chattanooga",22,10,0.688,-1.63,-4.06,2325,2141,1.0859411489958,66.2,0.549
"55","Chicago State",8,24,0.25,-14.76,-2.48,1855,2115,0.877068557919622,64.5,0.466
"56","Cincinnati",23,11,0.676,10.72,4.4,2113,1898,1.11327713382508,59.6,0.527
"57","Citadel",11,19,0.367,-12.91,-4.68,1919,2058,0.93245869776482,60.3,0.566
"58","Clemson",16,15,0.516,7.73,7.18,1944,1927,1.00882200311365,62.8,0.496
"59","Cleveland State",19,15,0.559,3.07,-0.78,2296,2098,1.09437559580553,62.3,0.567
"60","Coastal Carolina",24,10,0.706,-1.02,-6.18,2438,2121,1.14945780292315,65.2,0.537
"61","Colgate",16,17,0.485,-2.91,-3.41,2177,2125,1.02447058823529,60.5,0.58
"62","College of Charleston",9,24,0.273,-7.23,-1.26,1934,2131,0.907555138432661,61.7,0.491
"63","Colorado State",27,7,0.794,8.12,0.69,2454,2181,1.1251719394773,65.3,0.539
"64","Colorado",16,18,0.471,7.01,6.19,2345,2317,1.01208459214502,65.6,0.528
"65","Columbia",13,15,0.464,-0.38,-1.49,1816,1737,1.0454807138745,60.6,0.55
"66","Connecticut",20,15,0.571,8.28,4.22,2243,2101,1.06758686339838,61.9,0.533
"67","Coppin State",8,23,0.258,-17.84,-4.78,2219,2558,0.867474589523065,73.6,0.507
"68","Cornell",13,17,0.433,-3.58,-1.92,1868,1838,1.01632208922742,64.4,0.505
"69","Creighton",14,19,0.424,7.48,7.05,2221,2207,1.00634345265066,63.3,0.533
"70","Dartmouth",14,15,0.483,-3.11,-3.32,1835,1829,1.00328048113723,62.9,0.52
"71","Davidson",24,8,0.75,11.97,3.19,2529,2221,1.13867627194957,67.2,0.578
"72","Dayton",27,9,0.75,10.98,4.06,2439,2190,1.11369863013699,64.2,0.565
"73","Delaware State",18,18,0.5,-10.78,-6.75,2533,2607,0.971614883007288,69.3,0.519
"74","Delaware",10,20,0.333,-7.76,-1.69,1979,2161,0.915779731605738,65.7,0.509
"75","Denver",12,18,0.4,-3.96,-3.13,1865,1890,0.986772486772487,58.2,0.593
"76","DePaul",12,20,0.375,3.3,7.49,2220,2354,0.943075615972812,67.3,0.544
"77","Detroit Mercy",15,18,0.455,-2.25,0.13,2334,2335,0.999571734475375,68.2,0.535
"78","Drake",9,22,0.29,-6.04,2.22,1844,2070,0.890821256038647,58.9,0.567
"79","Drexel",11,19,0.367,-5.71,-0.85,1787,1930,0.925906735751295,61.4,0.493
"80","Duke",35,4,0.897,24.97,9.87,3091,2502,1.23541167066347,65.9,0.593
"81","Duquesne",12,19,0.387,-2.93,1.41,2213,2303,0.960920538428137,67.2,0.537
"82","East Carolina",14,19,0.424,-2.84,1,2116,2176,0.972426470588235,63.1,0.518
"83","East Tennessee State",16,14,0.533,-4.8,-4.01,2201,2140,1.0285046728972,68.8,0.543
"84","Eastern Illinois",18,15,0.545,-5.52,-2.42,2097,2136,0.981741573033708,63.2,0.535
"85","Eastern Kentucky",21,12,0.636,-0.03,-4.16,2373,2100,1.13,65.5,0.584
"86","Eastern Michigan",21,14,0.6,1.96,-0.14,2429,2230,1.08923766816144,66.7,0.517
"87","Eastern Washington",26,9,0.743,0.79,-3.84,2820,2588,1.08964451313756,68.3,0.591
"88","Elon",15,18,0.455,-5.91,-2.69,2329,2329,1,69.5,0.521
"89","Evansville",24,12,0.667,3.36,-0.07,2552,2361,1.08089792460822,66.1,0.571
"90","Fairfield",7,24,0.226,-8.63,-2.31,1845,2041,0.903968642822146,62.1,0.497
"91","Fairleigh Dickinson",8,21,0.276,-12.22,-4.54,1956,2130,0.91830985915493,67.7,0.509
"92","Florida A&M",2,27,0.069,-26.04,-8.52,1607,2115,0.759810874704492,65.7,0.454
"93","Florida Atlantic",9,20,0.31,-7.8,-2.06,1815,1934,0.93846949327818,64.2,0.511
"94","Florida Gulf Coast",22,11,0.667,-1.81,-4.98,2224,2085,1.06666666666667,64.9,0.513
"95","Florida International",16,17,0.485,-7.78,-3.23,2060,2153,0.956804458894566,65.5,0.515
"96","Florida State",17,16,0.515,6.69,7.02,2199,2210,0.995022624434389,65.7,0.539
"97","Florida",16,17,0.485,13.27,9.67,2101,1982,1.06004036326942,62.8,0.519
"98","Fordham",10,21,0.323,-2.15,2.72,2015,2144,0.939832089552239,66.3,0.509
"99","Fresno State",15,17,0.469,-2.23,1.3,2086,2123,0.982571832312765,64.3,0.52
"100","Furman",11,22,0.333,-10.55,-3.46,2098,2245,0.934521158129176,63.1,0.531
"101","Gardner-Webb",20,15,0.571,-5.24,-3.11,2619,2595,1.00924855491329,68.4,0.547
"102","George Mason",9,22,0.29,-1.43,4.6,1996,2147,0.929669306008384,65.1,0.503
"103","George Washington",22,13,0.629,8.07,2.79,2354,2169,1.08529276164131,63.4,0.524
"104","Georgetown",22,11,0.667,15.48,9.81,2340,2153,1.0868555503948,64.6,0.552
"105","Georgia Southern",22,9,0.71,-0.4,-4.72,2112,1865,1.13243967828418,65,0.513
"106","Georgia State",25,10,0.714,5.47,-2.03,2499,2184,1.14423076923077,64.3,0.563
"107","Georgia Tech",12,19,0.387,7.16,8.45,1962,2002,0.98001998001998,63.9,0.475
"108","Georgia",21,12,0.636,12.42,8.6,2250,2124,1.05932203389831,64.8,0.53
"109","Gonzaga",35,3,0.921,21.12,5.12,2989,2343,1.27571489543321,65.2,0.606
"110","Grambling",2,27,0.069,-30.67,-8,1509,2105,0.716864608076009,65.7,0.445
"111","Grand Canyon",17,15,0.531,-6.62,-5.45,2198,2188,1.00457038391225,64.7,0.549
"112","Green Bay",24,9,0.727,5.7,-0.4,2252,2006,1.12263210368893,65,0.525
"113","Hampton",17,18,0.486,-8.25,-7.08,2346,2387,0.982823627984918,69.5,0.496
"114","Hartford",14,16,0.467,-8.58,-5.16,1858,1924,0.965696465696466,63.4,0.51
"115","Harvard",22,8,0.733,4.47,-0.25,1926,1727,1.11522872032426,61.2,0.524
"116","Hawaii",22,13,0.629,2.65,-0.83,2551,2387,1.06870548806033,69.9,0.528
"117","High Point",23,10,0.697,-2.47,-4.61,2407,2231,1.07888839085612,63.7,0.567
"118","Hofstra",20,14,0.588,3.78,-4.46,2668,2388,1.11725293132328,69.2,0.557
"119","Holy Cross",14,16,0.467,-6.23,-3.82,1981,2020,0.980693069306931,63.6,0.518
"120","Houston Baptist",12,16,0.429,-13.18,-5.63,2028,2063,0.983034415899176,69.3,0.538
"121","Houston",13,19,0.406,-2.06,-0.91,2060,2097,0.982355746304244,63.9,0.498
"122","Howard",16,16,0.5,-9.89,-7.86,2032,2004,1.01397205588822,64.8,0.519
"123","Idaho State",7,23,0.233,-11.52,-5.45,1937,2075,0.933493975903614,64,0.517
"124","Idaho",13,17,0.433,-5.75,-4.79,2301,2269,1.01410312913178,68.2,0.566
"125","Illinois-Chicago",10,24,0.294,-7.86,-0.36,2201,2389,0.921305985768104,64.8,0.495
"126","Illinois State",22,13,0.629,7.96,2.87,2385,2170,1.09907834101382,64.1,0.526
"127","Illinois",19,14,0.576,12.42,6.93,2281,2100,1.08619047619048,65,0.522
"128","Incarnate Word",18,11,0.621,-6.15,-6.47,2298,2180,1.05412844036697,69.6,0.574
"129","Indiana State",15,16,0.484,-0.49,1.21,2060,2101,0.980485483103284,66,0.536
"130","Indiana",20,14,0.588,12.94,7.2,2633,2438,1.07998359310911,66.9,0.573
"131","Iona",26,9,0.743,3.71,-2.52,2782,2564,1.08502340093604,70.6,0.576
"132","Iowa State",25,9,0.735,17.94,9.15,2645,2346,1.12745098039216,69.8,0.571
"133","Iowa",22,12,0.647,15.83,8.39,2372,2119,1.11939594148183,64.5,0.527
"134","IPFW",16,15,0.516,-3.13,-3.41,2171,2081,1.04324843825084,65.4,0.569
"135","IUPUI",10,21,0.323,-8.28,-1.93,1883,2080,0.905288461538462,64,0.502
"136","Jackson State",11,21,0.344,-12.36,-9.52,1941,2032,0.955216535433071,64.9,0.463
"137","Jacksonville State",12,19,0.387,-12.65,-4.52,1939,2126,0.912041392285983,64.8,0.483
"138","Jacksonville",10,22,0.313,-16.7,-6.46,2058,2303,0.893617021276596,65.1,0.506
"139","James Madison",19,14,0.576,-2.65,-1.53,2217,2254,0.983584738243123,64.2,0.556
"140","Kansas State",15,17,0.469,8.48,9.29,2016,2042,0.987267384916748,63.1,0.519
"141","Kansas",27,9,0.75,18.47,12.13,2561,2333,1.09772824689241,66.7,0.539
"142","Kennesaw State",10,22,0.313,-17.33,-5.1,2027,2363,0.857807871349979,66.8,0.501
"143","Kent State",23,12,0.657,2.04,-0.94,2313,2202,1.05040871934605,62.1,0.524
"144","Kentucky",38,1,0.974,28.72,8.67,2900,2118,1.36921624173749,63.8,0.558
"145","La Salle",17,16,0.515,4.85,3.91,2086,2055,1.01508515815085,64.3,0.506
"146","Lafayette",20,13,0.606,-3.37,-3.12,2426,2409,1.00705687007057,64.8,0.589
"147","Lamar",15,15,0.5,-9.75,-5.29,2146,2132,1.00656660412758,68.8,0.539
"148","Lehigh",16,14,0.533,-3,-3.55,2042,2000,1.021,66.3,0.531
"149","Liberty",8,24,0.25,-16.01,-6.44,2045,2222,0.92034203420342,66.7,0.52
"150","Lipscomb",14,17,0.452,-10.82,-5.15,2232,2322,0.961240310077519,69.2,0.529
"151","Long Beach State",16,17,0.485,1.64,4.16,2188,2221,0.985141828005403,65.8,0.518
"152","Long Island University",12,18,0.4,-9.09,-5.32,2022,2135,0.947072599531616,68.1,0.493
"153","Longwood",11,23,0.324,-12.96,-5.53,2311,2491,0.927739863508631,67.7,0.531
"154","Louisiana-Lafayette",22,14,0.611,0.82,-3.61,2789,2520,1.10674603174603,71.6,0.552
"155","Louisiana-Monroe",24,14,0.632,-1.99,-2.88,2454,2299,1.06742061765985,63.5,0.503
"156","Louisiana State",22,11,0.667,11.39,5.63,2423,2233,1.08508732646664,69.6,0.533
"157","Louisiana Tech",27,9,0.75,5.75,-1.34,2632,2362,1.11430990685859,67.9,0.537
"158","Louisville",27,9,0.75,18.12,8.98,2483,2154,1.152739090065,65.6,0.512
"159","Loyola (IL)",24,13,0.649,2.35,0.46,2324,2235,1.03982102908277,60.4,0.563
"160","Loyola Marymount",8,23,0.258,-4.13,5.28,1928,2188,0.881170018281536,62.9,0.508
"161","Loyola (MD)",11,19,0.367,-10.75,-3.38,1764,1985,0.888664987405542,62.3,0.47
"162","Maine",3,27,0.1,-17.8,-3.4,1812,2244,0.807486631016043,66.3,0.501
"163","Manhattan",19,14,0.576,-1.34,-3.34,2300,2234,1.02954341987466,68.2,0.537
"164","Marist",7,25,0.219,-10.55,-2.93,1957,2201,0.889141299409359,66.4,0.509
"165","Marquette",13,19,0.406,7.08,9.02,2083,2145,0.971095571095571,64.6,0.524
"166","Marshall",11,21,0.344,-6.45,-0.22,2137,2288,0.934003496503496,71,0.499
"167","Maryland-Baltimore County",4,26,0.133,-16.17,-5.14,1682,2013,0.835568802781918,64.4,0.496
"168","Maryland-Eastern Shore",18,15,0.545,-6.55,-6.94,2229,2216,1.00586642599278,65.1,0.549
"169","Maryland",28,7,0.8,13.32,7.63,2417,2218,1.08972046889089,64.7,0.562
"170","Massachusetts-Lowell",12,17,0.414,-11.21,-4.32,1780,1928,0.923236514522822,64.5,0.517
"171","Massachusetts",17,15,0.531,3.59,4.69,2220,2255,0.984478935698448,68.3,0.518
"172","McNeese State",15,16,0.484,-10.05,-5.42,2154,2210,0.974660633484163,66,0.501
"173","Memphis",18,14,0.563,7.15,2.9,2155,2019,1.06736007924715,65.6,0.513
"174","Mercer",19,16,0.543,-2.01,-4.1,2334,2196,1.06284153005464,61.2,0.533
"175","Miami (FL)",25,13,0.658,12,7.05,2592,2404,1.07820299500832,62.5,0.54
"176","Miami (OH)",13,19,0.406,-3.75,0.31,2123,2226,0.953728661275831,65.4,0.535
"177","Michigan State",27,12,0.692,17.46,10,2773,2482,1.11724415793715,63,0.55
"178","Michigan",16,16,0.5,9.56,9.59,2071,2048,1.01123046875,60.7,0.532
"179","Middle Tennessee",19,17,0.528,0.21,-0.39,2285,2247,1.01691143747219,62.1,0.518
"180","Milwaukee",14,16,0.467,-4.85,0.15,1963,2077,0.945113143957631,65.4,0.532
"181","Minnesota",18,15,0.545,12.34,7.21,2449,2233,1.09673085535154,68.2,0.55
"182","Mississippi State",13,19,0.406,2.53,4.72,1977,2032,0.972933070866142,64.1,0.52
"183","Mississippi Valley State",6,26,0.188,-23.94,-7.78,2045,2562,0.798204527712724,71,0.463
"184","Mississippi",21,13,0.618,11.39,7.01,2475,2326,1.06405846947549,67,0.527
"185","Missouri-Kansas City",14,19,0.424,-8.01,-5.07,2164,2202,0.982742960944596,64.9,0.51
"186","Missouri State",11,20,0.355,-4.92,1.67,1850,1989,0.930115635997989,61.1,0.497
"187","Missouri",9,23,0.281,1.13,9.26,1935,2173,0.890473999079613,63.4,0.494
"188","Monmouth",18,15,0.545,-2.18,-2.91,2134,2110,1.01137440758294,64.1,0.525
"189","Montana State",7,23,0.233,-12.91,-3.5,1917,2152,0.890799256505576,66.4,0.506
"190","Montana",20,13,0.606,-1.75,-3.78,2347,2219,1.05768364127986,63.2,0.569
"191","Morehead State",17,17,0.5,-0.66,-3.31,2420,2255,1.07317073170732,67,0.537
"192","Morgan State",7,24,0.226,-16.19,-6.48,1898,2199,0.863119599818099,65.7,0.437
"193","Mount St. Mary's",15,15,0.5,-6.14,-4.4,1893,1945,0.973264781491003,63.1,0.503
"194","Murray State",29,6,0.829,7.13,-2.81,2764,2367,1.16772285593578,67.5,0.578
"195","Navy",13,19,0.406,-7.87,-3.61,1952,2059,0.948033025740651,61.5,0.519
"196","Nebraska-Omaha",12,17,0.414,-7.18,-5.14,2226,2256,0.986702127659574,73.4,0.537
"197","Nebraska",13,18,0.419,5.9,7.58,1905,1957,0.97342871742463,63.8,0.503
"198","Nevada-Las Vegas",18,15,0.545,5.41,3.38,2250,2125,1.05882352941176,65.1,0.535
"199","Nevada",9,22,0.29,-6.03,1.08,1874,2061,0.909267345948569,63.8,0.467
"200","New Hampshire",19,13,0.594,-3.76,-6.29,2148,1973,1.0886974151039,64.5,0.534
"201","New Mexico State",23,11,0.676,3.71,-3.67,2316,2033,1.13920314805706,62.9,0.548
"202","New Mexico",15,16,0.484,2.8,1.03,1921,1866,1.02947481243301,61.9,0.512
"203","New Orleans",11,18,0.379,-11.86,-6.36,2062,2133,0.96671354899203,70,0.523
"204","Niagara",8,22,0.267,-9.27,-1.8,1930,2154,0.896007428040854,65.5,0.502
"205","Nicholls State",10,19,0.345,-15.84,-5.3,1885,2117,0.89041095890411,68.4,0.519
"206","NJIT",21,12,0.636,-3.21,-4.07,2368,2229,1.06235980260206,67.3,0.566
"207","Norfolk State",20,14,0.588,-4.66,-6.35,2385,2254,1.05811889973381,65.4,0.553
"208","North Carolina-Asheville",15,16,0.484,-7.19,-5.65,2242,2183,1.02702702702703,69,0.542
"209","North Carolina A&T",9,23,0.281,-16.76,-8.02,1884,2112,0.892045454545455,63.3,0.49
"210","North Carolina Central",25,8,0.758,0.66,-8.67,2278,1821,1.25096101043383,62.6,0.579
"211","North Carolina-Greensboro",11,22,0.333,-7.99,-4.36,2290,2337,0.979888746255884,67.1,0.524
"212","North Carolina State",22,14,0.611,14.11,9.72,2525,2367,1.0667511618082,64.5,0.526
"213","North Carolina-Wilmington",18,14,0.563,-2.53,-1.92,2239,2200,1.01772727272727,67.9,0.519
"214","North Carolina",26,12,0.684,20.63,11.76,2953,2616,1.12882262996942,69.2,0.548
"215","North Dakota State",23,10,0.697,-1.72,-3.63,2141,2057,1.04083616917842,61.9,0.534
"216","North Dakota",8,22,0.267,-12.16,-3.73,2032,2201,0.923216719672876,68.2,0.525
"217","North Florida",23,12,0.657,-0.82,-5.94,2651,2385,1.11153039832285,67.7,0.585
"218","North Texas",14,17,0.452,-4.95,-0.71,2025,2113,0.958353052531945,67,0.506
"219","Northeastern",23,12,0.657,2.03,-1.34,2397,2279,1.0517770952172,63.5,0.581
"220","Northern Arizona",23,15,0.605,-3.48,-4.13,2606,2556,1.01956181533646,65.2,0.511
"221","Northern Colorado",15,15,0.5,-6.82,-6.21,2242,2203,1.0177031320926,64,0.567
"222","Northern Illinois",14,16,0.467,-1.79,-0.14,1971,1989,0.990950226244344,64,0.521
"223","Northern Iowa",31,4,0.886,12.54,2,2281,1912,1.19299163179916,57.4,0.593
"224","Northern Kentucky",13,17,0.433,-6.85,-4.49,2117,2079,1.01827801827802,65.1,0.547
"225","Northwestern State",19,13,0.594,-5.48,-4.52,2687,2656,1.01167168674699,75.1,0.562
"226","Northwestern",15,17,0.469,6.11,7.2,2031,2066,0.983059051306873,60.5,0.536
"227","Notre Dame",32,6,0.842,19.23,7.02,2963,2499,1.18567426970788,63.7,0.612
"228","Oakland",16,17,0.485,-1.28,1.27,2450,2482,0.987107171635778,66.7,0.561
"229","Ohio State",24,11,0.686,19.68,7.37,2635,2204,1.19555353901996,66,0.567
"230","Ohio",10,20,0.333,-4.15,0.45,2028,2166,0.936288088642659,67.2,0.531
"231","Oklahoma State",18,14,0.563,12.95,9.63,2160,2011,1.07409249129786,64.6,0.547
"232","Oklahoma",24,11,0.686,18.65,9.94,2501,2196,1.13888888888889,67.4,0.532
"233","Old Dominion",27,8,0.771,7.68,-0.15,2273,1999,1.13706853426713,61.1,0.513
"234","Oral Roberts",19,15,0.559,-3.83,-1.99,2377,2343,1.01451131028596,66.4,0.531
"235","Oregon State",17,14,0.548,5.93,4.97,1887,1834,1.0288985823337,62.1,0.51
"236","Oregon",26,10,0.722,11.43,7.65,2713,2550,1.06392156862745,68,0.557
"237","Pacific",12,19,0.387,-3.19,3.31,1996,2115,0.943735224586288,62,0.512
"238","Penn State",18,16,0.529,7.77,7.1,2273,2250,1.01022222222222,65.8,0.516
"239","Pennsylvania",9,19,0.321,-8.32,-1.36,1687,1882,0.896386822529224,63.1,0.523
"240","Pepperdine",18,14,0.563,3.86,2.8,2020,1972,1.02434077079107,64.2,0.514
"241","Pittsburgh",19,15,0.559,8.45,7.36,2279,2230,1.0219730941704,61.2,0.524
"242","Portland State",15,14,0.517,-7.75,-4.86,2083,2098,0.992850333651096,67.2,0.54
"243","Portland",17,16,0.515,3.06,2.67,2315,2253,1.02751886373724,64.6,0.54
"244","Prairie View",15,18,0.455,-10.86,-8.2,2211,2280,0.969736842105263,69.2,0.5
"245","Presbyterian",10,22,0.313,-16.26,-4.51,1978,2214,0.893405600722674,63.3,0.516
"246","Princeton",16,14,0.533,-1.34,-2.92,2066,1972,1.04766734279919,65,0.584
"247","Providence",22,12,0.647,13.71,9.5,2370,2227,1.06421194431971,65.7,0.526
"248","Purdue",21,13,0.618,12.93,7.64,2375,2195,1.08200455580866,64.9,0.539
"249","Quinnipiac",15,15,0.5,-1.46,-3.66,2092,2026,1.03257650542942,66.4,0.494
"250","Radford",22,12,0.647,-3.89,-5.53,2476,2301,1.07605388961321,66.1,0.544
"251","Rhode Island",23,10,0.697,9.31,2.87,2232,1986,1.1238670694864,66.5,0.527
"252","Rice",12,20,0.375,-2.86,-0.79,2052,2107,0.973896535358329,62.8,0.547
"253","Richmond",21,14,0.6,8.65,3.77,2313,2142,1.07983193277311,61.9,0.549
"254","Rider",21,12,0.636,-1.6,-3.11,2153,2103,1.02377555872563,64.6,0.514
"255","Robert Morris",20,15,0.571,-3.02,-3.5,2414,2397,1.00709219858156,66.7,0.536
"256","Rutgers",10,22,0.313,0.23,8.11,1898,2150,0.882790697674419,64.9,0.469
"257","Sacramento State",21,12,0.636,-4.62,-5.45,2342,2250,1.04088888888889,63.5,0.58
"258","Sacred Heart",15,17,0.469,-7.36,-5.97,2360,2367,0.997042670046472,69.2,0.528
"259","Saint Francis (PA)",16,16,0.5,-5.68,-4.97,2061,2050,1.00536585365854,63.8,0.535
"260","Saint Joseph's",13,18,0.419,-0.23,2.58,1912,1999,0.95647823911956,64.1,0.481
"261","Saint Louis",11,21,0.344,-5.38,2.43,1912,2122,0.901036757775683,63.7,0.502
"262","Saint Mary's (CA)",21,10,0.677,8.68,3.78,2141,1984,1.07913306451613,62.5,0.558
"263","Saint Peter's",16,18,0.471,-2.95,-3.92,2081,2048,1.01611328125,61.4,0.508
"264","Sam Houston State",26,9,0.743,2.97,-6.03,2592,2101,1.23369823893384,67.3,0.54
"265","Samford",13,19,0.406,-9.41,-5.57,2216,2301,0.963059539330726,67.2,0.535
"266","San Diego State",27,9,0.75,11.81,4.24,2226,1939,1.14801444043321,60.8,0.496
"267","San Diego",15,16,0.484,5.03,3.47,2006,1949,1.02924576706003,63.3,0.518
"268","San Francisco",14,18,0.438,3.08,2.83,2215,2167,1.02215043839409,65.6,0.535
"269","San Jose State",2,28,0.067,-16.22,1.92,1612,2086,0.772770853307766,64.3,0.452
"270","Santa Clara",14,18,0.438,-0.38,4.12,2027,2136,0.948970037453184,61.3,0.527
"271","Savannah State",9,22,0.29,-18.17,-6.27,1758,2072,0.848455598455598,65.8,0.486
"272","Seattle",18,16,0.529,-5.85,-4.69,2123,2095,1.01336515513127,62.1,0.54
"273","Seton Hall",16,15,0.516,7.95,7.56,2119,2107,1.00569530137636,66,0.514
"274","Siena",11,20,0.355,-6.93,-2.9,2164,2289,0.945391000436872,66.9,0.52
"275","South Alabama",12,21,0.364,-9.46,-3.04,2275,2438,0.933141919606235,68.5,0.523
"276","South Carolina State",11,22,0.333,-17.37,-7.46,1965,2203,0.891965501588743,65,0.46
"277","South Carolina Upstate",24,12,0.667,-2.28,-7.5,2579,2198,1.17333939945405,64.9,0.532
"278","South Carolina",17,16,0.515,10.55,8.24,2146,2046,1.04887585532747,65.3,0.502
"279","South Dakota State",24,11,0.686,3.32,-3.23,2572,2277,1.12955643390426,66.6,0.562
"280","South Dakota",17,16,0.515,-4.9,-3.48,2309,2312,0.998702422145329,65.8,0.517
"281","South Florida",9,23,0.281,-4.96,2.56,1970,2189,0.899954317039744,64.4,0.496
"282","Southeast Missouri State",13,17,0.433,-5.23,-3.73,2087,2064,1.01114341085271,67.2,0.527
"283","Southeastern Louisiana",9,23,0.281,-10.97,-6.14,2186,2324,0.940619621342513,68.4,0.537
"284","Southern California",12,20,0.375,2.15,6.15,2143,2271,0.943637164244826,68.8,0.496
"285","SIU Edwardsville",12,16,0.429,-7.28,-4.54,1909,1884,1.01326963906582,67.3,0.528
"286","Southern Illinois",12,21,0.364,-3.48,-0.6,1968,2044,0.962818003913894,61.7,0.506
