"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"292","Towson",12,16,0.429,-7.63,-2.38,1952,2099,0.929966650786089,NA,0.536
"293","Troy",14,15,0.483,-2.25,-3.09,2166,2040,1.06176470588235,NA,0.545
"294","Tulane",12,17,0.414,-5.44,-0.67,1833,1924,0.952702702702703,NA,0.521
"295","Tulsa",11,17,0.393,-4.66,-0.07,1714,1833,0.935079105291871,NA,0.516
"296","UCLA",32,7,0.821,17.34,8.27,2642,2288,1.15472027972028,NA,0.562
"297","Utah State",23,9,0.719,7.76,1.79,2307,2070,1.11449275362319,NA,0.59
"298","Utah",14,15,0.483,3.28,3.39,1879,1865,1.00750670241287,NA,0.556
"299","Valparaiso",17,12,0.586,-2.47,-4.05,2284,2138,1.06828811973807,NA,0.564
"300","Vanderbilt",17,13,0.567,10.63,7.53,2104,2011,1.04624564893088,NA,0.559
"301","Vermont",13,17,0.433,-4.34,-4.07,1936,1944,0.995884773662551,NA,0.517
"302","Villanova",28,5,0.848,19.51,9.23,2449,2107,1.16231608922639,NA,0.536
"303","Virginia Commonwealth",19,10,0.655,4.55,-0.53,1964,1811,1.0844837106571,NA,0.538
"304","VMI",7,20,0.259,-16.22,-6.72,1924,2053,0.937165124208475,NA,0.529
"305","Virginia Tech",14,16,0.467,8.17,4.67,2060,1955,1.0537084398977,NA,0.522
"306","Virginia",15,15,0.5,6.71,7.71,2038,2032,1.00295275590551,NA,0.515
"307","Wagner",13,14,0.481,-7.42,-6.35,1812,1798,1.00778642936596,NA,0.515
"308","Wake Forest",17,17,0.5,8.16,6.89,2482,2439,1.01763017630176,NA,0.545
"309","Washington State",11,17,0.393,8.25,7.79,1629,1616,1.00804455445545,NA,0.509
"310","Washington",26,7,0.788,18.08,5.96,2706,2306,1.17346053772767,NA,0.56
"311","Weber State",10,17,0.37,-6.19,-1.1,1789,1876,0.95362473347548,NA,0.529
"312","West Virginia",22,11,0.667,14.51,8.54,2334,2093,1.11514572384138,NA,0.56
"313","Western Carolina",13,17,0.433,-8.32,-4.62,2048,2013,1.0173869846001,NA,0.541
"314","Western Illinois",7,21,0.25,-12.02,-3.1,1897,2053,0.924013638577691,NA,0.517
"315","Western Kentucky",23,8,0.742,5.38,-0.35,2408,2220,1.08468468468468,NA,0.568
"316","Western Michigan",14,17,0.452,-5.67,0.23,1970,2127,0.926187118006582,NA,0.489
"317","Wichita State",26,9,0.743,11.45,4.72,2422,2165,1.11870669745958,NA,0.542
"318","William & Mary",8,20,0.286,-5.67,-0.41,1815,1944,0.933641975308642,NA,0.508
"319","Winthrop",23,8,0.742,6.28,-4.93,2276,1897,1.19978914074855,NA,0.551
"320","Wisconsin",19,12,0.613,13.14,7.24,2205,2035,1.08353808353808,NA,0.52
"321","Wofford",11,18,0.379,-7.9,-2.98,1947,1909,1.0199057097957,NA,0.541
"322","Wright State",13,15,0.464,-3.59,-1.4,1780,1798,0.989988876529477,NA,0.523
"323","Wyoming",14,18,0.438,2.15,3.82,2151,2150,1.00046511627907,NA,0.51
"324","Xavier",21,11,0.656,10.11,1.99,2290,2030,1.12807881773399,NA,0.566
"325","Yale",15,14,0.517,-7.31,-5.71,1939,1981,0.978798586572438,NA,0.529
"326","Youngstown State",7,21,0.25,-7.59,-2.33,1908,2008,0.950199203187251,NA,0.527
