"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"195","Navy",9,21,0.3,-11.95,-5.46,1820,1957,0.929994890137966,62.9,0.487
"196","Nebraska-Omaha",17,15,0.531,-1.19,-2.78,2558,2404,1.06405990016639,73.7,0.551
"197","Nebraska",19,13,0.594,10.13,8.5,2137,2085,1.02494004796163,65.4,0.528
"198","Nevada-Las Vegas",20,13,0.606,8.55,2.76,2355,2164,1.08826247689464,66.5,0.521
"199","Nevada",15,17,0.469,1.98,3.48,2316,2364,0.979695431472081,65.1,0.534
"200","New Hampshire",6,24,0.2,-13.97,-5.9,1735,1945,0.892030848329049,63.5,0.483
"201","New Mexico State",26,10,0.722,6.16,-2.58,2771,2415,1.14741200828157,66.9,0.576
"202","New Mexico",27,7,0.794,12.72,4.84,2516,2248,1.11921708185053,65.6,0.556
"203","New Orleans",11,15,0.423,-15.03,-5.53,1858,1987,0.935078007045798,72.6,0.523
"204","Niagara",7,26,0.212,-8.16,-1.34,2484,2709,0.916943521594684,73.8,0.518
"205","Nicholls State",14,15,0.483,-13.13,-7.67,1986,2114,0.939451277199622,66.8,0.526
"206","NJIT",13,16,0.448,-12.52,-7.48,2109,2061,1.02328966521106,68.8,0.548
"207","Norfolk State",19,15,0.559,-7.82,-7.17,2428,2398,1.01251042535446,66,0.549
"208","North Carolina-Asheville",17,15,0.531,-6.81,-5.5,2486,2424,1.02557755775578,70.2,0.563
"209","North Carolina A&T",9,23,0.281,-16.43,-7.4,2089,2342,0.89197267292912,67.5,0.501
"210","North Carolina Central",28,6,0.824,3.97,-8.03,2513,2023,1.24221453287197,64.7,0.559
"211","North Carolina-Greensboro",14,18,0.438,-12.33,-6.12,2267,2373,0.955330804888327,70.6,0.522
"212","North Carolina State",22,14,0.611,9.02,7.44,2561,2504,1.02276357827476,64.9,0.529
"213","North Carolina-Wilmington",9,23,0.281,-8.75,-0.78,2018,2221,0.908599729851418,64.8,0.474
"214","North Carolina",24,10,0.706,15.24,8.42,2604,2372,1.09780775716695,70,0.526
"215","North Dakota State",26,7,0.788,6.31,-0.02,2492,2164,1.15157116451017,63.9,0.593
"216","North Dakota",17,17,0.5,-6.84,-3.78,2526,2537,0.995664170279858,68.9,0.542
"217","North Florida",16,16,0.5,-7.52,-3.32,2318,2377,0.975178796802692,69.2,0.544
"218","North Texas",16,16,0.5,-4.67,-1.53,2228,2313,0.963251188932123,69.7,0.504
"219","Northeastern",11,21,0.344,-3.11,-0.3,2109,2199,0.959072305593452,64.8,0.515
"220","Northern Arizona",15,17,0.469,-6.6,-4.37,2144,2189,0.979442667884879,63.6,0.538
"221","Northern Colorado",18,14,0.563,-4.33,-6.09,2364,2248,1.05160142348754,64.1,0.573
"222","Northern Illinois",15,17,0.469,-3.54,-1.28,1992,2012,0.990059642147117,63.8,0.487
"223","Northern Iowa",16,15,0.516,5.29,2.85,2256,2149,1.0497906002792,65.6,0.564
"224","Northern Kentucky",9,21,0.3,-10.53,-4.97,2044,2211,0.924468566259611,64.3,0.54
"225","Northwestern State",17,14,0.548,-3.59,-4.66,2686,2599,1.03347441323586,77.6,0.555
"226","Northwestern",14,19,0.424,4.72,8.57,1964,2091,0.939263510282162,62.6,0.5
"227","Notre Dame",15,17,0.469,8.19,6.78,2303,2258,1.0199291408326,64,0.547
"228","Oakland",13,20,0.394,-2.23,2.78,2455,2554,0.96123727486296,68.8,0.549
"229","Ohio State",25,10,0.714,17.84,8.12,2432,2092,1.16252390057361,65.1,0.54
"230","Ohio",25,12,0.676,2.7,-1.17,2647,2480,1.06733870967742,66.3,0.575
"231","Oklahoma State",21,13,0.618,19.02,8.34,2728,2365,1.15348837209302,69.5,0.569
"232","Oklahoma",23,10,0.697,14.91,8.97,2704,2508,1.07814992025518,71.7,0.56
"233","Old Dominion",18,18,0.5,-1.12,-0.81,2311,2322,0.99526270456503,64.2,0.505
"234","Oral Roberts",17,16,0.515,-2.94,-4.43,2357,2287,1.03060778312199,65.5,0.545
"235","Oregon State",16,16,0.5,6.03,5.87,2425,2420,1.00206611570248,68.3,0.578
"236","Oregon",24,10,0.706,15.75,8.05,2783,2521,1.10392701309004,69.9,0.583
"237","Pacific",18,16,0.529,1.74,3.25,2484,2523,0.984542211652794,67.2,0.552
"238","Penn State",16,18,0.471,7.68,7.06,2409,2388,1.00879396984925,66.4,0.53
"239","Pennsylvania",8,20,0.286,-6.59,-0.01,1911,2095,0.912171837708831,70.1,0.531
"240","Pepperdine",15,16,0.484,0.8,2.6,2206,2247,0.981753449043169,66.7,0.547
"241","Pittsburgh",26,10,0.722,17.46,7.54,2586,2229,1.16016150740242,62.4,0.55
"242","Portland State",17,15,0.531,-7.59,-5.59,2320,2311,1.00389441800087,65.6,0.561
"243","Portland",15,16,0.484,4.77,1.73,2327,2233,1.04209583519928,67.2,0.551
"244","Prairie View",11,23,0.324,-16.72,-7.99,2362,2623,0.900495615707205,68.3,0.508
"245","Presbyterian",6,26,0.188,-20.71,-7.51,2092,2445,0.855623721881391,66.7,0.53
"246","Princeton",21,9,0.7,3.01,-2.4,2118,1931,1.09684101501813,64.6,0.564
"247","Providence",23,12,0.657,11.37,7.85,2566,2443,1.05034793286942,64.9,0.539
"248","Purdue",15,17,0.469,8.21,7.62,2312,2293,1.0082860880942,67.9,0.508
"249","Quinnipiac",20,12,0.625,-0.13,-2.41,2521,2448,1.02982026143791,70.9,0.521
"250","Radford",22,13,0.629,-7.9,-8.31,2729,2600,1.04961538461538,68.7,0.563
"251","Rhode Island",14,18,0.438,2.87,3.26,2169,2178,0.995867768595041,67.4,0.523
"252","Rice",7,23,0.233,-9.43,-0.43,1853,2083,0.889582333173308,64.9,0.506
"253","Richmond",19,14,0.576,5.7,4.3,2196,2150,1.02139534883721,64.7,0.517
"254","Rider",14,17,0.452,-4.34,-1.69,2292,2374,0.965459140690817,68.2,0.553
"255","Robert Morris",22,14,0.611,-3.52,-3.79,2593,2583,1.0038714672861,66.9,0.543
"256","Rutgers",12,21,0.364,-0.29,5.8,2347,2515,0.933200795228628,69.4,0.517
"257","Sacramento State",14,16,0.467,-8.04,-5.54,2070,2079,0.995670995670996,63.7,0.553
"258","Sacred Heart",5,26,0.161,-12.93,-5.97,2162,2378,0.909167367535744,68.5,0.503
"259","Saint Francis (PA)",10,21,0.323,-13.2,-5.65,1916,2150,0.891162790697674,63.2,0.503
"260","Saint Joseph's",24,10,0.706,9.05,5.08,2433,2298,1.05874673629243,66,0.563
"261","Saint Louis",27,7,0.794,11.63,4.24,2374,2105,1.12779097387173,67.4,0.533
"262","Saint Mary's (CA)",23,12,0.657,9.35,4.29,2502,2292,1.09162303664921,63.5,0.56
"263","Saint Peter's",14,17,0.452,-5.88,-3.27,1961,2042,0.960333006856024,63.7,0.505
"264","Sam Houston State",24,11,0.686,-4.45,-7.6,2647,2431,1.08885232414644,67,0.562
"265","Samford",13,20,0.394,-14.91,-7.41,2327,2521,0.923046410154701,67.9,0.549
"266","San Diego State",31,5,0.861,14.95,4.86,2530,2052,1.23294346978558,63.9,0.519
"267","San Diego",18,17,0.514,2.16,1.97,2362,2283,1.03460359176522,63.8,0.547
"268","San Francisco",21,12,0.636,5.92,4.28,2469,2357,1.04751803139584,66.3,0.561
"269","San Jose State",7,24,0.226,-7.96,3.05,1938,2222,0.872187218721872,65.5,0.495
"270","Santa Clara",14,19,0.424,0.88,3.01,2340,2325,1.00645161290323,65.6,0.535
"271","Savannah State",13,19,0.406,-9.57,-5.37,1968,2057,0.956733106465727,65.3,0.501
"272","Seattle",13,17,0.433,-5.86,-4.11,2139,2119,1.00943841434639,68.4,0.512
"273","Seton Hall",17,17,0.5,7.53,5.56,2442,2375,1.02821052631579,66.1,0.564
"274","Siena",20,18,0.526,-0.86,-0.15,2635,2662,0.989857250187829,67.2,0.508
"275","South Alabama",11,20,0.355,-5.08,-0.51,2136,2182,0.978918423464711,66.7,0.509
"276","South Carolina State",9,21,0.3,-17.21,-5.96,1883,2180,0.863761467889908,66.6,0.474
"277","South Carolina Upstate",19,15,0.559,-2.02,-4.61,2398,2282,1.05083260297984,66.9,0.538
"278","South Carolina",14,20,0.412,5.41,6.96,2323,2376,0.977693602693603,66.8,0.515
"279","South Dakota State",19,13,0.594,-0.17,-1.93,2315,2198,1.05323020928116,67,0.558
"280","South Dakota",12,18,0.4,-7.07,-0.81,2084,2152,0.968401486988848,66.9,0.546
"281","South Florida",12,20,0.375,-0.52,4.6,2100,2264,0.92756183745583,66.2,0.503
"282","Southeast Missouri State",18,14,0.563,-5.49,-6.59,2654,2514,1.05568814638027,71.8,0.583
"283","Southeastern Louisiana",12,18,0.4,-13.06,-7.67,2085,2172,0.959944751381215,66.7,0.543
"284","Southern California",11,21,0.344,2.6,8.02,2258,2410,0.936929460580913,70.4,0.517
"285","SIU Edwardsville",11,20,0.355,-10.61,-5.33,2264,2364,0.957698815566836,69.1,0.56
"286","Southern Illinois",14,19,0.424,-0.46,0.23,2208,2208,1,63.6,0.534
