"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"53","Citadel",8,20,0.286,-12.19,-3.9,1858,1933,0.96120020693223,NA,0.501
"54","Clemson",15,13,0.536,5.67,5.35,1916,1907,1.0047194546408,NA,0.518
"55","Cleveland State",8,22,0.267,-6.95,0.62,1969,2196,0.896630236794171,NA,0.535
"56","Coastal Carolina",13,15,0.464,-12.45,-8.95,1886,1925,0.97974025974026,NA,0.526
"57","Colgate",14,14,0.5,-8.35,-6.46,1897,1869,1.01498127340824,NA,0.524
"58","College of Charleston",25,8,0.758,1.21,-3.18,2461,2233,1.10210479175996,NA,0.546
"59","Colorado State",19,14,0.576,5.38,4.41,2450,2363,1.03681760473974,NA,0.579
"60","Colorado",20,12,0.625,12.82,8.01,2405,2251,1.06841403820524,NA,0.518
"61","Columbia",2,25,0.074,-17.28,-4.83,1340,1676,0.799522673031026,NA,0.468
"62","Connecticut",23,10,0.697,15.84,7.63,2622,2351,1.11527009783071,NA,0.545
"63","Coppin State",11,17,0.393,-11,-7.39,1625,1726,0.941483198146002,NA,0.521
"64","Cornell",9,18,0.333,-12.24,-4.27,1641,1831,0.896231567449481,NA,0.516
"65","Creighton",29,5,0.853,15.33,1.03,2688,2202,1.22070844686649,NA,0.59
"66","Dartmouth",8,19,0.296,-10.64,-5.44,1625,1725,0.942028985507246,NA,0.529
"67","Davidson",17,10,0.63,0.21,-2.25,2180,1920,1.13541666666667,NA,0.586
"68","Dayton",24,6,0.8,11,5.17,2182,2007,1.08719481813652,NA,0.558
"69","Delaware State",15,12,0.556,-9.94,-9.57,1680,1690,0.994082840236686,NA,0.538
"70","Delaware",15,14,0.517,-1.22,-1.54,1990,1981,1.00454316002019,NA,0.503
"71","Denver",17,15,0.531,1.53,-0.28,2268,2210,1.0262443438914,NA,0.513
"72","DePaul",16,13,0.552,8.84,6.49,1949,1881,1.0361509835194,NA,0.527
"73","Detroit Mercy",18,12,0.6,5.86,-0.1,2128,1935,1.09974160206718,NA,0.551
"74","Drake",10,20,0.333,-4.28,1.47,2017,2106,0.957739791073124,NA,0.561
"75","Drexel",19,12,0.613,1.56,-1.45,2127,2020,1.0529702970297,NA,0.516
"76","Duke",26,7,0.788,19.86,8.38,2677,2298,1.16492602262837,NA,0.556
"77","Duquesne",9,21,0.3,-4.38,2.29,2001,2201,0.909132212630622,NA,0.534
"78","East Carolina",12,15,0.444,1.81,4.73,1760,1757,1.00170745589072,NA,0.492
"79","East Tennessee State",20,11,0.645,-0.9,-2.94,2543,2332,1.09048027444254,NA,0.551
"80","Eastern Illinois",14,15,0.483,-3.17,-1.92,2242,2269,0.988100484795064,NA,0.537
"81","Eastern Kentucky",11,17,0.393,-10.99,-5.03,2172,2185,0.994050343249428,NA,0.537
"82","Eastern Michigan",14,14,0.5,-3.84,-0.91,2210,2202,1.00363306085377,NA,0.545
"83","Eastern Washington",18,13,0.581,2.53,-0.8,2189,2073,1.05595754944525,NA,0.563
"84","Elon",12,15,0.444,-13.62,-7.97,1706,1835,0.929700272479564,NA,0.5
"85","Evansville",12,16,0.429,-0.71,2.97,1960,2063,0.950072709646146,NA,0.582
"86","Fairfield",19,12,0.613,-0.25,-1.06,2197,2172,1.01151012891344,NA,0.533
"87","Fairleigh Dickinson",15,14,0.517,-11.53,-9.91,2106,2153,0.978169995355318,NA,0.541
"88","Florida A&M",17,12,0.586,-10.58,-10.3,2073,2084,0.994721689059501,NA,0.542
"89","Florida Atlantic",7,21,0.25,-12.55,-4.18,1951,2151,0.907019990701999,NA,0.48
"90","Florida International",8,21,0.276,-5.27,-0.19,1755,1869,0.93900481540931,NA,0.481
"91","Florida State",14,15,0.483,9,7.75,1974,1930,1.02279792746114,NA,0.517
"92","Florida",25,8,0.758,18.54,7.76,2484,2128,1.16729323308271,NA,0.578
"93","Fordham",2,26,0.071,-9.48,4.03,1810,2188,0.827239488117002,NA,0.497
"94","Fresno State",20,8,0.714,5.29,0.44,2006,1870,1.07272727272727,NA,0.537
"95","Furman",14,17,0.452,-7.33,-3.15,2047,2053,0.997077447637604,NA,0.509
"96","Gardner-Webb",5,24,0.172,-11.04,-3.36,1964,2171,0.904652233993551,NA,0.486
"97","George Mason",16,12,0.571,2.27,-1.3,1794,1694,1.0590318772137,NA,0.503
"98","George Washington",12,17,0.414,2.82,3.34,2070,2085,0.992805755395683,NA,0.534
"99","Georgetown",19,15,0.559,12.86,6.27,2584,2360,1.09491525423729,NA,0.522
"100","Georgia Southern",16,13,0.552,-7.77,-5.61,2226,2207,1.00860897145446,NA,0.537
"101","Georgia State",14,15,0.483,-6.1,-5.85,2145,2137,1.00374356574637,NA,0.541
"102","Georgia Tech",16,15,0.516,12.2,7.94,2297,2165,1.06096997690531,NA,0.53
"103","Georgia",19,8,0.704,17.3,11.3,2138,1976,1.08198380566802,NA,0.552
"104","Gonzaga",24,9,0.727,12.26,3.8,2558,2279,1.1224221149627,NA,0.573
"105","Grambling",12,18,0.4,-17.04,-7.47,2188,2397,0.912807676261994,NA,0.512
"106","Green Bay",10,20,0.333,-3.32,0.68,2029,2159,0.939786938397406,NA,0.524
"107","Hampton",19,11,0.633,-7.85,-10.51,2144,2064,1.03875968992248,NA,0.538
"108","Hartford",16,13,0.552,-5.47,-5.5,1907,1856,1.02747844827586,NA,0.499
"109","Harvard",12,15,0.444,-5.8,-3.65,1929,1980,0.974242424242424,NA,0.523
"110","Hawaii",19,12,0.613,4.53,1.56,2180,2088,1.04406130268199,NA,0.542
"111","High Point",7,20,0.259,-15.76,-9.08,1850,2022,0.914935707220574,NA,0.52
"112","Hofstra",8,21,0.276,-8.57,-2.06,1859,2048,0.90771484375,NA,0.486
"113","Holy Cross",26,5,0.839,5.26,-5.38,2180,1821,1.19714442613948,NA,0.552
"114","Houston",8,20,0.286,-3.03,4.94,1631,1854,0.879719525350593,NA,0.485
"115","Howard",13,17,0.433,-10.35,-10.72,2196,2185,1.00503432494279,NA,0.52
"116","Idaho State",15,14,0.517,-3.25,-2.66,2064,2046,1.00879765395894,NA,0.52
"117","Idaho",13,15,0.464,-4.16,-2.49,1759,1776,0.990427927927928,NA,0.505
"118","Illinois-Chicago",21,9,0.7,6.15,-0.12,2249,2062,1.09068865179437,NA,0.541
"119","Illinois State",8,21,0.276,-3.41,2.18,1873,2035,0.92039312039312,NA,0.531
"120","Illinois",25,7,0.781,19.82,6.76,2388,1970,1.21218274111675,NA,0.574
"121","Indiana State",7,24,0.226,-6.95,2.37,1749,2038,0.85819430814524,NA,0.472
"122","Indiana",21,13,0.618,12.63,9.81,2376,2280,1.04210526315789,NA,0.537
"123","Iona",17,12,0.586,-0.09,-3.59,2174,2073,1.04872165943078,NA,0.551
"124","Iowa State",17,14,0.548,9.82,6.05,2187,2052,1.06578947368421,NA,0.532
"125","Iowa",17,14,0.548,8.44,5.83,2141,2060,1.03932038834951,NA,0.538
"126","IPFW",9,21,0.3,-10.94,-2.26,2055,2297,0.894645189377449,NA,0.526
"127","IUPUI",20,14,0.588,-2.43,-1.8,2423,2406,1.00706566916043,NA,0.545
"128","Jackson State",10,18,0.357,-11.97,-7.93,1972,2085,0.945803357314149,NA,0.509
"129","Jacksonville State",20,10,0.667,-5.75,-7.23,2269,2145,1.05780885780886,NA,0.549
"130","Jacksonville",13,16,0.448,-10.41,-6.12,1921,2011,0.955246146195922,NA,0.513
"131","James Madison",13,17,0.433,-4.76,-2.45,2017,2054,0.981986368062317,NA,0.518
"132","Kansas State",13,17,0.433,10.13,7.37,2089,1985,1.05239294710327,NA,0.531
"133","Kansas",30,8,0.789,25,10.53,3141,2541,1.23612750885478,NA,0.556
"134","Kent State",21,10,0.677,5.03,0.56,2381,2193,1.08572731418149,NA,0.581
"135","Kentucky",32,4,0.889,22.47,9.33,2782,2309,1.20485058466869,NA,0.567
"136","La Salle",12,17,0.414,0.06,3.16,1981,2071,0.956542732979237,NA,0.503
"137","Lafayette",13,16,0.448,-8.14,-5.22,1969,1976,0.996457489878543,NA,0.549
"138","Lamar",13,14,0.481,-9.22,-8.11,1771,1781,0.994385176866929,NA,0.522
"139","Lehigh",16,12,0.571,-6.59,-6.62,1829,1779,1.02810567734682,NA,0.528
"140","Liberty",14,15,0.483,-13.91,-10.35,1900,2016,0.942460317460317,NA,0.514
"141","Long Beach State",5,22,0.185,-12.82,-0.78,1711,2013,0.849975161450571,NA,0.532
"142","Long Island University",9,19,0.321,-13.65,-7.72,2102,2268,0.926807760141093,NA,0.515
"143","Louisiana-Lafayette",20,10,0.667,7.92,1.24,2326,2085,1.11558752997602,NA,0.554
"144","Louisiana-Monroe",12,16,0.429,-10.89,-6.67,2013,2122,0.948633364750236,NA,0.487
"145","Louisiana State",21,11,0.656,16.08,6.83,2326,2030,1.14581280788177,NA,0.562
"146","Louisiana Tech",12,15,0.444,-1.39,2.93,1855,1914,0.969174503657262,NA,0.509
"147","Louisville",25,7,0.781,19.81,6.84,2612,2197,1.1888939462904,NA,0.564
"148","Loyola (IL)",15,16,0.484,0.81,0.97,2309,2314,0.997839239412273,NA,0.511
"149","Loyola Marymount",11,20,0.355,-3.23,0.04,2182,2282,0.956178790534619,NA,0.513
"150","Loyola (MD)",4,24,0.143,-16.71,-3.71,1653,2017,0.819533961328706,NA,0.496
"151","Maine",14,16,0.467,-4.37,-5.04,2205,2082,1.05907780979827,NA,0.569
"152","Manhattan",23,7,0.767,5.78,-1.99,2274,2041,1.11415972562469,NA,0.55
"153","Marist",13,16,0.448,-4.96,-2.16,2069,2150,0.962325581395349,NA,0.521
"154","Marquette",27,6,0.818,16.28,7.28,2589,2292,1.12958115183246,NA,0.58
"155","Marshall",14,15,0.483,-0.74,-0.63,2126,2095,1.01479713603819,NA,0.576
"156","Maryland-Baltimore County",7,20,0.259,-14.74,-8,1703,1885,0.903448275862069,NA,0.5
"157","Maryland-Eastern Shore",5,23,0.179,-19.83,-11.25,1760,2000,0.88,NA,0.493
"158","Maryland",21,10,0.677,20.56,7.56,2472,2069,1.19478008699855,NA,0.549
"159","Massachusetts",11,18,0.379,-1.98,3.52,1789,1929,0.927423535510627,NA,0.512
"160","McNeese State",15,14,0.517,-6.99,-5.44,2037,2009,1.01393728222997,NA,0.539
"161","Memphis",23,7,0.767,13.23,5.27,2232,1993,1.11991971901656,NA,0.523
"162","Mercer",23,6,0.793,-3.89,-9.03,2271,2104,1.07937262357414,NA,0.562
"163","Miami (FL)",11,17,0.393,6.05,4.91,1956,1924,1.01663201663202,NA,0.517
"164","Miami (OH)",13,15,0.464,1.83,2.87,1641,1643,0.998782714546561,NA,0.522
"165","Michigan State",22,13,0.629,16.12,9.72,2367,2143,1.10452636490901,NA,0.548
"166","Michigan",17,13,0.567,9.62,7.89,2070,2018,1.02576808721506,NA,0.536
"167","Middle Tennessee",16,14,0.533,1,0.92,2053,2030,1.01133004926108,NA,0.554
"168","Milwaukee",24,8,0.75,7.71,0.81,2466,2238,1.10187667560322,NA,0.566
"169","Minnesota",19,14,0.576,9.11,6.72,2428,2349,1.03363133248191,NA,0.535
"170","Mississippi State",21,10,0.677,17.65,8,2151,1852,1.16144708423326,NA,0.544
"171","Mississippi Valley State",15,14,0.517,-9.03,-10.47,2229,2170,1.02718894009217,NA,0.509
"172","Mississippi",14,15,0.483,9.25,6.25,1933,1846,1.04712892741062,NA,0.554
"173","Missouri-Kansas City",9,20,0.31,-9.72,-2.35,1968,2182,0.9019248395967,NA,0.513
"174","Missouri State",17,12,0.586,6.06,0.92,1931,1782,1.08361391694725,NA,0.514
"175","Missouri",22,11,0.667,14.87,10.15,2389,2233,1.06986117330945,NA,0.532
"176","Monmouth",15,13,0.536,-8.55,-7.48,1848,1878,0.984025559105431,NA,0.525
"177","Montana State",11,16,0.407,-4.75,-2.27,1753,1768,0.991515837104072,NA,0.542
"178","Montana",13,17,0.433,-2.64,-0.71,2070,2127,0.973201692524683,NA,0.525
"179","Morehead State",20,9,0.69,0.15,-4,2355,2129,1.10615312353217,NA,0.598
"180","Morgan State",7,22,0.241,-20.8,-12.69,1977,2212,0.89376130198915,NA,0.495
"181","Morris Brown",8,20,0.286,-25.25,-10.21,1765,2101,0.84007615421228,NA,0.486
"182","Mount St. Mary's",11,16,0.407,-14.26,-8.11,1715,1881,0.911749069643807,NA,0.487
"183","Murray State",17,12,0.586,2.49,-2.8,2194,2002,1.0959040959041,NA,0.551
"184","Navy",8,20,0.286,-11.56,-5.21,1701,1822,0.933589462129528,NA,0.498
"185","Nebraska",11,19,0.367,3.46,9.21,1900,2054,0.925024342745862,NA,0.473
"186","Nevada-Las Vegas",21,11,0.656,9.01,4.67,2411,2272,1.06117957746479,NA,0.559
"187","Nevada",18,14,0.563,5.99,2.06,2432,2301,1.05693176879618,NA,0.535
"188","New Hampshire",5,23,0.179,-17.07,-5.15,1834,2168,0.845940959409594,NA,0.495
"189","New Mexico State",20,9,0.69,4.69,-0.92,2136,1956,1.0920245398773,NA,0.542
"190","New Mexico",10,18,0.357,-0.5,4.06,1986,2051,0.968308142369576,NA,0.537
"191","New Orleans",15,14,0.517,-0.22,0.28,2049,2009,1.01991040318566,NA,0.531
"192","Niagara",17,12,0.586,-2.47,-2.23,2163,2170,0.996774193548387,NA,0.546
"193","Nicholls State",3,25,0.107,-21.86,-5.51,1508,1933,0.780134505949302,NA,0.475
"194","Norfolk State",14,15,0.483,-13.83,-11.83,1826,1884,0.969214437367304,NA,0.501
"195","North Carolina-Asheville",15,17,0.469,-13.19,-5.61,2320,2514,0.922832140015911,NA,0.536
"196","North Carolina A&T",1,26,0.037,-27.96,-8.15,1654,2171,0.761860893597421,NA,0.471
"197","North Carolina-Greensboro",7,22,0.241,-8.6,-2.78,2042,2193,0.931144550843593,NA,0.529
"198","North Carolina State",18,13,0.581,11.76,7.57,2246,2116,1.06143667296786,NA,0.574
"199","North Carolina-Wilmington",24,7,0.774,8.52,-2.8,2214,1863,1.18840579710145,NA,0.548
"200","North Carolina",19,16,0.543,11.22,10.31,2524,2492,1.01284109149278,NA,0.532
"201","North Texas",7,21,0.25,-7.25,3.09,1965,2179,0.901789811840294,NA,0.513
"202","Northeastern",16,15,0.516,-5.09,-4.81,2290,2204,1.03901996370236,NA,0.515
"203","Northern Arizona",15,13,0.536,-3.64,-3.25,2038,2010,1.01393034825871,NA,0.548
"204","Northern Illinois",17,14,0.548,0.92,1.11,2158,2164,0.997227356746765,NA,0.546
"205","Northern Iowa",11,17,0.393,-2.09,1.47,1830,1895,0.965699208443272,NA,0.55
"206","Northwestern State",6,21,0.222,-15.47,-6.76,1682,1917,0.877412623891497,NA,0.461
"207","Northwestern",12,17,0.414,2.36,5.43,1816,1905,0.953280839895013,NA,0.532
"208","Notre Dame",24,10,0.706,17.32,9.43,2692,2424,1.11056105610561,NA,0.558
"209","Oakland",17,11,0.607,-2.4,-5.05,2207,2084,1.05902111324376,NA,0.552
"210","Ohio State",17,15,0.531,8.02,8.49,2055,2070,0.992753623188406,NA,0.508
"211","Ohio",14,16,0.467,-0.96,2.41,2139,2240,0.954910714285714,NA,0.55
"212","Oklahoma State",22,10,0.688,14.62,8.46,2224,2004,1.10978043912176,NA,0.523
"213","Oklahoma",27,7,0.794,18.86,8.53,2392,2041,1.17197452229299,NA,0.541
"214","Old Dominion",12,15,0.444,-0.16,-2.2,1799,1744,1.03153669724771,NA,0.494
"215","Oral Roberts",18,10,0.643,0.12,-5.73,2169,1965,1.10381679389313,NA,0.562
"216","Oregon State",13,15,0.464,3.86,5.86,1903,1914,0.994252873563218,NA,0.502
"217","Oregon",23,10,0.697,14.05,6.11,2689,2427,1.10795220436753,NA,0.569
"218","Pacific",12,16,0.429,-1.02,-0.95,1846,1848,0.998917748917749,NA,0.509
"219","Penn State",7,21,0.25,-2.08,7.71,1766,2040,0.865686274509804,NA,0.492
"220","Pennsylvania",22,6,0.786,8.44,-1.45,1958,1681,1.16478286734087,NA,0.583
"221","Pepperdine",15,13,0.536,0.86,1.79,2195,2204,0.995916515426497,NA,0.555
"222","Pittsburgh",28,5,0.848,21.49,5.79,2473,1955,1.26496163682864,NA,0.583
"223","Portland State",5,22,0.185,-9.32,-0.28,1576,1789,0.880939072107322,NA,0.494
"224","Portland",11,17,0.393,-4.56,1.07,1896,2020,0.938613861386139,NA,0.522
"225","Prairie View",17,12,0.586,-9.49,-8.42,2042,2073,0.985045827303425,NA,0.524
"226","Princeton",16,11,0.593,0.29,-2.6,1795,1677,1.07036374478235,NA,0.577
"227","Providence",18,14,0.563,11.64,7.82,2284,2162,1.05642923219241,NA,0.536
"228","Purdue",19,11,0.633,15.95,9.42,2156,1960,1.1,NA,0.54
"229","Quinnipiac",17,12,0.586,-7.88,-8.56,2139,2096,1.02051526717557,NA,0.54
"230","Radford",10,20,0.333,-19.2,-9.24,1893,2202,0.859673024523161,NA,0.466
"231","Rhode Island",19,12,0.613,3.51,3.35,2163,2158,1.00231696014829,NA,0.482
"232","Rice",19,10,0.655,3.29,0.89,2159,2019,1.06934125804854,NA,0.565
"233","Richmond",15,14,0.517,6.19,3.5,1889,1811,1.04307012700166,NA,0.508
"234","Rider",12,16,0.429,-5.2,-3.6,1875,1920,0.9765625,NA,0.515
"235","Robert Morris",10,17,0.37,-13.04,-9.2,1912,1997,0.957436154231347,NA,0.564
"236","Rutgers",12,16,0.429,5.09,6.45,1894,1932,0.980331262939959,NA,0.482
"237","Sacramento State",12,17,0.414,-10.02,-1.84,1894,2088,0.907088122605364,NA,0.498
"238","Sacred Heart",8,21,0.276,-15.73,-7.27,2007,2231,0.899596593455849,NA,0.492
"239","Saint Francis (PA)",14,14,0.5,-9.9,-8.37,1912,1955,0.978005115089514,NA,0.523
"240","Saint Joseph's",23,7,0.767,14.61,3.71,2111,1784,1.18329596412556,NA,0.547
"241","Saint Louis",16,14,0.533,6.84,6.88,1821,1822,0.999451152579583,NA,0.515
"242","Saint Mary's (CA)",15,15,0.5,1.94,0.84,2001,1924,1.04002079002079,NA,0.548
"243","Saint Peter's",10,19,0.345,-7.52,-2.97,2132,2264,0.941696113074205,NA,0.505
"244","Sam Houston State",23,7,0.767,-1.65,-6.87,2185,1951,1.11993849308047,NA,0.556
"245","Samford",13,15,0.464,-5.67,-3.86,1793,1833,0.978177850518276,NA,0.597
"246","San Diego State",16,14,0.533,5.11,4.14,2145,2087,1.02779108768567,NA,0.542
"247","San Diego",18,12,0.6,5.46,2.74,2265,2143,1.0569295380308,NA,0.566
"248","San Francisco",15,14,0.517,2.07,1.43,2018,1986,1.01611278952669,NA,0.558
"249","San Jose State",7,21,0.25,-8.81,0.23,1841,2033,0.905558288243974,NA,0.486
"250","Santa Clara",13,15,0.464,-4.59,-0.11,1827,1925,0.949090909090909,NA,0.513
"251","Savannah State",3,24,0.111,-25.57,-7.49,1661,2123,0.782383419689119,NA,0.433
"252","Seton Hall",17,13,0.567,9.66,8.2,2029,1985,1.02216624685139,NA,0.512
"253","Siena",21,11,0.656,2.68,-1.79,2395,2252,1.06349911190053,NA,0.532
"254","South Alabama",14,14,0.5,0.52,2.16,2044,1999,1.02251125562781,NA,0.54
"255","South Carolina State",20,11,0.645,-9.2,-10.14,2238,2209,1.01312811226799,NA,0.545
"256","South Carolina",12,16,0.429,7.39,8.96,1839,1883,0.976633032395114,NA,0.5
"257","South Florida",15,14,0.517,4.2,4.52,2001,1971,1.01522070015221,NA,0.512
"258","Southeast Missouri State",11,19,0.367,-8.36,-3.18,2149,2253,0.953839325343986,NA,0.55
"259","Southeastern Louisiana",11,16,0.407,-10.77,-5.41,1775,1839,0.965198477433388,NA,0.499
"260","Southern California",13,17,0.433,7.25,7.28,2295,2297,0.999129299085764,NA,0.5
"261","Southern Illinois",24,7,0.774,8.57,2.37,2307,2115,1.09078014184397,NA,0.553
"262","Southern Methodist",17,13,0.567,1.76,1.76,2185,2185,1,NA,0.526
"263","Southern Mississippi",13,16,0.448,0.61,3.85,1939,2033,0.953762911952779,NA,0.493
"264","Southern Utah",11,17,0.393,-9.4,-3.6,1899,1978,0.960060667340748,NA,0.567
"265","Southern",9,20,0.31,-17.5,-13.2,1967,2060,0.954854368932039,NA,0.48
"266","St. Bonaventure",13,14,0.481,5.75,4.38,2146,2109,1.01754385964912,NA,0.535
"267","St. Francis (NY)",14,16,0.467,-8.82,-8.82,2281,2281,1,NA,0.558
"268","St. John's (NY)",21,13,0.618,9.71,7.35,2418,2338,1.03421727972626,NA,0.487
"269","Stanford",24,9,0.727,13.25,8.37,2391,2230,1.07219730941704,NA,0.532
"270","Stephen F. Austin",21,8,0.724,-1.24,-7.98,2099,1823,1.15139879319803,NA,0.573
"271","Stetson",7,20,0.259,-14.28,-4.84,1856,2107,0.880873279544376,NA,0.485
"272","Stony Brook",13,15,0.464,-9.08,-5.89,1855,1848,1.00378787878788,NA,0.526
"273","Syracuse",30,5,0.857,19.02,9.02,2785,2435,1.14373716632444,NA,0.551
"274","Temple",18,16,0.529,7.16,6.66,2264,2247,1.00756564307966,NA,0.496
"275","Tennessee-Martin",14,14,0.5,-8.03,-2.77,2143,2135,1.00374707259953,NA,0.555
"276","Tennessee State",2,25,0.074,-23.93,-3.51,1977,2470,0.800404858299595,NA,0.513
"277","Tennessee Tech",20,12,0.625,0.77,-2.96,2422,2198,1.10191082802548,NA,0.571
"278","Tennessee",17,12,0.586,9.88,7.88,1980,1922,1.03017689906348,NA,0.55
"279","Texas A&M-Corpus Christi",14,15,0.483,-9.95,-5.25,2204,2247,0.980863373386738,NA,0.53
"280","Texas A&M",14,14,0.5,5.98,7.23,2015,2050,0.982926829268293,NA,0.521
"281","Texas-Arlington",16,13,0.552,-6.13,-6.17,1859,1819,1.021990104453,NA,0.506
"282","Texas Christian",9,19,0.321,0.44,4.22,2146,2252,0.952930728241563,NA,0.523
"283","Texas-El Paso",6,24,0.2,-10.72,0.04,1892,2195,0.861958997722096,NA,0.523
"284","Texas-Rio Grande Valley",10,20,0.333,-14.75,-6.67,1979,2022,0.978733926805143,NA,0.489
"285","Texas-San Antonio",10,17,0.37,-11.19,-5.3,1801,1940,0.928350515463918,NA,0.517
"286","Texas Southern",18,13,0.581,-9.57,-11.21,2268,2217,1.02300405953992,NA,0.531
"287","Texas State",17,12,0.586,-4.45,-7.59,2105,1953,1.07782898105479,NA,0.555
"288","Texas Tech",22,13,0.629,14.8,8.29,2543,2315,1.09848812095032,NA,0.523
"289","Texas",26,7,0.788,18.91,9.27,2618,2300,1.13826086956522,NA,0.536
"290","Toledo",13,16,0.448,1.82,2.13,2034,2043,0.995594713656388,NA,0.552
"291","Towson",4,24,0.143,-18.74,-3.56,1591,2016,0.789186507936508,NA,0.497
"292","Troy",26,6,0.813,2.86,-4.8,2556,2262,1.12997347480106,NA,0.532
