"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"81","LSU",9.54,110.7,101.2,73,0.022
"82","Rhode Island",9.36,107.3,97.9,65.3,-0.115
"83","UNC Wilmington",9.19,109.6,100.4,70.9,0.034
"84","UC Irvine",9.1,104.9,95.8,68.1,0.093
"85","Nebraska",8.85,109.3,100.5,67.5,-0.096
"86","Temple",8.82,105.9,97,66.6,0.095
"87","William & Mary",8.78,112.3,103.5,68.6,-0.015
"88","St. Bonaventure",8.66,112.6,104,69.2,-0.001
"89","Akron",8.63,109,100.4,68.9,0.025
"90","Boise St.",8.59,108.4,99.8,70.1,-0.05
"91","James Madison",8.49,106.9,98.5,68,-0.043
"92","Hofstra",8.4,110.5,102.1,70.3,0.025
"93","Arizona St.",8.4,108.4,100,69.1,-0.015
"94","Stony Brook",8.14,106.1,98,67.9,0.049
"95","Monmouth",8.1,106.2,98.1,73.9,0.021
"96","Alabama",8.05,104.4,96.4,65.9,0.093
"97","Marquette",7.91,106.9,99,71.6,0.056
"98","Oklahoma St.",7.75,105.2,97.4,65.1,-0.103
"99","Richmond",7.73,112.5,104.8,68.8,-0.074
"100","Old Dominion",7.5,105.9,98.4,62.5,-0.032
"101","UT Arlington",7.47,105.8,98.4,72.8,-0.035
"102","Stanford",7.45,106.8,99.3,66.8,0.04
"103","Tennessee",7.29,109.9,102.6,70.3,-0.052
"104","Iona",7.12,109.4,102.3,72.6,-0.005
"105","UC Santa Barbara",6.84,105.2,98.3,68,-0.006
"106","Davidson",6.75,113.2,106.4,71.1,0.078
"107","Long Beach St.",6.67,107.4,100.7,70.9,0.063
"108","Fresno St.",6.61,106.3,99.7,69.9,0.085
"109","Chattanooga",6.54,106.3,99.8,67.3,0.132
"110","Cal St. Bakersfield",6.24,102.9,96.7,68.2,-0.002
"111","New Mexico St.",6.12,102.1,96,66.3,-0.014
"112","Louisiana Lafayette",5.94,109.9,104,70.9,-0.089
"113","Columbia",5.68,111.2,105.6,66.1,0
"114","Milwaukee",5.18,111.3,106.1,67.3,-0.076
"115","New Mexico",5.15,107.2,102,72,-0.034
"116","UAB",5.11,108.2,103,69.1,0.083
"117","UNLV",5.08,102.2,97.2,73.7,-0.044
"118","Wake Forest",4.8,106.1,101.3,72.3,0.026
"119","Middle Tennessee",4.71,103.5,98.8,68.7,0.088
"120","Illinois St.",4.66,102.9,98.2,68,0.011
"121","Albany",4.29,105.8,101.5,67.3,-0.03
"122","College of Charleston",4.15,97.5,93.3,65.1,-0.058
"123","Toledo",4.03,107.4,103.4,70,-0.12
"124","Nevada",3.94,101.4,97.4,71.8,0.065
"125","Illinois",3.91,105.7,101.8,68.9,0.019
"126","Morehead St.",3.75,105.5,101.8,67.2,-0.005
"127","Green Bay",3.73,107.2,103.5,76.3,0.057
"128","Siena",3.66,107,103.4,71,-0.027
"129","Belmont",3.51,112.8,109.3,72.4,-0.008
"130","Grand Canyon",3.45,103.8,100.3,69.8,0.101
"131","UNC Asheville",3.41,102.4,99,70.8,-0.008
"132","Northeastern",3.38,105.9,102.5,66,0.017
"133","Louisiana Monroe",3.31,105.3,102,66.8,0.028
"134","Utah St.",3.22,110.1,106.9,68,-0.032
"135","IPFW",3.16,110.6,107.4,70,0.139
"136","TCU",3.03,100.4,97.4,70.2,-0.031
"137","Pepperdine",3.02,104.9,101.9,68.3,0.03
"138","Buffalo",2.96,104.8,101.8,72.6,0.044
"139","Southern Illinois",2.81,106,103.2,70,0.083
"140","Penn St.",2.59,102.2,99.6,66.7,0.112
"141","Ohio",2.56,109.5,106.9,70.7,0.052
"142","Weber St.",2.46,102.3,99.8,68.2,0.02
"143","Montana",2.29,105.8,103.5,66.7,0.006
"144","Colorado St.",2.14,111.2,109,69.2,-0.031
"145","North Dakota St.",2.06,100.7,98.7,65.7,0.004
"146","Wright St.",1.93,100.2,98.2,66.9,0.057
"147","Marshall",1.85,109.9,108,77.7,-0.018
"148","Nebraska Omaha",1.84,108.6,106.7,76.6,-0.051
"149","High Point",1.49,109.6,108.1,67,-0.011
"150","Eastern Michigan",1.29,105.6,104.3,71.5,0.013
"151","Vermont",1.17,106.7,105.5,68.8,0.028
"152","Towson",0.97,104.3,103.3,66.7,0.044
"153","East Tennessee St.",0.88,106.6,105.7,70.7,0.124
"154","Louisiana Tech",0.87,103.5,102.6,72.7,0.048
"155","Ball St.",0.86,102.4,101.5,66.1,-0.017
"156","Duquesne",0.71,106.5,105.7,73.7,-0.01
"157","Winthrop",0.65,107.2,106.6,73.3,0.034
"158","Central Michigan",0.52,109.5,108.9,67.5,-0.061
"159","Elon",0.18,105.4,105.2,71.5,0.018
"160","Missouri",0.16,103.5,103.3,69.1,-0.088
"161","Fordham",-0.07,101.2,101.3,67.9,0
"162","Murray St.",-0.1,105.2,105.3,64.9,-0.041
"163","Florida Gulf Coast",-0.11,102.4,102.5,68.6,-0.038
"164","Tennessee St.",-0.11,100.3,100.4,69,-0.002
"165","Northern Illinois",-0.19,100.4,100.6,68.7,0.038
"166","Wyoming",-0.22,107.2,107.4,66,-0.034
"167","Massachusetts",-0.3,101.7,102,71.7,0.007
"168","Indiana St.",-0.35,98.3,98.6,70.6,0.012
"169","Texas A&M Corpus Chris",-0.61,101.5,102.1,69.2,0.17
"170","Western Kentucky",-0.65,107.5,108.1,68.2,0.01
"171","Harvard",-0.69,99.2,99.9,67.1,-0.047
"172","Detroit",-0.78,109.5,110.3,74.5,0.024
"173","Bucknell",-0.91,104.4,105.4,71.9,-0.066
"174","Oral Roberts",-0.98,106.4,107.4,70,0.025
"175","Furman",-0.99,103.8,104.8,66.1,-0.024
"176","Coastal Carolina",-1.09,100.6,101.7,67.7,0.016
"177","Texas Southern",-1.18,106.2,107.4,68.5,-0.016
"178","North Florida",-1.18,112.7,113.9,71.4,0.058
"179","Kent St.",-1.39,105.3,106.7,68,0.082
"180","Georgia St.",-1.42,98.8,100.2,65.3,0.013
"181","Western Michigan",-1.65,102.6,104.3,68.6,-0.055
"182","DePaul",-1.66,103.3,104.9,68,0.004
"183","Mercer",-1.66,104.7,106.4,65,-0.025
"184","Loyola Chicago",-1.72,98.9,100.6,65.8,0.013
"185","UCF",-1.86,101,102.9,68.9,-0.019
"186","Washington St.",-2.17,102.5,104.7,69.9,-0.051
"187","Wofford",-2.22,105.2,107.4,66.2,-0.017
"188","Wagner",-2.36,99.6,102,67.4,0.027
"189","Auburn",-2.55,100.5,103.1,72.4,0.049
"190","Lehigh",-2.72,103.7,106.4,68,-0.004
"191","East Carolina",-2.73,102,104.8,67.7,-0.024
"192","Minnesota",-2.75,100.3,103.1,69.1,-0.062
"193","Charlotte",-2.85,104.7,107.6,71.6,-0.04
"194","Denver",-2.91,101.7,104.7,62.4,0.029
"195","Western Carolina",-2.92,100.3,103.3,69.7,0.02
"196","Tennessee Tech",-3.13,107.4,110.5,69.8,0.077
"197","Eastern Washington",-3.24,110.7,113.9,69.6,-0.045
"198","North Dakota",-3.3,98.5,101.8,72,-0.053
"199","George Mason",-3.33,100.3,103.6,68.2,-0.005
"200","Tulane",-3.39,96.7,100.1,68.5,-0.01
"201","Eastern Kentucky",-3.58,106.2,109.8,72.9,-0.03
"202","Cal Poly",-3.62,106.4,110.1,67.4,-0.063
"203","NJIT",-3.65,101.2,104.8,70.2,0.048
"204","Navy",-3.68,98.3,102,65.7,-0.006
"205","San Francisco",-3.73,106.2,110,71.3,0.036
"206","Portland",-4,105.9,109.9,72.5,-0.072
"207","IUPUI",-4.04,98.7,102.8,69.4,0.042
"208","Fairfield",-4.07,102.7,106.8,71.9,0.101
"209","Tennessee Martin",-4.29,103.8,108,67.1,0.073
"210","Georgia Southern",-4.33,103.9,108.2,70,-0.018
"211","St. John's",-4.39,96.6,101,72.8,-0.023
"212","Texas St.",-4.44,98.4,102.8,64.8,-0.014
"213","Sam Houston St.",-4.57,101.5,106,68.2,-0.008
"214","Idaho",-4.85,97.5,102.4,66.8,0.076
"215","UTEP",-4.94,101.5,106.5,72.4,0.035
"216","South Dakota",-4.97,104.8,109.8,71.3,0.057
"217","Austin Peay",-5.1,103.3,108.4,70.4,0.06
"218","Loyola Marymount",-5.2,102.6,107.8,68.2,0.076
"219","UNC Greensboro",-5.24,101.2,106.4,68.7,-0.017
"220","Saint Peter's",-5.25,95.6,100.8,65.9,-0.006
"221","Samford",-5.26,101.8,107.1,68.8,-0.057
"222","Radford",-5.32,103,108.4,66.9,0.052
"223","Rider",-5.34,98.2,103.6,65.3,-0.061
"224","Missouri St.",-5.39,99.3,104.6,69.5,0.06
"225","Saint Louis",-5.56,95.7,101.2,70,0.018
"226","Boston College",-5.58,94.1,99.7,67.5,-0.059
"227","Pacific",-5.62,99.5,105.1,67.8,-0.007
"228","FIU",-5.66,102,107.7,66.5,-0.128
"229","Southern",-5.75,99.4,105.1,69.7,0.04
"230","Bowling Green",-5.75,99.7,105.5,69.1,0.036
"231","Boston University",-5.88,101.6,107.5,70.1,0.05
"232","UC Riverside",-5.9,99,104.9,68.1,-0.026
"233","Western Illinois",-5.92,100.1,106,68.6,-0.069
"234","Dartmouth",-5.96,98.3,104.3,68.7,-0.099
"235","New Hampshire",-5.97,98.8,104.8,68.1,0.11
"236","Gardner Webb",-6.04,99.6,105.7,69.8,0.045
"237","Canisius",-6.31,107,113.3,68.5,-0.013
"238","South Florida",-6.48,97.1,103.6,67.6,-0.017
"239","Cal St. Northridge",-6.5,99.8,106.3,71.3,-0.013
"240","Jackson St.",-6.53,94.6,101.1,68.1,-0.004
"241","UC Davis",-6.62,92.7,99.4,66.7,-0.006
"242","Air Force",-6.99,97.9,104.9,68.4,0.086
"243","Incarnate Word",-7.01,101.1,108.1,68.6,0.123
"244","Santa Clara",-7.05,100.6,107.6,66.5,0.019
"245","Drexel",-7.17,98.4,105.6,65.7,-0.026
"246","Montana St.",-7.19,105.3,112.5,69.9,-0.024
"247","Miami OH",-7.22,96.3,103.5,65.4,0.046
"248","Hampton",-7.41,98.6,106,72,0.157
"249","San Jose St.",-7.48,96,103.5,69.9,-0.058
"250","UMKC",-7.48,102.1,109.6,67.6,-0.054
"251","Norfolk St.",-7.53,104.4,112,68.6,0.001
"252","Arkansas St.",-7.53,99.1,106.7,72.5,-0.012
"253","Penn",-7.55,99,106.5,68.5,-0.025
"254","Army",-7.58,98.3,105.9,72.7,0.04
"255","Northern Kentucky",-7.65,99.6,107.2,68.5,-0.079
"256","Colgate",-7.73,102.9,110.6,65.9,-0.018
"257","Manhattan",-7.78,97.7,105.5,68.9,0.045
"258","Appalachian St.",-8.18,101.6,109.7,71,-0.016
"259","South Alabama",-8.21,94.8,103,70.4,0.084
"260","Portland St.",-8.34,101,109.3,72.9,-0.046
"261","Drake",-8.55,103,111.5,66.3,-0.101
"262","Kennesaw St.",-8.59,100.5,109.1,69.6,-0.026
"263","Mount St. Mary's",-8.8,92.5,101.3,69.4,-0.032
"264","Cal St. Fullerton",-8.8,100.5,109.3,69.8,0.011
"265","Brown",-9.25,101.3,110.5,70.8,-0.057
"266","La Salle",-9.33,98.1,107.4,67.2,0.036
"267","Eastern Illinois",-9.34,99.3,108.7,68.3,0.046
"268","South Carolina St.",-9.48,102.2,111.7,68.5,0.09
"269","San Diego",-9.78,92.8,102.6,66.7,-0.012
"270","Idaho St.",-9.86,98,107.9,71.3,0.051
"271","Jacksonville",-9.92,99,109,71.5,0.05
"272","Sacramento St.",-10.11,97.7,107.8,69,0.048
"273","Rice",-10.11,104.6,114.7,70.7,0.021
"274","Lipscomb",-10.15,100.3,110.4,73.5,0.006
"275","Delaware",-10.24,100.4,110.6,68,-0.004
"276","Cornell",-10.32,97.1,107.4,73.3,0.046
"277","Houston Baptist",-10.34,100.5,110.8,70.9,0.073
"278","Stetson",-10.44,102.9,113.4,71.7,-0.047
"279","Rutgers",-10.61,96.3,106.9,71.7,-0.036
"280","Fairleigh Dickinson",-10.65,103.3,114,72,0.097
"281","Youngstown St.",-10.65,102,112.6,73.4,0.006
"282","Troy",-10.69,97.2,107.9,69.1,-0.022
"283","Utah Valley",-10.72,98.5,109.2,74.4,-0.023
"284","St. Francis NY",-11.23,92.8,104,66.7,0.011
"285","Holy Cross",-11.4,96,107.4,64.9,0.064
"286","Alabama St.",-11.57,98,109.6,69.7,0.029
"287","LIU Brooklyn",-11.82,98.9,110.8,72.9,0.049
"288","Loyola MD",-11.86,99.6,111.5,67.4,-0.031
"289","Cleveland St.",-11.88,90.5,102.4,65.4,0.02
"290","North Texas",-11.88,99.7,111.6,70.4,0.015
"291","Quinnipiac",-11.89,90.7,102.6,69.4,-0.029
"292","Liberty",-12.16,97.6,109.7,64.4,0.076
"293","Florida Atlantic",-12.31,94.6,106.9,68.5,-0.033
"294","Seattle",-12.32,93.2,105.5,66.8,0.058
"295","Longwood",-12.52,99.3,111.8,70,-0.039
"296","Jacksonville St.",-12.57,97.1,109.7,66,-0.067
"297","Campbell",-12.86,99,111.8,69.3,-0.03
"298","Charleston Southern",-12.97,98,111,68.9,-0.009
"299","St. Francis PA",-13.08,99.2,112.3,67.1,0.013
"300","Sacred Heart",-13.14,98.4,111.6,72.2,0.006
"301","North Carolina Central",-13.36,97.1,110.5,67.2,-0.076
"302","Alabama A&M",-13.39,99,112.4,65.8,-0.046
"303","Robert Morris",-13.4,90.6,104,69,-0.033
"304","Morgan St.",-13.58,93.7,107.3,69.7,-0.114
"305","Southern Miss",-13.79,95.4,109.1,64.6,-0.019
"306","Bethune Cookman",-13.97,96.8,110.8,67.7,0.01
"307","Marist",-13.97,100.9,114.9,68.9,-0.043
"308","VMI",-14.16,95.9,110.1,69.6,-0.022
"309","Niagara",-14.19,92.9,107.1,66.9,0.059
"310","Southeastern Louisiana",-14.43,96.9,111.3,69.3,-0.017
"311","The Citadel",-14.51,102,116.5,80,0.008
"312","SIU Edwardsville",-14.52,94,108.5,67.4,0.015
"313","Alcorn St.",-14.57,96.9,111.5,66.5,0.103
"314","Northern Colorado",-14.67,102.2,116.8,69.3,0.024
"315","New Orleans",-14.97,95.3,110.3,73.2,-0.059
"316","UMass Lowell",-15.01,99.4,114.4,74.2,0.1
"317","Abilene Christian",-15.21,96,111.2,69,0.024
"318","Maryland Eastern Shore",-15.32,97.4,112.7,67.9,-0.01
"319","American",-15.37,90.9,106.3,62.5,0.111
"320","Lamar",-15.46,96.2,111.7,72.6,-0.085
"321","Central Arkansas",-15.94,99.8,115.8,72.9,-0.068
"322","Bradley",-16.01,85.4,101.5,67.9,0.017
"323","Hartford",-16.05,98.6,114.7,69.9,0.004
"324","USC Upstate",-16.06,99.4,115.5,67.7,0.007
"325","Binghamton",-16.12,87.1,103.2,66.9,-0.021
"326","McNeese St.",-16.38,96.8,113.2,69.3,0.011
"327","Lafayette",-16.43,98.4,114.8,70,-0.035
"328","Northwestern St.",-16.59,100.5,117.1,74.6,-0.053
"329","Presbyterian",-16.6,92.6,109.2,68.1,0.044
"330","Howard",-16.61,92.4,109,71.5,0.009
"331","Nicholls St.",-16.72,91.1,107.8,69.6,0.015
"332","Savannah St.",-16.87,86.3,103.2,66.9,0.116
"333","Coppin St.",-17.18,94.8,112,70.8,-0.041
"334","UMBC",-17.76,98.7,116.5,70.8,-0.039
"335","Illinois Chicago",-17.81,88.8,106.6,72.5,0.004
"336","Maine",-18.24,95.1,113.4,77.7,0.03
"337","Prairie View A&M",-18.55,88,106.5,69.2,0.008
"338","UTSA",-18.96,96.8,115.7,72.3,-0.052
"339","North Carolina A&T",-19.07,94.5,113.6,68.2,0.03
"340","Southeast Missouri St.",-19.23,90.1,109.3,71.5,-0.023
"341","Mississippi Valley St.",-19.34,90.4,109.7,71.5,-0.001
"342","Southern Utah",-20.23,97.2,117.4,69.6,-0.055
"343","Northern Arizona",-20.67,91.4,112.1,71,-0.068
"344","Arkansas Pine Bluff",-20.68,87.9,108.6,64.9,0.05
"345","Grambling St.",-21.29,87.3,108.6,67,-0.035
"346","Bryant",-21.73,92,113.8,68.4,0.022
"347","Chicago St.",-22.2,90.7,112.9,70,-0.051
"348","UT Rio Grande Valley",-22.37,93.9,116.3,68.4,0.037
"349","Florida A&M",-24.56,82.6,107.1,70,0.041
"350","Delaware St.",-24.69,87.5,112.2,67.2,-0.005
"351","Central Connecticut",-26.81,91.4,118.2,68.3,-0.005
