"","team","W_L","AdjEM","AdjO","AdjD","AdjT","luck"
"66","Seton Hall","19-13","+11.82","108.7","96.8","73.0","-.008"
"67","St. John's","17-16","+11.67","102.7","91.0","67.0","-.032"
"68","Cincinnati","19-16","+11.66","102.7","91.0","68.2","-.013"
"69","North Carolina St.","20-16","+11.28","102.4","91.1","67.6","-.007"
"70","Michigan","15-17","+11.23","103.6","92.4","64.2","-.079"
"71","Northeastern","20-13","+11.18","102.5","91.4","63.6","-.058"
"72","Texas Tech","19-16","+10.86","104.4","93.6","74.2","+.027"
"73","Iowa St.","15-17","+10.84","103.4","92.6","70.6","-.080"
"74","Missouri St.","24-12","+10.64","108.2","97.5","67.1","-.049"
"75","Boston College","15-16","+10.57","106.9","96.3","67.2","-.085"
"76","Virginia","15-16","+10.48","104.0","93.6","64.9","-.067"
"77","USC","16-14","+10.38","93.2","82.8","65.2","-.044"
"78","South Florida","20-13","+10.23","104.1","93.8","66.5","+.062"
"79","Portland","21-11","+10.17","107.0","96.8","66.1","+.020"
"80","Nevada","21-13","+9.98","109.0","99.0","72.0","-.030"
"81","Marshall","24-10","+9.96","106.4","96.4","71.4","+.023"
"82","Wofford","26-9","+9.90","101.1","91.2","66.8","-.022"
"83","Tulsa","23-12","+9.67","103.6","93.9","69.2","+.023"
"84","Northwestern","20-14","+9.50","108.5","99.0","65.9","+.002"
"85","South Carolina","15-16","+8.84","102.3","93.5","72.0","-.036"
"86","Kent St.","24-10","+8.70","103.2","94.5","69.3","+.071"
"87","Houston","19-16","+8.63","108.2","99.5","73.6","-.083"
"88","Arizona","16-15","+8.57","104.5","96.0","70.4","+.026"
"89","Illinois St.","22-11","+8.55","103.7","95.2","67.6","+.024"
"90","Georgia","14-17","+8.53","105.8","97.2","67.8","-.023"
"91","Providence","12-19","+8.46","111.8","103.4","76.2","-.111"
"92","Colorado","15-16","+8.45","110.0","101.5","69.7","-.037"
"93","Nebraska","15-18","+8.08","103.1","95.1","66.0","-.067"
"94","Ohio","22-15","+8.06","103.6","95.6","71.3","-.066"
"95","Montana","22-10","+7.97","103.3","95.4","64.9","-.042"
"96","Charlotte","19-12","+7.82","105.2","97.4","70.4","+.067"
"97","Pacific","23-12","+7.69","102.6","94.9","63.4","+.011"
"98","Saint Louis","23-13","+7.61","96.3","88.7","65.5","+.039"
"99","Southern Miss","20-14","+7.47","99.4","91.9","64.5","-.051"
"100","Sam Houston St.","25-8","+7.47","107.1","99.6","71.7","+.052"
"101","Weber St.","20-11","+6.87","105.5","98.6","70.5","-.013"
"102","Morehead St.","24-11","+6.86","102.2","95.3","67.7","-.018"
"103","Penn St.","11-20","+6.86","104.2","97.3","64.8","-.140"
"104","Auburn","15-17","+6.84","106.4","99.6","71.7","-.075"
"105","Oklahoma","13-18","+6.77","106.6","99.9","68.7","-.037"
"106","William & Mary","22-11","+6.50","106.1","99.6","63.3","+.116"
"107","Stanford","14-18","+6.50","102.9","96.4","69.0","-.047"
"108","IUPUI","25-11","+6.22","105.0","98.8","67.9","+.014"
"109","Appalachian St.","24-13","+6.11","106.8","100.7","68.0","+.013"
"110","Harvard","21-8","+6.04","103.8","97.8","69.7","+.049"
"111","Iona","21-10","+5.99","96.7","90.7","68.0","+.042"
"112","Louisiana Tech","24-11","+5.94","101.7","95.7","70.3","+.108"
"113","New Mexico St.","22-12","+5.92","108.6","102.6","72.7","+.123"
"114","Bradley","16-15","+5.64","103.1","97.5","67.3","+.016"
"115","Creighton","18-16","+5.49","103.9","98.4","68.4","-.014"
"116","Washington St.","16-15","+5.43","104.0","98.6","68.7","-.020"
"117","Fairfield","23-11","+5.24","102.8","97.6","69.1","+.045"
"118","UCLA","14-18","+5.24","102.6","97.4","67.3","-.016"
"119","Arkansas","14-18","+5.19","102.2","97.0","72.5","-.074"
"120","Princeton","22-9","+5.17","94.6","89.5","61.8","+.008"
"121","Akron","24-11","+5.06","101.5","96.4","68.5","+.047"
"122","Southern Illinois","15-15","+5.02","102.5","97.5","68.7","-.084"
"123","George Washington","16-15","+5.01","99.8","94.8","70.5","-.044"
"124","Utah","14-17","+4.70","98.9","94.2","67.9","-.063"
"125","Northern Colorado","25-8","+4.70","101.9","97.2","68.8","+.027"
"126","Detroit","20-14","+4.48","97.6","93.1","70.2","-.009"
"127","Western Kentucky","21-13","+4.35","103.1","98.7","67.2","-.019"
"128","Niagara","18-15","+3.98","101.6","97.7","71.1","-.062"
"129","Oregon","16-16","+3.82","102.3","98.5","68.4","+.008"
"130","Hofstra","19-15","+3.78","96.9","93.2","72.1","-.001"
"131","Milwaukee","20-14","+3.76","101.7","98.0","69.2","+.032"
"132","Belmont","19-12","+3.60","99.8","96.2","71.7","-.013"
"133","St. Bonaventure","15-16","+3.49","102.4","98.9","70.4","-.018"
"134","Boston University","21-14","+3.38","99.8","96.4","72.6","+.007"
"135","Oakland","26-9","+3.19","103.6","100.4","72.6","+.173"
"136","Vermont","25-10","+2.97","100.0","97.0","69.5","+.067"
"137","Indiana St.","17-15","+2.96","100.0","97.1","67.1","+.067"
"138","Western Michigan","18-15","+2.94","102.2","99.3","69.1","-.029"
"139","Green Bay","22-13","+2.93","102.4","99.5","66.8","+.089"
"140","Duquesne","16-16","+2.79","98.8","96.0","72.1","+.025"
"141","Oral Roberts","20-13","+2.79","98.5","95.7","68.9","+.005"
"142","Drexel","16-16","+2.76","96.3","93.5","67.2","-.000"
"143","Miami OH","14-18","+2.74","100.4","97.7","62.9","-.028"
"144","Colorado St.","16-16","+2.70","97.9","95.2","68.6","+.020"
"145","Jacksonville","20-13","+2.69","98.9","96.2","70.6","+.043"
"146","Idaho","15-16","+2.58","102.3","99.7","68.5","-.044"
"147","SMU","14-17","+2.44","102.8","100.3","64.0","-.107"
"148","Coastal Carolina","28-7","+2.39","98.1","95.7","67.1","+.023"
"149","East Tennessee St.","20-15","+2.37","96.7","94.3","70.5","-.002"
"150","Oregon St.","14-18","+2.35","95.4","93.1","65.0","-.017"
"151","College of Charleston","22-12","+2.28","105.5","103.2","71.3","+.100"
"152","Cleveland St.","16-17","+2.09","102.6","100.5","67.1","-.010"
"153","UC Santa Barbara","20-10","+2.08","96.2","94.2","69.6","+.126"
"154","Long Beach St.","17-16","+1.96","96.8","94.8","71.9","+.033"
"155","Western Carolina","22-12","+1.74","101.8","100.1","72.2","+.056"
"156","Morgan St.","27-10","+1.58","101.6","100.0","71.9","+.076"
"157","Buffalo","18-12","+1.48","102.8","101.3","70.9","+.065"
"158","Stephen F. Austin","23-9","+1.47","99.1","97.7","62.3","+.044"
"159","Rutgers","15-17","+1.26","100.1","98.8","70.1","+.071"
"160","La Salle","12-18","+1.16","101.7","100.5","71.0","-.015"
"161","Boise St.","15-17","+0.96","98.7","97.7","72.3","-.064"
"162","George Mason","17-15","+0.89","99.4","98.5","67.9","+.049"
"163","Campbell","19-11","+0.83","97.2","96.4","67.6","+.002"
"164","Middle Tennessee","19-14","+0.71","97.8","97.1","67.7","-.044"
"165","Fresno St.","15-18","+0.62","96.7","96.0","68.6","-.033"
"166","UCF","15-17","+0.31","98.8","98.5","66.6","+.008"
"167","Massachusetts","12-20","+0.13","98.7","98.6","71.9","+.004"
"168","Loyola Marymount","18-16","+0.03","104.5","104.5","72.2","+.040"
"169","Drake","14-19","-0.02","104.0","104.1","65.4","+.012"
"170","DePaul","8-23","-0.07","96.2","96.2","65.1","-.039"
"171","Texas A&M Corpus Chris","17-15","-0.09","95.7","95.8","68.3","-.035"
"172","Saint Joseph's","11-20","-0.11","98.6","98.8","72.0","+.016"
"173","Lipscomb","17-13","-0.11","105.8","105.9","72.2","-.032"
"174","Iowa","10-22","-0.33","99.9","100.2","64.0","-.036"
"175","North Texas","24-9","-0.42","99.6","100.0","70.5","+.113"
"176","Saint Peter's","16-14","-0.51","88.8","89.3","68.0","-.015"
"177","Troy","20-13","-0.59","101.3","101.9","69.4","+.082"
"178","Seattle","17-14","-0.65","96.4","97.0","81.0","+.030"
"179","Eastern Kentucky","20-13","-0.65","106.8","107.4","64.3","-.012"
"180","San Jose St.","14-17","-0.67","106.2","106.8","69.0","+.003"
"181","Mount St. Mary's","16-15","-0.82","92.7","93.6","69.5","-.066"
"182","TCU","13-19","-0.83","101.7","102.5","66.4","-.003"
"183","Valparaiso","15-17","-0.90","106.5","107.4","70.3","+.014"
"184","Portland St.","13-19","-0.97","108.5","109.4","70.2","-.074"
"185","Lehigh","22-11","-0.99","101.6","102.6","71.9","+.018"
"186","Quinnipiac","23-10","-1.02","100.0","101.0","70.9","-.022"
"187","Robert Morris","23-12","-1.08","96.1","97.2","69.5","+.075"
"188","Stony Brook","22-10","-1.11","98.4","99.5","68.5","+.052"
"189","Davidson","16-15","-1.19","99.6","100.8","68.8","+.010"
"190","Eastern Michigan","17-15","-1.21","96.5","97.7","68.2","-.009"
"191","LSU","11-20","-1.36","95.8","97.2","64.9","-.006"
"192","Rider","17-16","-1.40","99.8","101.2","70.3","+.074"
"193","Denver","19-13","-1.41","102.9","104.3","61.6","+.018"
"194","Indiana","10-21","-1.55","97.7","99.3","70.1","-.047"
"195","Montana St.","15-14","-1.71","99.3","101.1","66.6","+.017"
"196","Central Michigan","15-15","-1.78","97.6","99.4","66.8","-.017"
"197","The Citadel","16-16","-1.89","96.5","98.4","62.0","-.021"
"198","UTSA","19-11","-2.14","100.1","102.3","66.1","+.033"
"199","Manhattan","11-20","-2.25","95.6","97.9","69.5","-.110"
"200","Bowling Green","14-16","-2.84","97.4","100.3","66.4","+.052"
"201","Arkansas St.","17-14","-2.84","95.0","97.8","69.6","+.002"
"202","Canisius","15-17","-2.86","96.6","99.4","68.4","-.003"
"203","Southeastern Louisiana","19-12","-2.95","97.9","100.8","69.3","-.007"
"204","San Francisco","12-18","-3.07","97.3","100.4","69.0","+.007"
"205","Mercer","16-17","-3.23","103.9","107.1","71.6","-.014"
"206","Florida Atlantic","14-16","-3.24","99.8","103.1","70.7","-.039"
"207","Austin Peay","17-15","-3.46","100.2","103.6","69.0","+.081"
"208","Georgia St.","12-20","-3.55","96.0","99.6","64.7","-.058"
"209","San Diego","11-21","-3.60","94.7","98.3","65.1","-.046"
"210","Cal St. Fullerton","16-15","-3.77","99.1","102.9","70.4","+.039"
"211","Eastern Illinois","19-12","-3.88","96.2","100.1","66.3","+.092"
"212","Maine","19-11","-3.98","90.9","94.9","67.2","+.123"
"213","Loyola MD","13-17","-3.98","95.5","99.5","68.6","-.032"
"214","UNC Wilmington","9-22","-4.02","94.9","98.9","70.6","-.059"
"215","James Madison","13-20","-4.11","97.6","101.7","69.7","-.001"
"216","Louisiana Lafayette","13-17","-4.13","96.2","100.3","68.3","-.066"
"217","Loyola Chicago","14-16","-4.25","98.1","102.3","66.1","+.059"
"218","Radford","19-12","-4.83","91.8","96.6","71.0","+.067"
"219","South Dakota St.","14-16","-4.96","102.0","107.0","69.9","-.049"
"220","Evansville","9-21","-5.26","94.5","99.8","68.1","-.055"
"221","Northern Arizona","14-14","-5.33","95.4","100.7","68.7","+.087"
"222","Ball St.","15-15","-5.36","91.0","96.4","65.3","+.052"
"223","Cal St. Northridge","11-21","-5.40","94.3","99.7","74.0","-.018"
"224","Tulane","8-22","-5.46","91.5","97.0","68.2","-.071"
"225","Winthrop","19-14","-5.61","87.4","93.0","66.9","+.050"
"226","UC Davis","14-18","-5.74","97.3","103.0","69.8","-.004"
"227","Hampton","14-18","-6.10","90.4","96.5","70.1","-.111"
"228","Texas St.","15-16","-6.15","95.3","101.5","77.2","+.020"
"229","Youngstown St.","8-22","-6.16","96.2","102.4","69.5","-.078"
"230","UC Riverside","12-17","-6.17","94.2","100.3","64.1","-.039"
"231","Arkansas Pine Bluff","18-16","-6.26","89.6","95.9","68.0","+.053"
"232","East Carolina","10-21","-6.38","98.1","104.5","70.0","-.017"
"233","Furman","13-17","-6.61","94.5","101.1","70.5","-.046"
"234","Hawaii","10-20","-6.65","97.1","103.8","68.1","-.053"
"235","Holy Cross","9-22","-7.06","98.7","105.7","68.3","-.143"
"236","Northern Illinois","10-20","-7.15","94.6","101.8","72.3","-.043"
"237","IPFW","16-15","-7.15","93.3","100.4","69.0","+.039"
"238","Santa Clara","11-21","-7.31","93.2","100.5","68.2","+.015"
"239","Lafayette","19-13","-7.48","100.4","107.9","69.5","+.073"
"240","Wyoming","10-21","-7.48","93.6","101.1","72.7","+.004"
"241","UT Arlington","16-14","-7.56","92.2","99.7","74.0","+.010"
"242","Cal Poly","12-19","-7.56","99.4","107.0","69.7","+.048"
"243","North Dakota St.","11-18","-7.57","93.4","100.9","69.9","-.052"
"244","Bucknell","14-17","-7.73","94.3","102.1","66.8","-.020"
"245","Illinois Chicago","8-22","-7.74","92.4","100.2","70.5","-.029"
"246","Towson","10-21","-7.76","99.1","106.8","70.7","+.010"
"247","South Dakota","22-10","-7.92","95.3","103.2","75.9","+.109"
"248","Chattanooga","15-18","-7.99","93.0","101.0","72.2","+.032"
"249","South Alabama","17-15","-8.21","92.1","100.3","68.1","+.116"
"250","Rice","8-23","-8.22","91.9","100.1","69.2","-.082"
"251","Samford","11-20","-8.31","97.4","105.8","59.0","-.078"
"252","UC Irvine","14-18","-8.36","97.5","105.8","66.6","+.016"
"253","UNC Greensboro","8-23","-8.44","92.7","101.1","69.4","-.030"
"254","Air Force","10-21","-8.59","94.0","102.6","60.5","-.046"
"255","South Carolina St.","18-14","-8.72","93.7","102.4","70.9","+.028"
"256","Tennessee Tech","15-17","-8.92","100.8","109.7","69.6","+.098"
"257","Delaware","7-24","-9.12","95.8","104.9","66.8","+.035"
"258","Tennessee St.","9-23","-9.21","94.1","103.4","70.2","-.009"
"259","Army","14-15","-9.46","85.8","95.2","66.4","-.019"
"260","New Hampshire","13-17","-9.58","87.9","97.5","67.3","+.004"
"261","Elon","9-23","-9.78","92.7","102.5","70.3","-.022"
"262","Delaware St.","17-12","-9.95","92.9","102.8","61.3","+.078"
"263","Jacksonville St.","11-19","-10.11","94.3","104.4","69.3","-.060"
"264","Yale","12-19","-10.12","93.0","103.1","69.1","-.036"
"265","Eastern Washington","9-21","-10.20","93.1","103.3","71.5","-.009"
"266","North Florida","13-18","-10.23","87.9","98.1","66.3","+.095"
"267","Texas Southern","17-16","-10.23","89.8","100.1","69.8","-.007"
"268","Kennesaw St.","13-20","-10.35","94.7","105.0","67.4","+.012"
"269","Western Illinois","13-17","-10.42","87.7","98.1","63.8","-.017"
"270","LIU Brooklyn","14-17","-10.83","96.0","106.8","70.1","+.010"
"271","Binghamton","13-18","-10.87","94.2","105.1","65.6","+.045"
"272","Norfolk St.","11-19","-10.87","92.8","103.6","74.3","-.025"
"273","Nicholls St.","11-19","-11.03","95.7","106.7","64.7","+.013"
"274","Jackson St.","19-13","-11.14","89.3","100.5","67.5","+.142"
"275","UNC Asheville","15-16","-11.18","93.7","104.9","73.6","+.067"
"276","Sacred Heart","14-15","-11.19","95.5","106.7","72.1","+.011"
"277","USC Upstate","6-22","-11.37","87.9","99.3","68.5","-.071"
"278","Louisiana Monroe","12-19","-11.52","94.8","106.3","69.0","+.048"
"279","McNeese St.","10-20","-11.56","95.5","107.1","68.1","-.023"
"280","Idaho St.","7-22","-11.57","100.0","111.5","65.5","-.009"
"281","Arkansas Little Rock","8-22","-11.65","95.7","107.4","68.5","-.023"
"282","Lamar","14-18","-11.75","93.6","105.3","70.6","+.052"
"283","Liberty","15-16","-11.77","92.8","104.6","68.8","+.049"
"284","Cal St. Bakersfield","7-22","-11.84","92.4","104.2","70.1","-.015"
"285","Brown","11-20","-11.89","96.5","108.4","68.6","+.003"
"286","Pepperdine","7-24","-11.94","94.3","106.2","68.8","-.002"
"287","High Point","15-15","-12.13","93.9","106.0","71.0","+.050"
"288","Alabama St.","16-15","-12.31","89.9","102.2","68.8","+.021"
"289","Sacramento St.","9-21","-12.33","90.1","102.5","69.5","-.003"
"290","Navy","13-17","-12.41","92.2","104.6","74.2","+.076"
"291","Colgate","10-19","-12.43","94.3","106.7","68.8","-.030"
"292","Bethune Cookman","17-16","-12.76","90.1","102.8","62.1","+.043"
"293","American","11-20","-12.76","90.8","103.6","65.6","+.015"
"294","Charleston Southern","13-16","-12.81","90.9","103.7","66.0","+.009"
"295","Albany","7-25","-12.91","93.2","106.2","66.8","-.073"
"296","Monmouth","12-19","-13.24","88.7","102.0","68.9","-.031"
"297","Columbia","11-17","-13.27","88.5","101.8","66.7","+.039"
"298","Longwood","12-19","-13.28","94.7","107.9","75.2","+.010"
"299","UMKC","12-18","-13.31","94.5","107.8","68.1","+.042"
"300","Georgia Southern","9-23","-13.40","94.2","107.6","73.7","+.079"
"301","Florida Gulf Coast","8-21","-13.53","90.8","104.3","70.0","+.009"
"302","North Carolina A&T","11-22","-13.64","90.1","103.7","71.2","-.042"
"303","Northwestern St.","10-19","-13.69","93.6","107.3","76.7","-.007"
"304","Central Arkansas","9-21","-13.98","89.0","103.0","66.9","-.090"
"305","Fordham","2-26","-14.03","89.5","103.5","74.2","-.046"
"306","FIU","7-25","-14.14","95.0","109.2","69.9","-.018"
"307","Savannah St.","11-15","-14.23","86.3","100.5","64.3","+.021"
"308","Penn","6-22","-14.29","93.9","108.2","66.6","-.043"
"309","Central Connecticut","12-18","-15.23","89.0","104.2","65.9","-.009"
"310","Prairie View A&M","16-14","-15.37","82.1","97.4","69.5","+.047"
"311","St. Francis NY","11-18","-15.46","85.7","101.2","66.9","+.046"
"312","Hartford","8-22","-15.50","91.6","107.1","66.3","-.039"
"313","Southeast Missouri St.","7-23","-15.64","86.7","102.4","70.0","-.045"
"314","St. Francis PA","11-19","-16.14","92.8","108.9","66.2","+.027"
"315","New Orleans","8-22","-16.27","85.6","101.9","66.7","+.001"
"316","Fairleigh Dickinson","11-21","-16.97","88.3","105.3","70.4","+.053"
"317","VMI","10-19","-17.76","99.0","116.8","85.4","-.001"
"318","Maryland Eastern Shore","11-21","-18.09","87.7","105.8","68.0","+.056"
"319","Centenary","8-21","-18.17","92.1","110.2","72.5","+.009"
"320","Texas Pan American","6-25","-18.23","85.9","104.1","69.2","-.082"
"321","Houston Baptist","12-21","-18.79","90.0","108.8","75.8","+.049"
"322","UMBC","4-26","-18.84","91.9","110.7","68.8","-.072"
"323","Coppin St.","8-22","-19.02","85.8","104.8","68.1","-.088"
"324","Southern Utah","7-22","-19.03","86.1","105.2","69.3","-.005"
"325","Toledo","4-28","-19.13","85.6","104.7","63.5","+.008"
"326","Utah Valley","12-18","-19.14","86.7","105.8","65.4","-.028"
"327","Alabama A&M","11-16","-19.29","84.0","103.3","73.5","-.016"
"328","Mississippi Valley St.","9-23","-19.92","87.9","107.9","70.5","-.005"
"329","Presbyterian","5-26","-20.23","87.8","108.0","65.7","-.050"
"330","Stetson","7-22","-20.33","87.0","107.4","68.6","+.043"
"331","Winston Salem St.","12-17","-20.34","83.3","103.7","69.7","+.074"
"332","Gardner Webb","8-21","-20.35","87.1","107.4","72.9","-.005"
"333","Florida A&M","9-22","-20.43","88.9","109.3","69.5","+.054"
"334","Tennessee Martin","4-25","-20.61","86.4","107.0","72.8","-.015"
"335","Marist","1-29","-21.41","87.1","108.5","65.8","-.014"
"336","Wagner","5-26","-21.49","85.8","107.3","68.6","-.014"
"337","Howard","7-25","-21.53","84.7","106.2","67.5","+.010"
"338","NJIT","10-21","-21.73","81.5","103.2","70.3","-.059"
"339","North Carolina Central","7-22","-21.98","82.4","104.3","69.3","-.016"
"340","SIU Edwardsville","5-23","-22.69","84.7","107.4","70.1","+.005"
"341","Dartmouth","5-23","-23.72","79.7","103.4","65.7","+.023"
"342","Chicago St.","9-23","-24.08","81.5","105.5","70.7","-.000"
"343","North Dakota","8-23","-24.28","89.7","114.0","67.5","-.005"
"344","Grambling St.","7-21","-24.42","85.7","110.1","70.8","-.002"
"345","Southern","5-25","-26.16","80.0","106.1","71.8","-.025"
"346","Bryant","1-29","-31.49","76.0","107.5","65.3","-.029"
"347","Alcorn St.","2-29","-31.92","77.9","109.8","75.3","-.030"
