"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"164","Cal St. Fullerton",-0.71,103.3,104,72,-0.036
"165","Monmouth",-0.72,92.1,92.8,67.8,0.019
"166","Belmont",-0.73,103.6,104.3,72.1,0.025
"167","Troy",-0.76,101.5,102.2,68.5,-0.106
"168","Illinois Chicago",-0.86,101,101.8,67.2,0.088
"169","Coastal Carolina",-0.91,103.1,104,65.1,0.07
"170","Illinois St.",-0.91,89.3,90.2,64.7,-0.096
"171","UC Santa Barbara",-0.92,99.1,100.1,65.5,-0.016
"172","South Florida",-0.96,92.1,93,65.4,-0.106
"173","Fairleigh Dickinson",-0.96,97.9,98.8,72.6,0.036
"174","Denver",-1.01,95.3,96.3,67.5,-0.009
"175","Detroit",-1.17,100.4,101.5,63.6,0.047
"176","Valparaiso",-1.19,100.8,102,73.1,0.004
"177","Lipscomb",-1.67,96.3,98,68.4,0.012
"178","IUPUI",-1.69,102.1,103.7,64.2,0.066
"179","Sam Houston St.",-1.89,98.6,100.5,70.6,0.16
"180","Indiana St.",-1.89,97.7,99.5,67.5,0.101
"181","College of Charleston",-1.94,95.4,97.3,71.5,-0.043
"182","Niagara",-1.99,103,105,68.6,-0.038
"183","Wright St.",-2.03,97.4,99.5,64.1,0.016
"184","Loyola MD",-2.04,101.9,104,72.3,0.076
"185","Stephen F. Austin",-2.18,99.2,101.4,67.5,-0.09
"186","SMU",-2.3,94.6,96.9,68,-0.113
"187","Birmingham Southern",-2.41,104.8,107.3,61.6,0.09
"188","Evansville",-2.48,96.7,99.1,70.7,0.046
"189","Southeastern Louisiana",-2.53,98,100.6,64.9,0
"190","UCF",-2.66,95.8,98.5,65.3,-0.028
"191","UT Arlington",-2.83,98.9,101.8,69.9,-0.071
"192","Lehigh",-2.9,92.4,95.3,67.4,0.065
"193","Green Bay",-3.01,99,102,66.1,0.056
"194","Binghamton",-3.16,92,95.1,66.3,0.017
"195","Austin Peay",-3.19,99.3,102.4,69.9,0.034
"196","Vermont",-3.22,94.9,98.2,67.7,-0.067
"197","Idaho St.",-3.42,101.5,105,73.6,-0.015
"198","Southern",-3.44,92.2,95.7,68.8,0.081
"199","San Jose St.",-3.44,92,95.5,71,-0.141
"200","Ball St.",-3.47,95,98.4,66.2,-0.092
"201","Delaware St.",-3.48,98.1,101.5,58.7,0.105
"202","Tennessee Tech",-3.64,96.4,100.1,71.7,0.104
"203","Boston University",-3.7,93.3,97,63,-0.044
"204","Pepperdine",-4.14,93.3,97.5,70.8,-0.017
"205","Lamar",-4.32,99.6,103.9,75.5,0.005
"206","North Texas",-4.35,98.8,103.1,74.7,0.001
"207","Jacksonville St.",-4.35,103.3,107.6,72.2,0.034
"208","Tennessee St.",-4.43,100.5,105,67.8,-0.031
"209","Tulane",-4.77,91.8,96.5,68.2,0.006
"210","Tulsa",-4.88,90.9,95.8,67.8,0.014
"211","Canisius",-4.89,99.8,104.7,68.1,-0.067
"212","Portland",-5.06,99.2,104.2,69.1,0.045
"213","High Point",-5.09,97,102.1,73.5,0.04
"214","Montana St.",-5.09,100,105.1,70.4,0.034
"215","Arkansas Little Rock",-5.14,92.3,97.5,68.2,0.012
"216","Arkansas St.",-5.28,100.9,106.2,71,-0.028
"217","Rice",-5.29,96.6,101.9,68.1,0.03
"218","McNeese St.",-5.51,94.6,100.1,72.8,0.026
"219","Georgia St.",-5.52,98.4,103.9,67.2,-0.104
"220","Delaware",-5.53,93.2,98.7,70.8,-0.034
"221","East Tennessee St.",-5.58,96.5,102.1,76.1,-0.066
"222","Tennessee Martin",-5.78,99.6,105.4,70.7,-0.004
"223","Furman",-5.89,99.6,105.5,66,-0.016
"224","Marshall",-5.96,94.4,100.4,68.7,0.035
"225","Elon",-5.97,94.3,100.3,67.1,0.076
"226","Fairfield",-5.98,103,109,68.8,0.034
"227","UTSA",-6.01,96,102.1,73.7,-0.081
"228","Rider",-6.16,97.8,104,70.7,-0.036
"229","Utah Valley St.",-6.2,98.4,104.6,63.3,-0.01
"230","New Orleans",-6.37,95.6,102,66.7,0.003
"231","Radford",-6.37,99.8,106.1,70.8,0.046
"232","Western Michigan",-6.42,92.7,99.1,68.1,0.103
"233","Cornell",-6.47,95.3,101.8,65.7,-0.03
"234","Chicago St.",-6.73,97.8,104.5,68.5,0.043
"235","William & Mary",-6.91,95.1,102,68.3,-0.071
"236","Chattanooga",-6.98,95.6,102.6,70.4,0.107
"237","St. Bonaventure",-6.99,96.8,103.8,70.2,-0.066
"238","Appalachian St.",-7.04,96.7,103.8,67.8,0.02
"239","TCU",-7.1,90.3,97.4,70.3,-0.061
"240","Robert Morris",-7.16,100.7,107.8,70,0.036
"241","Hartford",-7.27,97.5,104.7,68.3,-0.027
"242","Mount St. Mary's",-7.46,93,100.4,67.2,-0.008
"243","Western Carolina",-7.51,95.6,103.1,67.1,-0.037
"244","Florida Atlantic",-7.63,98.6,106.2,68.3,0.012
"245","Cleveland St.",-7.68,88.6,96.3,70.6,-0.01
"246","Richmond",-7.69,90.6,98.3,58.7,0.087
"247","Cal Poly",-7.73,96.1,103.8,66,-0.025
"248","Weber St.",-7.75,95.9,103.6,65.9,0.021
"249","Towson",-7.82,99.9,107.7,70.6,0.073
"250","Wofford",-7.83,96.1,104,66.5,-0.08
"251","Southern Utah",-7.92,97.8,105.7,67.9,-0.1
"252","Quinnipiac",-7.96,95,102.9,73.1,-0.021
"253","Youngstown St.",-7.97,99.6,107.5,67,-0.109
"254","Wagner",-8.24,94.2,102.5,68.7,0.009
"255","Harvard",-8.26,93.5,101.8,71.2,0.016
"256","American",-8.36,94.6,103,67.7,0.018
"257","Sacred Heart",-8.37,93.3,101.7,69.3,-0.039
"258","Yale",-8.44,92.8,101.2,71.4,0.068
"259","Charleston Southern",-8.59,95.9,104.5,68.7,0.007
"260","Bowling Green",-8.63,94.4,103,69.5,-0.013
"261","Eastern Kentucky",-8.75,101.4,110.2,66.7,0.042
"262","Cal St. Northridge",-8.93,92.6,101.5,72.2,0.038
"263","Gardner Webb",-8.96,96.8,105.8,66.5,0.157
"264","Princeton",-9.09,94,103,56.2,0.064
"265","Eastern Michigan",-9.14,96.3,105.5,68.5,-0.042
"266","UMBC",-9.23,97.1,106.4,68.6,-0.04
"267","St. Francis NY",-9.25,89.5,98.8,68.5,-0.005
"268","Alabama A&M",-9.44,91.2,100.7,76.6,-0.041
"269","Jackson St.",-10.03,91.8,101.9,74.1,0.008
"270","Oakland",-10.1,100.7,110.8,70.8,-0.015
"271","Hampton",-10.29,88,98.3,71.5,-0.056
"272","East Carolina",-10.34,92.1,102.4,66.2,-0.032
"273","FIU",-10.57,85.9,96.4,69.3,0.009
"274","UNC Greensboro",-10.61,95.6,106.2,68.7,0.004
"275","IPFW",-10.81,92.9,103.7,67.1,-0.003
"276","South Carolina St.",-10.86,88.8,99.7,67,0.049
"277","New Hampshire",-10.91,95,105.9,62,0.064
"278","Southern Miss",-10.92,93.7,104.6,63.3,0.002
"279","UMKC",-10.99,98.7,109.7,68.7,0.118
"280","Coppin St.",-11.64,91.6,103.2,69.3,0.047
"281","LIU Brooklyn",-11.66,93.8,105.5,70.8,0.048
"282","Stetson",-11.68,92.1,103.8,66.2,0.026
"283","Louisiana Monroe",-11.86,89.3,101.2,68.7,0.013
"284","Colgate",-12.15,88.9,101,65.3,-0.047
"285","Arkansas Pine Bluff",-12.18,82,94.2,70.4,-0.041
"286","Campbell",-12.34,97.6,110,78.3,-0.042
"287","UC Davis",-12.35,94.8,107.2,66.3,-0.005
"288","Idaho",-12.74,94.4,107.1,65.2,-0.064
"289","Norfolk St.",-12.81,87.4,100.2,68.8,0.017
"290","Alabama St.",-13.27,90.5,103.7,69.9,0.045
"291","Florida A&M",-13.4,93.7,107.1,70.4,0.058
"292","Lafayette",-13.41,94,107.4,70.6,0.022
"293","Maine",-13.55,91.3,104.8,68.7,0.028
"294","Bethune Cookman",-13.75,92.2,106,69.3,0.084
"295","UNC Asheville",-13.84,94.1,107.9,70,0.059
"296","Brown",-13.88,87.8,101.7,66.9,0.038
"297","Columbia",-14.24,93.4,107.6,67.6,0.068
"298","Western Illinois",-14.46,90.9,105.4,68.5,-0.011
"299","South Dakota St.",-14.64,87.6,102.2,70.4,0.067
"300","Central Michigan",-14.65,85.7,100.3,69.8,-0.045
"301","Duquesne",-14.75,95.9,110.6,70.2,-0.059
"302","Navy",-15.11,89.9,105,72.9,-0.029
"303","Northern Colorado",-15.12,96.5,111.6,68.3,-0.13
"304","UC Riverside",-15.14,87.5,102.6,72.9,0.003
"305","Grambling St.",-15.36,88.2,103.5,71,0.136
"306","Dartmouth",-15.56,91.8,107.3,64.7,-0.054
"307","Nicholls St.",-15.57,92.7,108.3,73.1,0.06
"308","Kennesaw St.",-15.73,93.3,109.1,69.5,0.067
"309","Southeast Missouri St.",-15.86,89.1,104.9,68.1,-0.029
"310","Alcorn St.",-16.15,90.2,106.4,71.3,-0.003
"311","James Madison",-16.34,93,109.3,69.8,0.012
"312","Stony Brook",-16.39,88.5,104.9,67.6,-0.041
"313","Longwood",-16.46,93.5,110,74.6,0.016
"314","Eastern Illinois",-16.67,88.6,105.3,64.4,-0.021
"315","Howard",-16.84,90.4,107.2,69.3,-0.087
"316","VMI",-17.5,88.2,105.7,74.1,-0.049
"317","Centenary",-18.25,90.5,108.8,69.6,-0.033
"318","Mercer",-18.37,93.8,112.1,70.8,0.001
"319","Texas Southern",-18.73,88.2,107,73,-0.041
"320","North Carolina A&T",-19.1,82.7,101.8,70.2,-0.044
"321","Texas St.",-19.5,89.5,109,68.8,-0.049
"322","Mississippi Valley St.",-19.6,90.3,109.9,65,0.06
"323","Liberty",-19.75,87.3,107.1,68.9,0.005
"324","Maryland Eastern Shore",-20.81,87.8,108.6,72.4,0.006
"325","North Florida",-20.83,91.2,112,69,-0.093
"326","St. Francis PA",-20.84,89.9,110.7,64.5,-0.022
"327","Texas Pan American",-21.02,85.2,106.2,68.2,-0.045
"328","Morehead St.",-21.04,87.3,108.3,67.8,-0.069
"329","Jacksonville",-22.13,90,112.1,75.5,-0.084
"330","The Citadel",-23.77,87.2,111,68.5,0.042
"331","Army",-25.84,84.8,110.6,64.1,-0.029
"332","Prairie View A&M",-27.2,83.5,110.7,74.8,-0.066
"333","Morgan St.",-30.32,76.5,106.8,69.1,0.019
"334","Savannah St.",-37.29,76.8,114.1,71.5,-0.008
