"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"77","Santa Clara",9.93,103.3,93.3,65.8,0.036
"78","California",9.75,107.5,97.8,66.7,-0.02
"79","San Diego St.",9.72,100.3,90.6,71.5,0.052
"80","Hawaii",9.7,100.2,90.5,71.8,-0.093
"81","Kent St.",9.66,100.7,91,67.8,0.002
"82","Nebraska",8.76,104.8,96.1,65.1,-0.012
"83","Evansville",8.28,108.9,100.6,66.2,-0.071
"84","Loyola Chicago",8.27,106.1,97.8,66.4,0
"85","Auburn",8.19,102.8,94.6,72.6,0.009
"86","Illinois St.",8.19,102.5,94.3,67.4,-0.06
"87","Oral Roberts",8.18,102.7,94.5,68.7,-0.007
"88","Miami OH",8.11,100.9,92.8,61,-0.022
"89","George Mason",7.76,102.7,94.9,63.2,-0.071
"90","Utah St.",7.76,107.2,99.5,66.2,0.039
"91","Texas A&M Corpus Chris",7.64,109.7,102.1,70.8,0.058
"92","Penn",7.46,105,97.5,70.5,0.048
"93","New Mexico St.",7.21,104.3,97.1,72.5,0.036
"94","Houston",7.21,103,95.8,71,-0.023
"95","Holy Cross",7.19,98.4,91.2,65.1,0.026
"96","George Washington",7.11,100.7,93.5,69,0.09
"97","Saint Joseph's",6.94,104.9,98,65,-0.043
"98","Bucknell",6.73,102.6,95.9,63,-0.001
"99","Wright St.",6.57,100.5,93.9,65,0.137
"100","Hofstra",6.52,110.5,103.9,67.2,0.052
"101","Utah Valley St.",6.48,105.4,99,64.7,-0.01
"102","Saint Mary's",6.34,101.7,95.4,68.2,-0.102
"103","Wake Forest",6.32,103.9,97.6,72.4,0.049
"104","Fresno St.",6.18,98,91.9,71.6,0.051
"105","North Dakota St.",6.1,105.3,99.2,69.3,-0.075
"106","Seton Hall",5.93,103.7,97.7,72.7,-0.099
"107","Baylor",5.81,106.9,101.1,69.4,-0.057
"108","Colorado St.",5.67,103.7,98.1,70.5,0.011
"109","Miami FL",5.66,108.3,102.7,66.7,-0.078
"110","Drake",5.55,109.5,104,69.9,0.052
"111","Toledo",5.53,101.6,96.1,69.4,0.058
"112","UCF",5.47,105,99.5,66.5,-0.002
"113","Boise St.",5.34,102.7,97.4,73.2,-0.057
"114","Long Beach St.",5.23,107.8,102.5,73.8,0.111
"115","Tulsa",5.15,96.8,91.7,68.6,-0.019
"116","Western Kentucky",5.14,108.8,103.7,69.9,-0.016
"117","UAB",4.84,98.6,93.7,67,-0.042
"118","Western Michigan",4.61,104.1,99.5,69.9,-0.023
"119","Marist",4.43,104.7,100.3,69.3,0.017
"120","Saint Louis",4.28,100,95.7,65.5,0.095
"121","Belmont",4.23,102.5,98.2,68.2,0.023
"122","Dayton",4.05,101,97,66.5,0.088
"123","Vermont",4.04,101.2,97.1,68.4,0.056
"124","College of Charleston",4.04,99.6,95.6,67.9,0.032
"125","Ohio",4.01,104.8,100.8,69,0.028
"126","South Carolina",3.91,105.4,101.5,63.7,0.067
"127","Southern Miss",3.5,99.2,95.7,68.5,0.001
"128","St. John's",3.4,98.6,95.2,66.9,0.038
"129","Wyoming",3.4,104.3,101,71.3,0.053
"130","Oakland",3.31,105.5,102.2,66.7,0.039
"131","Temple",2.97,105.8,102.8,71.8,-0.122
"132","Sam Houston St.",2.88,101.9,99.1,72.2,0.009
"133","UTEP",2.69,99.6,96.9,74.8,-0.137
"134","Iowa St.",2.62,96.7,94.1,66.6,0.038
"135","Rhode Island",2.57,108.7,106.1,70,0.066
"136","Northwestern",2.45,100.4,98,59.6,-0.05
"137","Fordham",2.38,96.8,94.4,66,0.052
"138","Albany",2.13,102.6,100.4,66.4,0.109
"139","New Mexico",2.11,106.6,104.5,68.1,-0.054
"140","Indiana St.",1.98,99.7,97.7,64.7,0.058
"141","Tulane",1.87,98.6,96.7,71.6,0.044
"142","Cincinnati",1.85,99.4,97.5,66.9,-0.031
"143","Arizona St.",1.73,97.8,96.1,61.3,-0.092
"144","Green Bay",1.64,102.5,100.8,66.9,-0.003
"145","Utah",1.61,109.7,108.1,63,-0.042
"146","South Alabama",1.59,100.1,98.5,67.4,0.016
"147","Penn St.",1.37,104.4,103,65.4,-0.054
"148","Valparaiso",1.24,96.6,95.4,67.1,-0.001
"149","Siena",1.11,102.7,101.6,71.4,-0.046
"150","South Florida",0.79,98.1,97.3,67.8,-0.065
"151","Illinois Chicago",0.71,102.2,101.4,69.1,-0.026
"152","Towson",0.71,101.6,100.9,66.6,-0.031
"153","UC Santa Barbara",0.59,100.8,100.2,66.6,0.017
"154","Detroit",0.54,102.4,101.9,64.3,-0.053
"155","Charlotte",0.21,102.2,102,69,0.002
"156","Cal Poly",0.15,103.2,103,69.9,0.029
"157","San Francisco",-0.07,100.9,101,71.1,-0.017
"158","Idaho St.",-0.16,100.5,100.6,63.1,-0.073
"159","San Diego",-0.47,103.2,103.7,71.7,0.042
"160","Minnesota",-0.51,96.8,97.3,66.7,-0.029
"161","Northern Arizona",-0.86,106.2,107,74.3,0.071
"162","North Texas",-0.99,98.1,99.1,71.9,0.034
"163","Austin Peay",-0.99,101.1,102.1,67.7,0.064
"164","UNC Greensboro",-1.25,97.9,99.2,69.1,0.005
"165","Northwestern St.",-1.26,100.9,102.1,76.3,0
"166","East Tennessee St.",-1.46,94.8,96.3,72.3,0.1
"167","American",-1.5,95.9,97.4,66.3,-0.051
"168","SMU",-1.52,97.6,99.1,63.7,-0.049
"169","UC Irvine",-1.61,95.4,97,67.4,-0.028
"170","Tennessee Tech",-1.65,98.8,100.5,72.1,0.008
"171","TCU",-1.91,92,93.9,68.8,0.038
"172","Rice",-1.92,99.1,101,68.3,0.054
"173","Yale",-2,99.1,101.1,67.9,-0.017
"174","Oregon St.",-2.06,97.8,99.9,67.3,-0.032
"175","High Point",-2.11,96.6,98.7,70.7,0.055
"176","Portland St.",-2.11,99.8,101.9,73.7,0.032
"177","Central Connecticut",-2.28,99.4,101.7,66.7,0.061
"178","Youngstown St.",-2.45,98,100.4,68,0.036
"179","Cal St. Fullerton",-2.47,100.6,103.1,75.7,0.066
"180","Eastern Kentucky",-2.49,98.4,100.8,64.2,0.077
"181","Eastern Washington",-2.51,108.3,110.8,74.5,-0.02
"182","IUPUI",-2.51,102.4,104.9,65.9,-0.021
"183","Southern Utah",-2.57,99.2,101.8,65.2,-0.004
"184","Weber St.",-2.64,98,100.6,68,0.098
"185","Lipscomb",-2.69,99.2,101.9,64.8,-0.016
"186","Northeastern",-2.69,97,99.7,66.6,0.013
"187","Sacred Heart",-2.76,103.2,106,74,0.021
"188","Niagara",-2.77,102.6,105.3,71.7,0.119
"189","Marshall",-2.88,95.7,98.6,69.8,0.074
"190","Cornell",-3,100,103,65.6,0.002
"191","Loyola MD",-3.04,102.6,105.6,68.1,0.001
"192","Montana",-3.14,103.6,106.7,65.3,-0.008
"193","Furman",-3.51,99.4,102.9,66.1,0.018
"194","Boston University",-3.74,94.8,98.6,62.4,-0.102
"195","Louisiana Tech",-3.75,95.3,99,68.8,-0.012
"196","Stephen F. Austin",-3.78,94.2,98,64,-0.076
"197","Buffalo",-3.84,94,97.9,73,0.013
"198","William & Mary",-3.88,98.1,102,65.2,0.02
"199","Georgia Southern",-4.09,93.4,97.5,70.8,-0.025
"200","Delaware St.",-4.1,101.9,106,57.6,0.109
"201","Chattanooga",-4.24,95.6,99.9,68.2,-0.027
"202","Middle Tennessee",-4.27,94,98.3,63.8,0.002
"203","Chicago St.",-4.62,102.8,107.4,70.5,-0.01
"204","Arkansas St.",-4.92,98.9,103.8,70.5,0.038
"205","Ball St.",-4.94,92,96.9,65.9,-0.09
"206","Fairfield",-5.12,97.8,102.9,62.5,-0.001
"207","Rutgers",-5.17,96.6,101.7,63.6,0.049
"208","Columbia",-5.17,100.7,105.8,64.2,0.048
"209","Pacific",-5.22,100.6,105.8,65.4,-0.029
"210","Milwaukee",-5.23,95.9,101.2,69.3,0.032
"211","Robert Morris",-5.39,102.4,107.8,69.1,0.003
"212","Loyola Marymount",-5.43,91.3,96.7,70.1,0.095
"213","UMKC",-5.55,103,108.6,68.2,-0.015
"214","Central Michigan",-5.81,95.8,101.6,68.7,0.076
"215","Lamar",-5.88,99.2,105.1,72.1,0.016
"216","Bowling Green",-5.98,95.4,101.4,70.1,0.027
"217","Colorado",-5.99,96.9,102.9,73.6,0.036
"218","Murray St.",-6.11,93.8,100,67.4,0.051
"219","Liberty",-6.25,97.4,103.6,72.8,-0.055
"220","Pepperdine",-6.42,100.8,107.2,75.5,-0.025
"221","Samford",-6.59,101.9,108.5,57.1,0.044
"222","Duquesne",-6.61,103.4,110,75.5,0.028
"223","Eastern Michigan",-6.69,93.8,100.5,68.6,0.064
"224","Binghamton",-6.7,93.9,100.6,69.2,-0.047
"225","UNC Wilmington",-6.89,95.1,102,68.2,-0.043
"226","Brown",-7.03,94.2,101.2,64.3,-0.025
"227","Troy",-7.06,100.5,107.5,70,0.018
"228","Florida Atlantic",-7.08,100.1,107.2,72.3,0.095
"229","Southeastern Louisiana",-7.09,97.8,104.9,66.2,0.076
"230","Northern Illinois",-7.11,97.2,104.3,69.1,-0.084
"231","New Orleans",-7.12,103.4,110.6,67.4,0.004
"232","Cleveland St.",-7.2,95,102.2,66.3,-0.023
"233","San Jose St.",-7.36,90.8,98.1,69,-0.019
"234","Cal St. Northridge",-7.55,93.8,101.3,73.7,0.015
"235","Coastal Carolina",-7.79,98.5,106.3,69.4,-0.031
"236","La Salle",-7.95,99.5,107.4,70.2,-0.076
"237","VMI",-8.04,102.2,110.3,91.1,-0.08
"238","Hartford",-8.19,94.3,102.5,65.7,0.023
"239","Western Carolina",-8.27,96.9,105.2,69.9,0.005
"240","Mount St. Mary's",-8.33,91.1,99.5,67.3,-0.042
"241","Georgia St.",-8.59,96.7,105.3,66.4,0.045
"242","UNC Asheville",-8.75,93.2,102,70.7,-0.02
"243","Louisiana Monroe",-8.82,97.6,106.4,69.3,0.101
"244","Rider",-8.93,97.9,106.8,70.4,0.11
"245","Canisius",-8.97,95.5,104.5,70,-0.016
"246","Jacksonville",-9.11,96.8,105.9,72.2,0.077
"247","Hampton",-9.13,88.8,98,72,-0.016
"248","IPFW",-9.13,94.9,104,68.7,0.013
"249","Mississippi Valley St.",-9.19,89.1,98.3,66.5,0.062
"250","Jackson St.",-9.23,95.5,104.7,72.7,0.139
"251","Lehigh",-9.26,93.1,102.4,65.8,-0.006
"252","Wofford",-9.29,100.5,109.8,68.3,-0.018
"253","Quinnipiac",-9.31,94.9,104.2,72,0.023
"254","Arkansas Little Rock",-9.41,96.2,105.6,65.8,0.04
"255","Florida A&M",-9.45,95.8,105.2,70.2,0.104
"256","Centenary",-9.59,95.2,104.8,70.2,-0.007
"257","Harvard",-9.69,99.1,108.7,72.7,0.088
"258","Monmouth",-9.69,95.1,104.8,65.8,-0.014
"259","Fairleigh Dickinson",-9.73,97,106.7,71.7,0.064
"260","Manhattan",-9.83,92.9,102.7,68.9,0.075
"261","UT Arlington",-9.84,96.8,106.7,72.7,0.044
"262","Army",-9.87,88.6,98.5,65.9,0.055
"263","Kennesaw St.",-9.9,95.3,105.2,67.7,-0.037
"264","McNeese St.",-10.26,86.4,96.7,68.2,0.099
"265","Maine",-10.26,94.3,104.6,68.6,0.008
"266","Texas Pan American",-10.33,97.4,107.7,66.4,0.015
"267","Navy",-10.36,91.4,101.7,66.9,0.032
"268","Princeton",-10.41,88,98.4,55.3,-0.007
"269","Campbell",-10.46,95.2,105.6,75.8,-0.012
"270","Louisiana Lafayette",-10.63,93.9,104.6,68.7,-0.046
"271","UMBC",-10.64,94.9,105.6,64.4,0.017
"272","Nicholls St.",-10.74,98.7,109.4,71.9,-0.02
"273","Montana St.",-10.87,93,103.9,68.4,-0.007
"274","Portland",-10.92,90.4,101.4,66.7,0.01
"275","Central Arkansas",-11.18,91,102.2,66.7,-0.049
"276","Stony Brook",-11.69,88.3,100,66.9,-0.061
"277","Elon",-11.69,92.8,104.5,66.1,-0.053
"278","Richmond",-11.78,96,107.8,62.3,0.031
"279","Morehead St.",-11.95,93.2,105.1,66.1,-0.05
"280","St. Francis NY",-11.97,88.9,100.9,67.9,-0.023
"281","Tennessee St.",-11.98,93.3,105.2,67,0.014
"282","Gardner Webb",-12.06,92.7,104.8,66.7,-0.051
"283","North Carolina A&T",-12.35,92.2,104.5,73.2,-0.014
"284","FIU",-12.46,90.9,103.3,69.2,0.09
"285","Colgate",-12.57,87.2,99.7,64.3,0.03
"286","South Carolina St.",-12.63,91.5,104.1,67.5,0
"287","Wagner",-12.87,94.2,107.1,70.8,-0.021
"288","Morgan St.",-12.95,92.4,105.4,69,-0.035
"289","New Hampshire",-13.42,93,106.4,62.3,0.024
"290","Sacramento St.",-13.45,91.4,104.9,77.1,0.028
"291","Radford",-13.45,91.2,104.7,72.1,-0.064
"292","James Madison",-13.47,97.3,110.8,66,0.019
"293","Dartmouth",-13.83,91.3,105.2,65.3,0.026
"294","Jacksonville St.",-13.86,93.3,107.2,68.3,-0.011
"295","Delaware",-13.98,93,106.9,65.6,-0.06
"296","Southeast Missouri St.",-14.1,94.6,108.7,73.4,0.031
"297","Mercer",-14.89,92.1,107,74.9,0.04
"298","St. Bonaventure",-15.03,94.9,109.9,70.1,0.017
"299","Idaho",-15.15,90.2,105.4,68.8,0.024
"300","Arkansas Pine Bluff",-15.16,84.6,99.7,67.5,0.014
"301","East Carolina",-15.3,88.6,103.9,66.3,-0.022
"302","Coppin St.",-15.34,89.5,104.9,67.5,0.063
"303","Southern",-15.36,84.7,100.1,69.4,-0.03
"304","Eastern Illinois",-15.38,90.2,105.6,65.8,-0.009
"305","St. Francis PA",-15.43,94.6,110.1,67.2,-0.065
"306","UC Riverside",-15.53,89.5,105.1,69.2,-0.057
"307","LIU Brooklyn",-15.58,91.2,106.8,70.3,0.024
"308","Texas St.",-16.04,93.1,109.2,78,-0.022
"309","Stetson",-16.11,93.7,109.8,67.3,0.047
"310","Lafayette",-16.29,94.5,110.8,68.9,0.033
"311","Northern Colorado",-16.4,91,107.4,70.2,-0.079
"312","Tennessee Martin",-16.57,90,106.6,68.8,-0.06
"313","Western Illinois",-16.83,88.5,105.4,66.2,-0.064
"314","Saint Peter's",-16.86,84.7,101.5,67,-0.091
"315","Grambling St.",-17.11,89.6,106.7,70.3,0.049
"316","UTSA",-17.31,82.6,99.9,66.7,-0.03
"317","Alabama St.",-17.33,87,104.3,67,-0.01
"318","UC Davis",-17.69,89.3,107,71.9,0.019
"319","South Dakota St.",-17.95,90.4,108.3,67.8,-0.034
"320","Longwood",-18.26,87.3,105.6,71.9,0.026
"321","Texas Southern",-18.37,86,104.3,72,0.09
"322","Norfolk St.",-18.65,92.7,111.4,69.1,0.064
"323","Iona",-19,83.8,102.8,67.9,-0.041
"324","Charleston Southern",-19.14,91.5,110.6,67.5,-0.009
"325","The Citadel",-19.74,87.7,107.4,62.4,0.032
"326","Savannah St.",-19.96,83.4,103.4,66.8,0.101
"327","Alcorn St.",-20.91,88.2,109.1,72.4,0.067
"328","Denver",-21.02,89.3,110.3,69,-0.043
"329","Winston Salem St.",-21.1,85.5,106.6,71.1,-0.032
"330","Howard",-21.47,89.9,111.4,67.8,0.054
"331","Alabama A&M",-22.36,80.1,102.4,73.2,-0.041
"332","Prairie View A&M",-23.11,80.5,103.6,72,0.003
"333","Bethune Cookman",-24.19,79.3,103.5,62.5,0.035
"334","NJIT",-24.63,81.3,106,68.2,0.027
"335","North Florida",-25.39,78.1,103.5,66,-0.099
"336","Maryland Eastern Shore",-26.5,82.9,109.4,69.6,-0.094
