"","team","W_L","AdjEM","AdjO","AdjD","AdjT","luck"
"34","North Carolina St.","24-11","+16.95","115.0","98.0","68.4","-.031"
"35","Oregon","28-9","+16.75","104.9","88.1","68.9","+.053"
"36","Notre Dame","25-10","+16.62","112.7","96.1","62.2","+.046"
"37","Memphis","31-5","+16.29","105.6","89.3","69.6","+.057"
"38","UNLV","25-10","+16.04","104.2","88.2","69.1","-.015"
"39","Illinois","23-13","+15.78","108.7","92.9","65.7","+.042"
"40","Cincinnati","22-12","+15.60","104.1","88.5","63.9","-.012"
"41","Virginia","23-12","+15.46","105.6","90.2","61.2","-.066"
"42","Butler","27-9","+15.38","108.7","93.4","65.0","+.088"
"43","Belmont","26-7","+14.92","109.7","94.8","67.5","+.013"
"44","Middle Tennessee","28-6","+14.72","105.3","90.6","65.1","+.052"
"45","Colorado","21-12","+14.57","104.7","90.1","65.2","+.030"
"46","UCLA","25-10","+14.49","109.2","94.7","69.4","+.068"
"47","Denver","22-10","+14.31","108.1","93.8","59.5","-.044"
"48","Stanford","19-15","+14.14","108.0","93.8","68.0","-.075"
"49","Connecticut","20-10","+14.04","108.0","94.0","65.1","+.012"
"50","La Salle","24-10","+13.83","110.0","96.2","66.2","+.052"
"51","Oklahoma","20-12","+13.77","109.3","95.5","66.6","+.004"
"52","Maryland","25-13","+13.60","105.3","91.7","67.5","-.032"
"53","Villanova","20-14","+13.57","104.4","90.8","67.5","+.011"
"54","Boise St.","21-11","+13.51","111.3","97.8","66.3","+.005"
"55","Kentucky","21-12","+13.22","109.5","96.3","66.2","-.005"
"56","California","21-12","+13.06","105.4","92.3","66.4","+.041"
"57","BYU","24-12","+13.05","108.4","95.3","70.8","-.015"
"58","Bucknell","28-6","+12.71","105.4","92.7","63.3","-.014"
"59","Temple","24-10","+12.67","109.5","96.8","67.6","+.038"
"60","Stony Brook","25-8","+12.29","104.8","92.5","64.4","-.034"
"61","Southern Miss","27-10","+12.20","108.6","96.4","65.3","+.027"
"62","Akron","26-7","+11.53","104.9","93.4","66.8","+.085"
"63","Alabama","23-13","+11.46","101.9","90.4","62.1","+.001"
"64","Illinois St.","18-15","+11.46","107.7","96.3","69.8","-.093"
"65","Valparaiso","26-8","+11.40","108.8","97.4","65.6","+.021"
"66","Davidson","26-8","+11.38","110.2","98.9","64.8","-.002"
"67","Dayton","17-14","+11.31","110.7","99.4","66.1","-.100"
"68","Northern Iowa","21-15","+10.85","104.9","94.1","63.6","-.033"
"69","Providence","19-15","+10.75","106.0","95.3","66.1","-.026"
"70","Stephen F. Austin","27-5","+10.73","98.7","88.0","61.3","-.021"
"71","Weber St.","30-7","+10.63","107.4","96.7","65.2","-.016"
"72","Arizona St.","22-13","+10.46","106.5","96.0","66.9","-.014"
"73","Tennessee","20-13","+10.45","107.3","96.8","63.5","+.006"
"74","Purdue","16-18","+10.26","105.1","94.8","66.4","-.059"
"75","North Dakota St.","24-10","+10.10","103.7","93.6","61.1","-.015"
"76","Santa Clara","26-12","+9.73","109.1","99.4","68.6","+.047"
"77","Detroit","20-13","+9.60","111.8","102.1","70.2","-.044"
"78","Xavier","17-14","+9.51","104.1","94.6","63.3","-.055"
"79","Saint Joseph's","18-14","+9.37","107.1","97.8","63.2","-.026"
"80","Arkansas","19-13","+9.28","104.8","95.5","70.3","+.004"
"81","Washington","18-16","+9.17","105.8","96.6","66.1","+.000"
"82","Ohio","24-10","+9.05","104.8","95.7","67.9","+.020"
"83","Louisiana Tech","27-7","+8.08","99.9","91.8","69.7","+.082"
"84","Richmond","19-15","+8.06","108.1","100.1","64.1","-.016"
"85","Evansville","21-15","+8.06","104.5","96.5","65.8","-.011"
"86","Massachusetts","21-12","+7.90","105.5","97.6","70.9","+.080"
"87","Princeton","17-11","+7.89","106.9","99.0","60.9","-.071"
"88","New Mexico St.","24-11","+7.72","102.9","95.2","65.1","+.040"
"89","Iona","20-14","+7.46","112.5","105.0","70.6","-.070"
"90","Washington St.","13-19","+7.42","105.7","98.3","62.3","-.134"
"91","Indiana St.","18-15","+7.32","101.1","93.8","65.7","+.041"
"92","Lehigh","21-10","+7.29","107.1","99.8","66.9","-.003"
"93","Harvard","20-10","+7.09","106.3","99.3","64.4","+.038"
"94","Texas","16-18","+6.99","100.7","93.7","66.2","-.023"
"95","Texas A&M","18-15","+6.83","103.3","96.4","61.7","-.013"
"96","South Dakota St.","25-10","+6.81","110.1","103.3","63.9","+.030"
"97","Vanderbilt","16-17","+6.77","100.7","94.0","61.6","-.026"
"98","Oregon St.","14-18","+6.74","107.5","100.8","68.3","-.120"
"99","Air Force","18-14","+6.73","109.9","103.2","64.7","+.034"
"100","Wyoming","20-14","+6.52","101.2","94.7","61.4","+.046"
"101","St. John's","17-16","+6.36","98.5","92.1","67.7","+.058"
"102","Georgia Tech","16-15","+6.36","98.0","91.7","66.4","-.037"
"103","LSU","19-12","+6.35","103.8","97.4","69.0","+.060"
"104","USC","14-18","+6.32","101.4","95.0","67.2","-.015"
"105","Florida Gulf Coast","26-11","+6.25","103.1","96.8","69.2","+.039"
"106","Rutgers","15-16","+6.10","105.6","99.5","64.7","+.015"
"107","Boston College","16-17","+6.02","108.0","102.0","64.0","+.026"
"108","Utah St.","21-10","+5.58","107.8","102.2","62.4","+.024"
"109","Fresno St.","11-19","+5.42","97.9","92.5","61.8","-.062"
"110","Eastern Kentucky","25-10","+5.41","108.8","103.4","65.4","+.029"
"111","Clemson","13-18","+5.32","99.3","93.9","62.3","-.111"
"112","George Washington","13-17","+5.31","98.5","93.2","68.0","-.085"
"113","UTEP","18-14","+5.24","101.9","96.6","61.7","+.001"
"114","Georgia","15-17","+5.22","100.0","94.8","62.5","-.002"
"115","Utah","15-18","+5.11","102.9","97.8","62.9","-.027"
"116","Canisius","20-14","+5.06","109.4","104.3","66.9","-.015"
"117","Seton Hall","15-18","+4.96","102.4","97.4","65.0","-.026"
"118","Drake","15-17","+4.55","105.3","100.7","68.7","+.002"
"119","St. Bonaventure","14-15","+4.49","107.8","103.3","67.1","-.039"
"120","Florida St.","18-16","+4.46","105.3","100.8","65.9","+.085"
"121","Kent St.","21-14","+4.43","106.0","101.5","66.5","-.019"
"122","Wright St.","23-13","+4.28","96.1","91.9","63.4","+.009"
"123","West Virginia","13-19","+4.19","103.1","98.9","65.0","-.042"
"124","Loyola MD","23-12","+4.14","102.7","98.5","64.4","+.039"
"125","East Carolina","23-12","+4.04","107.2","103.2","69.3","+.046"
"126","Green Bay","18-16","+3.96","102.6","98.6","64.1","-.050"
"127","Pacific","22-13","+3.96","104.4","100.4","63.5","+.074"
"128","Mercer","24-12","+3.95","102.2","98.2","63.0","+.027"
"129","Charlotte","21-12","+3.87","99.5","95.7","68.0","+.133"
"130","UCF","20-11","+3.41","104.9","101.5","66.1","+.050"
"131","Murray St.","21-10","+3.38","103.8","100.4","66.6","-.012"
"132","Northwestern","13-19","+3.20","102.5","99.3","61.8","-.023"
"133","George Mason","22-16","+3.18","101.8","98.6","66.7","-.007"
"134","Vermont","21-12","+3.14","101.2","98.0","62.4","-.005"
"135","San Francisco","15-16","+3.13","105.1","102.0","66.7","-.041"
"136","Nebraska","15-18","+3.01","100.2","97.2","62.1","+.104"
"137","Wake Forest","13-18","+2.89","99.6","96.7","69.2","-.007"
"138","Northwestern St.","23-9","+2.87","104.9","102.0","72.7","+.075"
"139","Niagara","19-14","+2.81","105.1","102.3","69.0","+.012"
"140","Western Michigan","22-13","+2.62","100.8","98.2","66.1","+.062"
"141","South Florida","12-19","+2.61","100.4","97.8","60.3","-.008"
"142","Robert Morris","24-11","+2.28","103.2","100.9","65.5","+.038"
"143","Oral Roberts","20-15","+2.25","104.7","102.5","66.2","-.027"
"144","Boston University","17-13","+2.23","103.2","101.0","65.7","-.035"
"145","Montana","25-7","+2.18","103.2","101.0","64.1","+.176"
"146","Tulane","20-15","+1.87","105.4","103.5","65.7","-.052"
"147","UC Irvine","21-16","+1.86","99.3","97.4","66.6","+.018"
"148","Arkansas St.","19-12","+1.76","96.9","95.2","65.8","-.033"
"149","UT Arlington","19-14","+1.41","97.1","95.7","66.5","+.043"
"150","Albany","24-11","+1.35","100.7","99.4","63.0","+.082"
"151","Fairfield","19-16","+1.24","96.1","94.9","62.2","-.002"
"152","Cal Poly","18-14","+1.19","104.6","103.4","60.1","+.031"
"153","College of Charleston","24-11","+1.09","100.9","99.8","64.3","+.091"
"154","Manhattan","14-18","+0.92","93.5","92.6","62.3","-.022"
"155","Western Illinois","22-9","+0.69","95.4","94.7","58.2","+.048"
"156","Long Beach St.","19-14","+0.63","103.9","103.3","67.1","+.106"
"157","Army","16-15","+0.61","103.4","102.8","67.8","-.083"
"158","Texas Southern","17-14","+0.61","103.5","102.9","64.6","-.061"
"159","Bradley","18-17","+0.58","102.5","101.9","66.7","+.043"
"160","Rider","19-15","+0.58","96.9","96.3","65.9","+.049"
"161","Penn St.","10-21","+0.53","100.1","99.5","65.2","+.019"
"162","Southern","23-10","+0.50","97.4","96.9","64.8","-.030"
"163","UAB","16-17","+0.37","99.0","98.7","70.6","+.003"
"164","North Carolina Central","22-9","+0.31","97.4","97.1","64.2","+.026"
"165","Tennessee St.","18-15","+0.22","103.0","102.8","68.3","+.038"
"166","Delaware","19-14","+0.11","102.6","102.4","67.1","+.078"
"167","Loyola Chicago","15-16","+0.08","101.2","101.1","63.7","-.082"
"168","Drexel","13-18","+0.06","100.1","100.0","61.9","-.088"
"169","Virginia Tech","13-19","-0.10","105.2","105.3","67.6","+.031"
"170","San Diego","16-18","-0.15","100.9","101.1","64.2","+.039"
"171","Lafayette","19-15","-0.25","104.1","104.3","66.0","+.047"
"172","Nevada","12-19","-0.31","103.1","103.4","66.9","+.038"
"173","Western Kentucky","20-16","-0.41","99.9","100.3","66.3","+.030"
"174","DePaul","11-21","-0.42","103.5","103.9","71.4","-.049"
"175","Towson","18-13","-0.43","101.1","101.5","65.9","+.054"
"176","Bryant","19-12","-0.54","107.5","108.0","66.6","+.044"
"177","Southern Illinois","14-17","-0.75","100.8","101.5","63.1","+.046"
"178","Charleston Southern","19-13","-0.76","100.5","101.3","67.5","-.059"
"179","Northeastern","20-13","-0.78","104.6","105.3","64.3","+.079"
"180","Houston","20-13","-0.82","106.2","107.0","69.8","-.007"
"181","Tulsa","17-16","-0.86","97.6","98.5","67.5","+.051"
"182","James Madison","21-15","-0.91","98.4","99.3","64.5","+.063"
"183","Illinois Chicago","18-16","-1.18","96.8","98.0","64.2","+.041"
"184","Wagner","19-12","-1.22","95.3","96.5","67.7","+.054"
"185","SMU","15-17","-1.25","98.9","100.1","63.9","-.070"
"186","Toledo","15-13","-1.30","102.3","103.6","67.0","+.012"
"187","FIU","18-14","-1.37","99.8","101.1","69.0","+.069"
"188","Georgia St.","15-16","-1.38","103.7","105.1","64.0","-.050"
"189","Buffalo","14-20","-1.40","101.5","102.9","65.3","-.068"
"190","Gardner Webb","21-13","-1.61","96.1","97.7","63.3","-.043"
"191","Youngstown St.","18-16","-1.95","100.9","102.9","68.0","+.024"
"192","LIU Brooklyn","20-14","-2.12","108.6","110.7","68.9","+.016"
"193","Rhode Island","8-21","-2.23","98.6","100.8","63.3","-.043"
"194","South Alabama","17-13","-2.31","97.2","99.5","68.3","+.044"
"195","USC Upstate","16-17","-2.35","101.1","103.4","66.5","-.076"
"196","Columbia","12-16","-2.39","99.2","101.6","61.8","-.120"
"197","Auburn","9-23","-2.83","96.9","99.7","66.8","-.117"
"198","Yale","14-17","-2.93","100.8","103.7","64.2","+.032"
"199","Idaho","12-18","-2.95","107.9","110.9","63.2","-.001"
"200","Oakland","16-17","-3.06","105.4","108.5","69.4","+.041"
"201","Cal St. Fullerton","14-18","-3.07","105.3","108.4","69.6","-.097"
"202","Morgan St.","17-15","-3.17","97.6","100.8","67.1","-.042"
"203","UNC Asheville","16-16","-3.22","99.5","102.7","69.2","-.076"
"204","Jacksonville St.","17-11","-3.42","100.6","104.0","62.7","+.087"
"205","Loyola Marymount","11-23","-3.47","96.6","100.1","65.2","-.016"
"206","Elon","21-12","-3.48","97.2","100.7","66.4","+.055"
"207","Quinnipiac","15-16","-3.55","100.3","103.9","67.2","-.032"
"208","Savannah St.","19-15","-3.56","86.4","90.0","63.1","+.043"
"209","South Carolina","14-18","-3.63","99.8","103.5","66.5","+.028"
"210","Hawaii","17-15","-3.71","100.9","104.6","69.4","+.010"
"211","Mount St. Mary's","18-14","-3.80","100.7","104.5","67.5","+.117"
"212","Missouri St.","11-22","-3.87","99.0","102.9","61.2","+.023"
"213","Bowling Green","13-19","-3.87","95.0","98.9","64.4","-.091"
"214","William & Mary","13-17","-3.99","104.7","108.7","63.5","-.064"
"215","UC Davis","14-17","-4.05","102.7","106.7","67.4","-.009"
"216","Norfolk St.","21-12","-4.25","94.4","98.7","68.6","+.112"
"217","Marshall","13-19","-4.31","100.3","104.7","68.2","-.009"
"218","High Point","17-14","-4.33","98.3","102.6","66.6","-.061"
"219","Cal St. Northridge","14-17","-4.54","102.1","106.6","70.5","-.018"
"220","UC Santa Barbara","11-20","-4.75","96.7","101.5","64.0","-.040"
"221","Pepperdine","12-18","-4.75","96.8","101.6","63.9","+.026"
"222","Arkansas Little Rock","17-15","-4.76","95.6","100.4","68.2","+.060"
"223","St. Francis NY","12-18","-4.79","101.2","106.0","67.1","-.068"
"224","Southeast Missouri St.","17-16","-4.84","102.0","106.9","68.5","-.033"
"225","Morehead St.","15-18","-4.97","97.7","102.7","69.7","+.033"
"226","Hartford","17-14","-5.23","92.1","97.3","64.1","+.080"
"227","North Carolina A&T","20-17","-5.28","91.4","96.7","66.6","+.037"
"228","Sam Houston St.","17-17","-5.43","92.3","97.7","63.4","-.019"
"229","Seattle","8-22","-5.69","92.1","97.8","69.8","-.174"
"230","Louisiana Lafayette","13-20","-5.75","98.6","104.4","70.0","-.048"
"231","Coastal Carolina","14-15","-5.83","95.9","101.7","65.2","-.075"
"232","Eastern Michigan","16-18","-5.93","91.3","97.2","60.3","+.017"
"233","Brown","13-15","-5.93","93.9","99.9","64.7","+.041"
"234","Stetson","15-16","-5.94","99.4","105.3","68.6","+.016"
"235","Florida Atlantic","14-18","-6.08","97.6","103.6","65.4","+.011"
"236","Holy Cross","12-18","-6.47","97.0","103.5","62.9","+.002"
"237","Cal St. Bakersfield","14-16","-6.53","96.2","102.7","66.3","+.006"
"238","Marist","10-21","-6.58","96.8","103.4","67.9","-.052"
"239","Texas Tech","11-20","-6.68","98.6","105.3","67.7","+.024"
"240","Duquesne","8-22","-6.75","98.7","105.5","69.4","+.022"
"241","Miami OH","9-22","-7.07","96.9","104.0","65.4","-.066"
"242","Northern Colorado","13-18","-7.10","100.9","108.0","67.3","-.051"
"243","IPFW","16-17","-7.16","96.3","103.4","65.8","+.021"
"244","Northern Kentucky","11-16","-7.26","95.5","102.8","60.1","-.033"
"245","Western Carolina","14-19","-7.35","99.7","107.1","66.3","-.032"
"246","Wofford","13-19","-7.39","87.3","94.7","63.6","-.059"
"247","Central Michigan","11-20","-7.45","103.2","110.6","65.7","+.000"
"248","North Florida","13-19","-7.49","99.0","106.5","66.2","-.010"
"249","Penn","9-22","-7.72","93.0","100.8","68.0","-.008"
"250","South Dakota","10-20","-7.76","103.3","111.0","67.1","-.083"
"251","North Dakota","16-17","-7.76","95.4","103.2","67.6","+.038"
"252","Fordham","7-24","-7.78","98.2","106.0","68.8","+.027"
"253","UTSA","10-22","-7.80","99.1","106.9","64.6","-.046"
"254","Ball St.","15-15","-7.84","97.6","105.4","66.4","+.080"
"255","Mississippi St.","10-22","-7.97","90.0","98.0","68.3","-.011"
"256","Texas St.","12-22","-7.97","99.2","107.2","71.4","+.008"
"257","Central Connecticut","13-17","-8.17","99.8","108.0","70.1","+.056"
"258","Portland","11-21","-8.17","93.2","101.4","65.1","+.036"
"259","North Texas","12-20","-8.32","95.3","103.6","66.8","-.024"
"260","Cleveland St.","14-18","-8.49","97.7","106.2","65.0","+.033"
"261","Cornell","13-18","-8.70","98.0","106.7","67.1","+.028"
"262","Maine","11-19","-8.78","95.3","104.1","69.0","+.019"
"263","NJIT","16-13","-8.81","92.7","101.5","68.0","-.047"
"264","Appalachian St.","15-16","-8.86","97.6","106.4","67.8","+.010"
"265","New Hampshire","9-20","-9.39","90.9","100.3","64.2","-.054"
"266","TCU","11-21","-9.39","91.4","100.8","61.2","+.090"
"267","Liberty","15-21","-9.40","99.5","108.9","65.9","-.035"
"268","Colgate","11-21","-9.66","95.6","105.3","66.8","+.001"
"269","Bethune Cookman","14-20","-9.67","96.2","105.9","67.1","-.029"
"270","Sacred Heart","9-20","-9.67","99.5","109.1","68.4","+.007"
"271","Tennessee Tech","12-17","-10.14","95.1","105.3","65.7","+.037"
"272","Eastern Illinois","11-21","-10.15","98.0","108.2","60.4","-.033"
"273","Hampton","14-17","-10.18","87.3","97.5","69.3","+.031"
"274","Troy","12-21","-10.31","97.1","107.4","61.2","+.005"
"275","Dartmouth","9-19","-10.36","94.5","104.9","64.6","-.008"
"276","Old Dominion","5-25","-10.51","96.6","107.1","66.4","-.113"
"277","American","10-20","-10.51","96.0","106.5","60.0","+.004"
"278","Winthrop","14-17","-10.63","93.5","104.1","61.6","+.037"
"279","Sacramento St.","14-15","-10.82","95.2","106.0","62.9","+.050"
"280","Saint Peter's","9-21","-11.05","90.9","101.9","64.5","+.061"
"281","Georgia Southern","14-19","-11.15","93.9","105.1","62.7","+.011"
"282","Arkansas Pine Bluff","16-14","-11.18","90.5","101.7","68.1","+.116"
"283","VMI","14-17","-11.30","100.4","111.7","71.5","-.023"
"284","Delaware St.","15-18","-11.43","95.0","106.4","61.6","+.053"
"285","Southeastern Louisiana","13-18","-11.51","92.1","103.6","66.1","+.046"
"286","UNC Greensboro","9-22","-11.61","95.3","106.9","71.9","-.152"
"287","UNC Wilmington","10-20","-11.86","95.2","107.1","66.9","+.022"
"288","Jacksonville","14-18","-12.08","93.9","106.0","68.8","+.068"
"289","Nicholls St.","9-21","-12.14","96.8","108.9","67.3","-.024"
"290","Lipscomb","12-18","-12.16","96.1","108.3","70.7","+.053"
"291","McNeese St.","14-17","-12.19","94.2","106.4","65.2","+.088"
"292","Samford","11-21","-12.35","96.0","108.3","60.8","-.008"
"293","Northern Arizona","11-21","-12.37","95.0","107.3","69.4","+.040"
"294","Central Arkansas","13-17","-12.50","98.5","111.0","72.0","+.045"
"295","Utah Valley","14-18","-12.55","96.8","109.3","64.1","-.005"
"296","Chicago St.","11-22","-12.62","89.2","101.8","67.3","-.083"
"297","Radford","13-19","-12.64","89.4","102.1","67.7","+.007"
"298","Siena","8-24","-12.71","93.4","106.1","64.3","+.021"
"299","Eastern Washington","10-21","-12.97","95.2","108.2","68.4","+.000"
"300","Campbell","13-20","-13.08","95.9","109.0","66.6","+.014"
"301","Milwaukee","8-24","-13.37","93.2","106.6","66.0","-.004"
"302","Montana St.","13-17","-13.37","98.6","111.9","66.2","+.032"
"303","San Jose St.","9-20","-13.42","88.8","102.2","67.7","+.021"
"304","Hofstra","7-25","-13.44","87.7","101.1","64.7","-.025"
"305","Portland St.","8-20","-13.47","101.7","115.2","65.3","-.103"
"306","Southern Utah","11-20","-13.64","90.3","103.9","69.1","-.001"
"307","SIU Edwardsville","9-18","-13.65","91.0","104.7","65.9","-.008"
"308","UMBC","8-23","-13.85","93.8","107.7","67.4","-.010"
"309","Monmouth","10-21","-13.91","89.7","103.6","70.0","+.018"
"310","Chattanooga","13-19","-14.08","95.8","109.8","67.7","+.017"
"311","Austin Peay","8-23","-14.38","96.8","111.2","68.9","-.071"
"312","Texas Pan American","16-16","-14.41","92.2","106.6","64.9","+.087"
"313","Coppin St.","8-24","-14.50","91.3","105.8","68.5","-.038"
"314","UC Riverside","6-25","-14.58","87.3","101.9","63.5","-.071"
"315","Texas A&M Corpus Chris","6-23","-14.89","94.3","109.2","62.6","-.040"
"316","Jackson St.","11-18","-14.94","92.1","107.0","69.1","-.015"
"317","Navy","8-23","-15.18","88.0","103.2","60.7","-.049"
"318","UMKC","8-24","-15.36","91.7","107.1","64.9","-.022"
"319","East Tennessee St.","10-22","-15.68","93.1","108.8","65.3","+.063"
"320","Idaho St.","6-24","-16.19","90.1","106.3","60.7","-.117"
"321","Nebraska Omaha","11-20","-16.27","99.8","116.1","72.0","+.094"
"322","Northern Illinois","5-25","-16.68","83.9","100.5","62.7","-.053"
"323","Alcorn St.","10-24","-16.88","83.4","100.3","68.3","-.045"
"324","Prairie View A&M","15-19","-17.29","86.2","103.5","67.7","+.026"
"325","Rice","5-26","-17.45","94.1","111.6","63.3","-.032"
"326","Houston Baptist","14-17","-17.54","86.0","103.5","68.3","+.072"
"327","Louisiana Monroe","4-23","-18.00","90.5","108.5","66.6","-.027"
"328","Florida A&M","8-23","-18.28","87.6","105.9","68.9","+.000"
"329","Howard","7-24","-18.38","82.2","100.6","62.2","-.044"
"330","St. Francis PA","5-24","-19.31","91.5","110.8","64.2","+.034"
"331","Alabama St.","10-22","-19.68","90.4","110.1","66.3","+.006"
"332","Tennessee Martin","9-21","-20.10","91.8","111.9","68.4","+.071"
"333","IUPUI","6-26","-20.21","95.7","115.9","66.1","-.054"
"334","Fairleigh Dickinson","7-24","-20.47","92.1","112.5","67.6","+.028"
"335","Kennesaw St.","3-27","-20.68","89.7","110.4","64.5","+.004"
"336","Alabama A&M","11-20","-20.72","89.0","109.7","66.3","-.004"
"337","The Citadel","8-22","-20.89","96.5","117.4","65.0","-.005"
"338","Longwood","8-25","-21.61","92.8","114.4","71.1","-.004"
"339","South Carolina St.","6-24","-22.00","90.0","112.0","65.5","-.015"
"340","Mississippi Valley St.","5-23","-22.02","88.2","110.2","70.5","-.071"
"341","Presbyterian","8-24","-22.87","93.0","115.9","62.3","+.010"
"342","Furman","7-24","-23.24","90.0","113.2","64.7","-.008"
"343","Binghamton","3-27","-24.03","84.3","108.4","66.7","-.018"
"344","Maryland Eastern Shore","2-26","-24.68","84.8","109.5","64.1","-.029"
"345","New Orleans","8-18","-25.19","85.8","111.0","71.1","+.042"
"346","Lamar","3-28","-25.40","83.9","109.3","70.4","+.023"
"347","Grambling St.","0-28","-46.11","74.3","120.4","64.5","-.014"
