"","team","AdjEM","AdjO","AdjD","AdjT","luck"
"189","Air Force",-2.24,97.3,99.6,63.2,-0.019
"190","Houston",-2.33,102.8,105.1,68.2,-0.003
"191","Miami OH",-2.61,99.8,102.4,61.5,-0.039
"192","Louisiana Tech",-2.63,98.4,101,68.7,0.054
"193","Western Kentucky",-2.68,95,97.7,69.7,0.083
"194","Ball St.",-2.68,97.5,100.1,63.9,-0.055
"195","Arkansas St.",-2.68,99.9,102.6,64.5,-0.023
"196","Wofford",-2.72,99.3,102,62.8,0.048
"197","Morehead St.",-2.74,97.8,100.5,61.7,0.028
"198","Tulane",-2.75,95.2,97.9,65.6,-0.073
"199","Albany",-2.76,106.1,108.9,66.4,-0.018
"200","SMU",-2.92,95.3,98.2,61.1,-0.031
"201","Florida Atlantic",-3,98.7,101.7,65.2,-0.047
"202","IUPUI",-3.04,105.2,108.2,66.9,-0.028
"203","Jacksonville St.",-3.19,95.8,99,65,-0.083
"204","Louisiana Lafayette",-3.25,91.8,95,70.6,0.016
"205","Portland St.",-3.37,105.2,108.6,68.4,-0.002
"206","Cornell",-3.41,95.4,98.8,68.5,0.028
"207","Toledo",-3.44,100.7,104.1,66.9,-0.014
"208","Eastern Washington",-3.46,98.7,102.2,69.8,-0.046
"209","Austin Peay",-3.48,99.7,103.2,69.1,-0.029
"210","South Alabama",-3.56,98.4,102,66.6,0.104
"211","Wake Forest",-3.87,99.4,103.3,67.5,0.057
"212","Lipscomb",-3.89,98.2,102.1,70.8,0.015
"213","North Carolina Central",-4.03,95.1,99.1,67.4,-0.062
"214","Hawaii",-4.08,100.6,104.7,70.9,0.035
"215","Wright St.",-4.08,92.7,96.8,63.6,-0.002
"216","St. Francis NY",-4.09,94.7,98.8,70.3,-0.025
"217","Central Connecticut",-4.11,96.9,101,69.1,-0.052
"218","San Diego",-4.33,99.2,103.6,67.2,0.005
"219","Hofstra",-4.49,96.2,100.7,67.6,-0.122
"220","USC",-4.7,88.3,93,61.8,-0.1
"221","McNeese St.",-4.72,98.3,103.1,66.4,0.044
"222","Southern Illinois",-4.82,96.5,101.3,66.7,-0.051
"223","Rider",-4.96,101.5,106.4,69.2,0
"224","Holy Cross",-4.97,96.2,101.2,67,0.055
"225","Rhode Island",-5.11,99.9,105,68.6,-0.048
"226","Seattle",-5.23,96,101.2,75.6,-0.069
"227","Northwestern St.",-5.38,94.6,100,71,0.006
"228","Southeast Missouri St.",-5.4,102.8,108.2,66.2,-0.036
"229","FIU",-5.44,96.7,102.1,65.4,-0.067
"230","Arizona St.",-5.57,97.8,103.4,64.1,0.006
"231","Siena",-5.63,94.6,100.3,66.2,0.043
"232","Sacred Heart",-5.95,99.8,105.8,68.2,-0.028
"233","Campbell",-5.99,100.9,106.9,69,0.05
"234","High Point",-6.15,102.9,109,65.1,-0.064
"235","Texas Tech",-6.19,92.3,98.5,66.1,-0.016
"236","Southern Utah",-6.25,95.6,101.9,64.8,0.014
"237","Mississippi Valley St.",-6.28,95.3,101.6,70.5,0.128
"238","UNC Wilmington",-6.34,97.7,104,67.6,0.008
"239","Lafayette",-6.35,103.4,109.7,67.3,0.011
"240","Western Carolina",-6.54,97.9,104.5,67.8,0.043
"241","Delaware St.",-6.56,98.6,105.2,62.3,0.013
"242","Utah Valley",-6.66,96.6,103.3,66.9,0.046
"243","Jacksonville",-6.69,96.7,103.4,67,-0.019
"244","Cal St. Bakersfield",-6.73,99,105.8,66.6,0.054
"245","Niagara",-6.81,100.4,107.2,68.9,0.041
"246","Georgia Southern",-6.81,95.1,102,66.7,0.071
"247","Furman",-6.87,95.4,102.3,65.4,0.013
"248","James Madison",-7.02,98.4,105.4,67,0.01
"249","UC Irvine",-7.19,94.3,101.5,70.8,0
"250","Stetson",-7.48,98,105.5,72.4,-0.011
"251","Presbyterian",-7.62,100,107.6,61.3,0.023
"252","Morgan St.",-7.9,96.6,104.5,67.8,-0.104
"253","Central Michigan",-8.04,95.7,103.8,65.4,-0.005
"254","Marist",-8.07,96,104,69.2,0.048
"255","Elon",-8.19,95.2,103.4,70,0.072
"256","Bethune Cookman",-8.23,98.7,106.9,64.9,0.057
"257","Northern Colorado",-8.28,102.1,110.4,67.3,-0.058
"258","Appalachian St.",-8.35,97,105.4,67.4,0.005
"259","North Dakota",-8.42,93.1,101.5,68,0.025
"260","Bradley",-8.51,92.1,100.6,68.4,-0.013
"261","Winthrop",-8.7,92,100.6,63.7,-0.022
"262","Boston College",-8.71,92.8,101.5,65.4,0.047
"263","Eastern Michigan",-8.84,87.8,96.6,60.7,0.096
"264","Chattanooga",-8.87,95.1,104,69,-0.116
"265","Eastern Kentucky",-8.94,97.8,106.8,63.4,0.052
"266","Texas St.",-8.94,97.8,106.7,73.9,-0.058
"267","Texas Southern",-8.98,89.9,98.9,67.1,-0.013
"268","Troy",-9.09,102.4,111.5,68.5,0.018
"269","Gardner Webb",-9.13,92.6,101.7,65.9,-0.033
"270","Fordham",-9.16,92,101.2,68.5,0.071
"271","Maine",-9.3,94.4,103.7,68.1,-0.043
"272","Coppin St.",-9.48,104,113.5,70.2,-0.004
"273","IPFW",-9.49,95.6,105.1,70.2,0.021
"274","VMI",-9.51,99.5,109,73.8,0.073
"275","San Jose St.",-9.58,97.5,107.1,65.8,-0.046
"276","Santa Clara",-9.9,100.9,110.8,67.1,-0.076
"277","UC Riverside",-9.96,87.8,97.8,64,0.12
"278","Pacific",-10.01,95.2,105.3,63.4,-0.027
"279","Portland",-10.25,96.5,106.7,68,0.017
"280","UNC Greensboro",-10.25,94.8,105,72.7,0.094
"281","Illinois Chicago",-10.42,95.2,105.6,65.7,0.006
"282","Pepperdine",-10.44,91.8,102.3,63.3,0.014
"283","UMKC",-10.45,97,107.5,64.7,-0.023
"284","South Dakota",-10.48,96.4,106.8,69.6,-0.016
"285","Hampton",-10.51,89.3,99.8,68.6,-0.051
"286","Samford",-10.52,99.4,109.9,63.9,0.024
"287","Sam Houston St.",-10.6,87.2,97.8,64.2,-0.011
"288","Loyola Chicago",-10.75,92.6,103.3,61.9,-0.057
"289","Liberty",-10.81,97.7,108.5,66.1,0.052
"290","Monmouth",-11.31,94.3,105.6,69.9,0.063
"291","Montana St.",-11.88,94.6,106.5,67.9,0.027
"292","Sacramento St.",-12,95.6,107.6,66.6,-0.09
"293","New Hampshire",-12.06,88.1,100.2,66,0.016
"294","Mount St. Mary's",-12.22,90.7,102.9,64.6,-0.052
"295","William & Mary",-12.54,95.3,107.9,64.1,-0.064
"296","Dartmouth",-12.88,88.4,101.2,64.5,-0.076
"297","Army",-12.91,91,103.9,69.5,-0.006
"298","Eastern Illinois",-13.02,94.9,107.9,64.6,0.017
"299","NJIT",-13.06,94.2,107.2,66.6,-0.024
"300","North Carolina A&T",-13.15,91.3,104.4,70.3,-0.026
"301","Southeastern Louisiana",-13.44,83.8,97.3,65.2,0.011
"302","Cal St. Northridge",-13.7,95.7,109.4,69.1,-0.049
"303","Utah",-13.76,90.6,104.3,63.3,-0.01
"304","Idaho St.",-13.9,94.4,108.3,66.5,0.028
"305","Hartford",-14.66,88.5,103.2,65.9,-0.018
"306","Texas A&M Corpus Chris",-14.92,87.2,102.1,66.4,0.026
"307","SIU Edwardsville",-15.09,92.8,107.9,69.2,0.059
"308","Howard",-15.15,88.1,103.3,67.6,0.039
"309","St. Francis PA",-15.25,92.5,107.7,64.8,-0.05
"310","Brown",-15.7,92.4,108.1,66,-0.006
"311","Louisiana Monroe",-15.98,94,110,65.3,-0.088
"312","Texas Pan American",-16.24,90.1,106.3,66.5,0.017
"313","Radford",-16.68,87.4,104.1,66.3,-0.064
"314","Southern",-16.72,87.3,104,65.5,0.112
"315","Alabama St.",-16.85,85.1,101.9,65.5,0.027
"316","Saint Peter's",-17.04,86.9,103.9,65.9,-0.046
"317","Florida A&M",-17.28,90.6,107.9,69.5,0.04
"318","Kennesaw St.",-17.38,94.8,112.2,64.4,-0.1
"319","Houston Baptist",-17.46,90.3,107.7,72.2,0.015
"320","Central Arkansas",-17.92,90.4,108.3,73.3,0.002
"321","Arkansas Pine Bluff",-17.96,90.8,108.8,66.9,0.063
"322","The Citadel",-17.97,89.9,107.8,65.7,-0.041
"323","Prairie View A&M",-18.01,82.8,100.8,71.5,0.046
"324","Colgate",-18.18,95,113.2,66.2,0.062
"325","Nicholls St.",-18.49,97.9,116.4,67.1,0.048
"326","Canisius",-18.6,92.2,110.8,67.5,0.003
"327","Maryland Eastern Shore",-18.73,84.3,103.1,68.3,0.004
"328","UC Davis",-18.75,91.8,110.6,66.8,-0.039
"329","Navy",-19.13,88.6,107.8,61.6,-0.056
"330","Northern Illinois",-19.64,87.5,107.1,63.8,-0.024
"331","Alcorn St.",-20.2,85.8,106,69.1,-0.045
"332","Jackson St.",-20.45,85.7,106.2,62.9,-0.028
"333","Nebraska Omaha",-20.53,93.9,114.5,72.5,-0.055
"334","Chicago St.",-20.91,86,106.9,71.2,-0.049
"335","Fairleigh Dickinson",-21.18,85.1,106.3,68.4,0.034
"336","Tennessee Martin",-21.25,91.4,112.6,66.8,-0.013
"337","Alabama A&M",-21.4,87.5,108.9,68.3,-0.064
"338","Bryant",-22.31,91.3,113.6,66.4,-0.038
"339","Towson",-22.67,84.6,107.2,63.7,-0.037
"340","Northern Arizona",-22.79,87.1,109.9,66.5,-0.005
"341","Longwood",-22.94,96.9,119.8,71.8,0.01
"342","UMBC",-23.32,88.6,111.9,69.7,-0.029
"343","South Carolina St.",-24.48,89.8,114.3,69.9,-0.03
"344","Binghamton",-25.96,83.9,109.8,66.2,-0.022
"345","Grambling St.",-30.25,82.6,112.9,66.4,0.022
