"","team","W_L","AdjEM","AdjO","AdjD","AdjT","luck"
"68","Georgia St.","25-10","+10.32","109.4","99.1","63.2","-.003"
"69","Old Dominion","27-8","+10.17","104.5","94.3","60.9","+.047"
"70","George Washington","22-13","+10.16","106.3","96.1","63.0","+.009"
"71","Green Bay","24-9","+10.13","102.6","92.5","65.0","+.032"
"72","Colorado St.","27-7","+10.00","109.4","99.4","66.4","+.087"
"73","Connecticut","20-15","+9.97","105.7","95.7","62.4","-.065"
"74","Michigan","16-16","+9.54","107.8","98.3","60.4","-.008"
"75","Harvard","22-8","+9.27","102.8","93.6","61.7","+.092"
"76","Louisiana Tech","27-9","+9.20","106.9","97.7","67.8","+.034"
"77","Yale","22-10","+8.84","105.2","96.3","62.3","+.029"
"78","Pittsburgh","19-15","+8.66","111.4","102.7","61.4","+.012"
"79","Creighton","14-19","+8.35","108.8","100.5","62.8","-.082"
"80","Kansas St.","15-17","+8.17","104.4","96.3","62.7","+.009"
"81","Central Michigan","23-9","+8.16","112.8","104.7","65.3","+.016"
"82","Penn St.","18-16","+8.11","103.1","95.0","65.9","+.005"
"83","Seton Hall","16-15","+7.98","107.1","99.1","66.2","+.012"
"84","Clemson","16-15","+7.76","102.3","94.5","62.6","+.010"
"85","Tulsa","23-11","+7.74","100.5","92.8","64.4","+.097"
"86","Georgia Tech","12-19","+7.61","101.5","93.9","64.1","-.070"
"87","Memphis","18-14","+7.51","103.4","95.9","66.2","-.033"
"88","Toledo","20-13","+7.44","111.1","103.7","66.9","-.030"
"89","Cleveland St.","19-15","+7.44","106.2","98.8","62.1","-.098"
"90","Tennessee","16-16","+7.24","107.4","100.2","61.2","+.030"
"91","Colorado","16-18","+7.11","105.5","98.4","65.8","-.041"
"92","UC Irvine","21-13","+7.10","104.2","97.1","64.2","-.022"
"93","Marquette","13-19","+6.87","103.2","96.3","64.6","-.043"
"94","South Dakota St.","24-11","+6.84","106.7","99.9","66.7","-.006"
"95","Sam Houston St.","26-9","+6.82","101.3","94.5","65.8","-.055"
"96","Wofford","28-7","+6.70","103.0","96.3","61.6","+.123"
"97","UTEP","22-11","+6.67","104.1","97.4","65.4","-.004"
"98","New Mexico St.","23-11","+6.60","105.2","98.6","63.0","-.042"
"99","Florida St.","17-16","+6.33","103.5","97.1","66.0","+.037"
"100","Iona","26-9","+6.19","111.5","105.3","70.2","+.048"
"101","UNLV","18-15","+6.16","105.7","99.6","65.4","-.028"
"102","UC Davis","25-7","+6.15","110.3","104.2","63.5","+.067"
"103","North Carolina Central","25-8","+6.07","103.3","97.3","60.2","+.027"
"104","La Salle","17-16","+6.03","99.2","93.1","64.5","-.017"
"105","UC Santa Barbara","19-14","+6.02","107.2","101.2","63.0","-.034"
"106","Oregon St.","17-14","+5.94","97.9","92.0","61.7","+.014"
"107","San Diego","15-16","+5.92","101.7","95.8","63.5","-.076"
"108","Akron","21-14","+5.74","103.0","97.3","64.5","-.041"
"109","Wyoming","25-10","+5.67","102.7","97.1","59.5","+.084"
"110","Boston College","13-19","+5.60","105.8","100.2","64.0","-.035"
"111","Hofstra","20-14","+5.42","109.9","104.4","69.1","-.111"
"112","California","18-15","+5.30","102.1","96.8","66.0","+.061"
"113","St. Bonaventure","18-13","+5.28","103.3","98.0","65.0","+.010"
"114","Evansville","24-12","+5.22","104.5","99.3","66.8","+.039"
"115","Bowling Green","21-12","+5.18","103.9","98.7","64.0","+.007"
"116","William & Mary","20-13","+5.14","111.9","106.7","64.3","-.024"
"117","Northeastern","23-12","+5.11","106.1","101.0","63.8","+.025"
"118","Washington","16-15","+5.08","106.7","101.6","65.8","-.002"
"119","Kent St.","23-12","+5.02","105.3","100.3","62.0","+.029"
"120","Wake Forest","13-19","+4.75","104.3","99.6","68.5","-.025"
"121","Nebraska","13-18","+4.64","97.5","92.8","63.9","-.018"
"122","Northwestern","15-17","+4.59","105.7","101.1","60.2","+.009"
"123","Vermont","20-14","+4.41","101.3","96.9","64.8","-.118"
"124","Utah St.","18-13","+4.26","105.3","101.0","63.8","-.022"
"125","Massachusetts","17-15","+4.14","104.3","100.1","67.9","+.069"
"126","Pepperdine","18-14","+4.08","98.5","94.4","64.0","+.014"
"127","Hawaii","22-13","+3.73","102.9","99.2","69.2","-.009"
"128","Louisiana Lafayette","22-14","+3.59","104.0","100.4","70.4","-.054"
"129","Eastern Kentucky","21-12","+3.50","104.3","100.8","64.3","-.030"
"130","Stony Brook","23-12","+3.40","100.7","97.3","64.1","+.019"
"131","Albany","24-9","+3.31","105.1","101.8","61.5","+.054"
"132","Eastern Washington","26-9","+3.27","110.9","107.6","68.5","+.067"
"133","Loyola Chicago","24-13","+3.26","103.9","100.6","61.2","+.080"
"134","Portland","17-16","+3.23","106.9","103.7","64.5","-.035"
"135","Long Beach St.","16-17","+3.06","101.8","98.8","65.9","+.031"
"136","UAB","20-16","+3.06","102.9","99.8","65.4","+.025"
"137","New Mexico","15-16","+2.81","99.4","96.6","62.5","-.068"
"138","Eastern Michigan","21-14","+2.60","99.9","97.3","66.6","-.000"
"139","Auburn","15-20","+2.41","103.6","101.2","67.5","+.058"
"140","Coastal Carolina","24-10","+2.37","104.7","102.3","64.8","+.006"
"141","Western Kentucky","20-12","+2.30","102.9","100.6","67.1","+.040"
"142","Belmont","22-11","+2.29","108.1","105.8","67.2","+.066"
"143","North Florida","23-12","+2.25","106.3","104.1","67.7","-.021"
"144","San Francisco","14-18","+2.13","103.5","101.4","65.8","-.082"
"145","High Point","23-10","+2.03","106.2","104.2","62.8","+.104"
"146","Charlotte","14-18","+1.94","107.8","105.8","67.1","-.104"
"147","Georgia Southern","22-9","+1.88","98.4","96.6","63.9","+.022"
"148","Tennessee Martin","21-13","+1.87","107.2","105.3","62.8","+.034"
"149","Canisius","18-15","+1.84","101.5","99.7","64.2","-.049"
"150","DePaul","12-20","+1.75","106.4","104.7","67.2","-.001"
"151","USC","12-20","+1.48","99.3","97.8","68.7","-.006"
"152","North Dakota St.","23-10","+1.38","101.7","100.3","61.5","+.105"
"153","Cal Poly","13-16","+1.25","100.9","99.6","59.4","-.056"
"154","Morehead St.","17-17","+1.00","101.9","100.9","65.7","-.093"
"155","Texas Tech","13-19","+0.91","100.1","99.2","62.3","-.017"
"156","Western Michigan","20-14","+0.84","105.9","105.1","65.2","+.058"
"157","Middle Tennessee","19-17","+0.61","100.3","99.6","61.5","+.003"
"158","St. Francis NY","23-12","+0.61","101.5","100.8","65.2","-.019"
"159","Princeton","16-14","+0.58","105.3","104.7","65.2","-.032"
"160","Mississippi St.","13-19","+0.54","98.6","98.0","64.2","-.034"
"161","Manhattan","19-14","+0.32","99.8","99.5","68.3","-.001"
"162","Saint Joseph's","13-18","+0.30","98.2","97.9","63.9","-.006"
"163","Rider","21-12","+0.18","99.1","98.9","64.6","+.087"
"164","Columbia","13-15","+0.16","105.4","105.2","60.8","-.090"
"165","Montana","20-13","+0.15","103.9","103.8","62.8","+.003"
"166","Chattanooga","22-10","+0.11","103.4","103.3","65.0","+.101"
"167","Oakland","16-17","+0.07","109.1","109.1","66.9","+.019"
"168","Dartmouth","14-15","-0.65","100.0","100.7","63.6","-.026"
"169","Indiana St.","15-16","-0.73","100.4","101.2","66.7","+.015"
"170","Louisiana Monroe","24-14","-0.74","97.0","97.8","62.5","+.070"
"171","Radford","22-12","-0.78","103.4","104.2","65.5","+.059"
"172","NJIT","21-12","-0.80","103.3","104.1","66.7","+.050"
"173","IPFW","16-15","-0.82","105.6","106.4","65.2","-.051"
"174","UNC Wilmington","18-14","-0.90","99.4","100.3","67.9","+.058"
"175","Virginia Tech","11-22","-0.90","104.2","105.1","64.2","-.043"
"176","Winthrop","19-13","-0.96","102.7","103.7","66.4","-.051"
"177","Quinnipiac","15-15","-1.07","100.8","101.9","66.6","-.091"
"178","Northern Arizona","23-15","-1.11","100.2","101.3","65.2","+.063"
"179","Colgate","16-17","-1.19","105.8","107.0","61.0","-.055"
"180","USC Upstate","24-12","-1.23","101.4","102.7","64.0","-.025"
"181","Northern Illinois","14-16","-1.24","100.7","101.9","63.4","+.005"
"182","Detroit","15-18","-1.34","101.2","102.5","67.8","-.008"
"183","Monmouth","18-15","-1.35","98.6","100.0","64.1","+.013"
"184","Robert Morris","20-15","-1.42","101.0","102.4","66.3","+.055"
"185","Mercer","19-16","-1.49","102.4","103.9","61.6","-.049"
"186","Washington St.","13-18","-1.65","107.0","108.7","67.4","+.085"
"187","Saint Peter's","16-18","-1.71","97.9","99.6","61.1","-.067"
"188","American","17-16","-1.72","100.4","102.1","57.8","+.015"
"189","New Hampshire","19-13","-1.83","98.8","100.6","64.5","-.026"
"190","Florida Gulf Coast","22-11","-1.91","99.5","101.4","64.9","+.044"
"191","Norfolk St.","20-14","-1.99","103.4","105.4","65.3","+.028"
"192","Missouri","9-23","-2.09","99.8","101.9","62.9","-.020"
"193","Lafayette","20-13","-2.10","110.9","113.0","65.1","+.096"
"194","Santa Clara","14-18","-2.18","103.7","105.8","61.7","+.019"
"195","Charleston Southern","19-12","-2.21","104.9","107.1","65.7","+.053"
"196","Sacramento St.","21-12","-2.33","107.0","109.4","62.9","+.075"
"197","UT Arlington","16-15","-2.41","101.3","103.7","69.9","+.023"
"198","Rutgers","10-22","-2.44","96.5","98.9","65.1","+.036"
"199","James Madison","19-14","-2.69","103.3","106.0","64.3","+.102"
"200","Lehigh","16-14","-2.73","97.8","100.5","66.4","+.007"
"201","Bucknell","19-15","-2.77","103.6","106.4","64.6","+.076"
"202","Cornell","13-17","-2.80","94.6","97.4","64.5","-.032"
"203","Fresno St.","15-17","-2.92","100.6","103.5","64.9","+.067"
"204","Air Force","14-17","-2.99","106.1","109.1","62.2","-.065"
"205","George Mason","9-22","-3.13","100.7","103.9","64.5","-.033"
"206","Oral Roberts","19-15","-3.18","104.1","107.3","65.9","+.096"
"207","Maryland Eastern Shore","18-15","-3.32","102.2","105.6","65.1","+.040"
"208","Fordham","10-21","-3.49","99.9","103.4","66.1","-.060"
"209","UTSA","14-16","-3.56","104.3","107.9","66.2","-.051"
"210","Rice","12-20","-3.60","99.9","103.5","62.6","-.062"
"211","Milwaukee","14-16","-3.69","100.9","104.6","65.2","+.043"
"212","Gardner Webb","20-15","-3.83","105.5","109.3","67.6","+.084"
"213","Houston","13-19","-3.85","99.3","103.1","64.3","-.057"
"214","Texas Southern","22-13","-3.86","101.9","105.8","64.2","+.129"
"215","Miami OH","13-19","-4.06","100.4","104.4","65.3","+.009"
"216","UC Riverside","14-17","-4.20","96.5","100.7","65.4","+.013"
"217","East Tennessee St.","16-14","-4.27","101.1","105.3","67.9","+.035"
"218","Duquesne","12-19","-4.28","106.6","110.9","67.4","-.016"
"219","South Dakota","17-16","-4.38","101.2","105.6","65.6","+.032"
"220","Tulane","15-16","-4.39","97.7","102.1","63.5","+.031"
"221","St. Francis PA","16-16","-4.58","97.7","102.3","63.2","+.017"
"222","Denver","12-18","-4.59","103.7","108.3","58.0","-.068"
"223","Southern Illinois","12-21","-4.82","96.6","101.5","62.5","-.054"
"224","East Carolina","14-19","-4.90","101.6","106.5","62.1","-.003"
"225","Eastern Illinois","18-15","-4.94","98.2","103.1","63.7","+.119"
"226","Mount St. Mary's","15-15","-4.99","96.3","101.3","63.0","+.040"
"227","Incarnate Word","18-11","-5.04","105.6","110.6","68.1","+.042"
"228","Texas A&M Corpus Chris","20-14","-5.07","98.8","103.9","63.2","+.041"
"229","Northwestern St.","19-13","-5.13","110.5","115.6","73.6","+.054"
"230","Texas St.","14-17","-5.20","91.7","96.9","62.4","-.033"
"231","Idaho","13-17","-5.27","105.6","110.9","68.0","-.070"
"232","Ohio","10-20","-5.50","100.9","106.4","67.1","-.040"
"233","Southeast Missouri St.","13-17","-5.53","100.7","106.2","66.1","-.062"
"234","Western Carolina","15-17","-5.57","99.8","105.3","66.3","+.009"
"235","Arkansas Little Rock","13-18","-5.64","102.1","107.8","65.0","-.048"
"236","Bryant","16-15","-5.86","102.1","107.9","63.7","+.064"
"237","UNC Asheville","15-16","-6.13","100.3","106.4","68.4","-.024"
"238","Sacred Heart","15-17","-6.16","101.2","107.4","68.9","-.014"
"239","Boston University","13-17","-6.26","104.3","110.5","64.3","+.006"
"240","Pacific","12-19","-6.33","101.0","107.3","62.1","+.052"
"241","Cal St. Bakersfield","14-19","-6.44","97.6","104.0","60.9","-.120"
"242","Holy Cross","14-16","-6.46","99.2","105.7","64.0","+.030"
"243","Wright St.","11-20","-6.51","96.7","103.2","63.9","-.029"
"244","Seattle","18-16","-6.65","96.3","102.9","62.6","+.015"
"245","North Texas","14-17","-6.66","96.4","103.1","66.1","+.046"
"246","Northern Kentucky","13-17","-6.72","102.0","108.7","64.5","-.059"
"247","Tennessee Tech","12-18","-6.88","102.0","108.8","66.8","-.050"
"248","SIU Edwardsville","12-16","-6.91","95.7","102.6","66.5","-.043"
"249","Elon","15-18","-7.25","96.3","103.5","68.2","+.053"
"250","Drexel","11-19","-7.26","97.0","104.3","61.4","+.002"
"251","Hampton","17-18","-7.37","94.6","102.0","69.5","+.030"
"252","Northern Colorado","15-15","-7.40","108.4","115.8","64.0","-.013"
"253","Army","15-15","-7.49","98.1","105.6","69.6","+.033"
"254","Bradley","9-24","-7.55","91.5","99.1","62.0","-.044"
"255","Missouri St.","11-20","-7.55","96.7","104.3","61.7","-.011"
"256","Nebraska Omaha","12-17","-7.58","100.7","108.2","73.4","-.042"
"257","Ball St.","7-23","-7.72","98.3","106.0","63.8","-.130"
"258","Portland St.","15-14","-7.74","100.9","108.6","66.7","+.071"
"259","Howard","16-16","-7.88","91.8","99.7","64.0","+.016"
"260","Delaware","10-20","-7.95","99.6","107.5","65.8","+.023"
"261","Marshall","11-21","-8.03","94.2","102.2","70.2","-.049"
"262","Delaware St.","18-18","-8.23","99.6","107.8","68.2","+.063"
"263","Siena","11-20","-8.28","103.6","111.8","66.6","-.010"
"264","Grand Canyon","17-15","-8.31","104.3","112.6","64.7","+.020"
"265","Alabama St.","19-10","-8.32","95.8","104.2","68.4","+.030"
"266","Brown","13-18","-8.35","97.2","105.5","67.6","+.049"
"267","Weber St.","13-17","-8.35","97.8","106.2","63.9","+.040"
"268","Towson","12-20","-8.43","98.7","107.1","61.2","-.026"
"269","Cal St. Northridge","9-24","-8.43","98.5","107.0","65.3","-.041"
"270","FIU","16-17","-8.55","94.0","102.5","65.2","+.090"
"271","Nevada","9-22","-8.55","95.7","104.2","64.3","-.084"
"272","Loyola Marymount","8-23","-8.57","100.8","109.3","62.9","+.024"
"273","Youngstown St.","11-21","-8.90","103.7","112.6","67.6","+.013"
"274","Lamar","15-15","-9.03","97.9","106.9","66.3","+.030"
"275","Drake","9-22","-9.04","103.1","112.1","59.5","-.027"
"276","Navy","13-19","-9.06","96.8","105.8","61.6","+.005"
"277","South Florida","9-23","-9.06","97.0","106.1","64.1","-.024"
"278","Southern","18-17","-9.16","91.9","101.0","65.4","+.018"
"279","College of Charleston","9-24","-9.33","93.9","103.3","61.4","-.076"
"280","IUPUI","10-21","-9.47","91.8","101.3","63.8","+.068"
"281","Illinois Chicago","10-24","-9.60","99.0","108.6","64.9","-.010"
"282","UCF","12-18","-9.60","100.6","110.2","64.2","+.075"
"283","Hartford","14-16","-9.62","95.3","104.9","63.3","+.076"
"284","Appalachian St.","12-17","-9.63","96.1","105.8","66.0","+.073"
"285","UNC Greensboro","11-22","-9.70","97.6","107.3","66.5","-.125"
"286","UMKC","14-19","-9.74","96.0","105.8","64.1","-.014"
"287","Troy","10-19","-9.78","97.7","107.5","65.3","-.054"
"288","LIU Brooklyn","12-18","-9.83","94.9","104.7","68.1","+.038"
"289","Saint Louis","11-21","-9.86","93.7","103.6","63.7","+.064"
"290","Florida Atlantic","9-20","-10.24","96.6","106.9","64.4","-.055"
"291","Penn","9-19","-10.42","95.7","106.2","63.7","+.023"
"292","Cal St. Fullerton","9-22","-10.61","96.9","107.5","65.9","-.009"
"293","Samford","13-19","-10.66","99.7","110.3","66.6","+.009"
"294","VMI","11-19","-10.77","96.3","107.1","76.3","-.050"
"295","Arkansas St.","11-18","-10.86","94.0","104.9","66.3","+.023"
"296","Fairfield","7-24","-10.89","93.3","104.2","61.7","-.086"
"297","South Alabama","12-21","-11.27","98.9","110.2","68.7","+.085"
"298","Lipscomb","14-17","-11.28","98.7","109.9","68.3","+.050"
"299","Niagara","8-22","-11.38","97.6","109.0","65.1","-.004"
"300","McNeese St.","15-16","-11.60","98.6","110.2","64.4","+.035"
"301","Campbell","10-22","-11.84","95.6","107.4","62.2","-.090"
"302","Prairie View A&M","15-18","-12.00","95.3","107.3","69.1","+.013"
"303","UMass Lowell","12-17","-12.40","92.0","104.4","64.5","+.077"
"304","Wagner","10-20","-12.49","96.7","109.2","67.7","-.013"
"305","Marist","7-25","-12.71","92.5","105.2","66.2","+.032"
"306","Southeastern Louisiana","9-23","-12.89","93.8","106.7","67.1","-.103"
"307","Loyola MD","11-19","-13.11","91.1","104.2","63.0","+.080"
"308","Southern Utah","10-19","-13.12","96.6","109.7","67.8","+.033"
"309","Furman","11-22","-13.15","96.4","109.5","62.7","-.024"
"310","New Orleans","11-18","-13.23","95.0","108.3","68.0","-.035"
"311","Jacksonville St.","12-19","-13.29","92.9","106.2","63.7","+.053"
"312","Jackson St.","11-21","-13.52","89.0","102.5","64.0","-.095"
"313","Idaho St.","7-23","-13.75","95.4","109.1","63.9","-.092"
"314","North Dakota","8-22","-13.78","94.8","108.5","68.1","-.031"
"315","Longwood","11-23","-13.80","95.2","109.0","67.0","+.024"
"316","Southern Miss","9-20","-13.80","95.1","109.0","62.4","+.038"
"317","Austin Peay","8-22","-14.19","92.5","106.7","67.6","-.005"
"318","Houston Baptist","12-16","-14.26","99.2","113.5","66.7","+.029"
"319","Fairleigh Dickinson","8-21","-15.10","95.2","110.3","67.7","+.052"
"320","Montana St.","7-23","-15.15","93.5","108.6","65.8","-.056"
"321","Utah Valley","11-19","-16.10","90.8","106.9","61.9","+.007"
"322","Binghamton","6-26","-16.39","91.8","108.2","63.5","-.047"
"323","Western Illinois","8-20","-16.68","89.2","105.9","67.2","+.036"
"324","Arkansas Pine Bluff","12-20","-16.91","90.3","107.2","64.0","+.036"
"325","Coppin St.","8-23","-17.04","97.1","114.1","73.4","-.008"
"326","Presbyterian","10-22","-18.11","94.5","112.6","62.3","-.005"
"327","Chicago St.","8-24","-18.19","87.2","105.4","63.2","-.014"
"328","Nicholls St.","10-19","-18.37","88.0","106.4","67.1","+.024"
"329","The Citadel","11-19","-18.54","101.1","119.6","59.6","+.077"
"330","Bethune Cookman","11-21","-18.61","89.1","107.7","60.7","-.033"
"331","South Carolina St.","11-22","-18.67","88.4","107.0","64.4","+.049"
"332","Liberty","8-24","-18.85","88.6","107.5","66.5","-.059"
"333","Morgan St.","7-24","-18.86","92.1","110.9","65.6","+.029"
"334","Tennessee St.","5-26","-18.88","87.3","106.2","64.0","-.045"
"335","Texas Pan American","10-21","-18.98","91.5","110.5","64.3","+.032"
"336","Alabama A&M","9-20","-19.12","93.0","112.1","64.2","-.022"
"337","North Carolina A&T","9-23","-19.40","91.3","110.7","61.9","-.038"
"338","Savannah St.","9-22","-19.60","85.3","104.9","65.0","+.012"
"339","Stetson","9-22","-19.64","94.5","114.2","66.3","+.006"
"340","Jacksonville","10-22","-19.72","94.2","113.9","64.4","-.023"
"341","Abilene Christian","10-21","-20.61","91.1","111.7","64.5","-.003"
"342","Kennesaw St.","10-22","-20.61","91.5","112.1","65.8","+.039"
"343","UMBC","4-26","-20.66","87.1","107.8","64.5","-.037"
"344","Central Connecticut","5-26","-20.72","90.7","111.4","63.5","-.012"
"345","Maine","3-27","-21.84","91.6","113.5","66.3","-.020"
"346","Alcorn St.","6-26","-24.36","90.9","115.2","67.5","-.059"
"347","San Jose St.","2-28","-24.58","84.2","108.8","64.3","-.030"
"348","Mississippi Valley St.","6-26","-25.70","89.5","115.2","70.3","-.001"
"349","Central Arkansas","2-27","-27.66","88.8","116.4","69.9","+.004"
"350","Florida A&M","2-27","-31.65","83.2","114.9","65.5","-.020"
"351","Grambling St.","2-27","-37.69","77.0","114.7","66.1","-.078"
